german	translation	semantic.category	examplar.nb	exemplar.per	typicality.m	typicality.sd	AoA	AoA.sd	familiarity	familiarity.sd	freq.permill	freq.log	length.phonemes	length.syllabales
Dattel	date	fruit	3	0.15	4.35	1.69	5.05	1.47	3.05	1.28	0.65	-0.19	5	2																												
Holunderbeere	elderberry	fruit	1	0.05	3.85	1.66	4.00	1.62	3.15	1.27	0.10	-1.01	11	5																												
Feige	fig	fruit	5	0.25	3.45	1.67	5.30	1.42	3.25	1.12	1.62	0.21	4	2																												
Stachelbeere	gooseberry	fruit	9	0.45	2.15	1.84	2.80	0.83	3.55	1.19	0.57	-0.24	10	4																												
Weintraube	grape	fruit	13	0.65	1.20	0.41	2.60	0.68	4.30	0.92	1.14	0.06	8	3																												
Grapefruit	grapefruit	fruit	7	0.35	1.75	0.85	5.20	1.67	3.60	1.05	0.27	-0.57	8	2																												
Honigmelone	honeydew melon	fruit	2	0.10	2.10	1.21	5.70	1.69	3.65	1.18	0.02	-1.61	11	5																												
Zitrone	lemon	fruit	12	0.60	1.70	0.98	2.70	0.80	4.45	0.76	4.28	0.63	7	3																												
Limette	lime	fruit	5	0.25	3.30	1.69	6.15	0.88	3.35	1.04	0.03	-1.49	6	3																												
Litschi	lychee	fruit	5	0.25	3.79	1.69	6.50	1.04	3.15	1.27	0.03	-1.49	4	2																												
Mango	mango	fruit	10	0.50	2.45	1.43	5.95	1.36	3.40	1.23	0.20	-0.69	5	2																												
Melone	melon	fruit	10	0.50	2.10	1.45	3.55	1.54	4.40	0.82	1.22	0.09	6	3																												
Mirabelle	mirabelle	fruit	3	0.15	3.50	1.73	5.82	1.29	2.80	1.40	0.23	-0.64	8	4																												
Zuckermelone	musk melon	fruit	1	0.05	3.11	1.71	5.56	1.65	3.19	1.42	0.01	-2.09	10	5																												
Nektarine	nectarine	fruit	14	0.70	2.10	0.91	5.05	1.57	3.90	1.12	None	None	9	4																												
Orange	orange	fruit	15	0.75	1.40	0.99	3.55	1.82	4.25	0.79	4.03	0.61	6	3																												
Papaya	papaya	fruit	8	0.40	4.15	1.63	6.50	0.89	2.55	1.10	0.10	-1.01	6	3																												
Maracuja	passion fruit	fruit	4	0.20	3.45	1.70	5.79	1.44	3.40	0.88	0.01	-2.09	8	4																												
Pfirsich	peach	fruit	17	0.85	1.25	0.44	2.85	1.09	4.45	0.89	2.24	0.35	6	2																												
Birne	pear	fruit	19	0.95	1.15	0.49	2.35	0.67	4.10	1.21	5.40	0.73	5	2																												
Physalis	physalis	fruit	6	0.30	4.28	1.60	6.81	0.40	2.71	1.21	0.07	-1.18	7	3																												
Ananas	pineapple	fruit	13	0.65	1.40	0.82	4.10	1.83	3.60	1.23	1.19	0.08	6	3																												
Pflaume	plum	fruit	18	0.90	1.70	1.03	2.65	0.93	3.90	1.29	2.44	0.39	5	2																												
Granatapfel	pomegranate	fruit	6	0.30	3.74	1.88	6.00	1.17	2.80	1.20	0.28	-0.56	10	4																												
Himbeere	raspberry	fruit	15	0.75	1.60	1.10	2.70	0.80	4.05	1.05	1.29	0.11	7	3																												
Johannisbeere	redcurrant	fruit	10	0.50	1.95	1.43	3.10	0.97	3.65	1.27	0.73	-0.14	11	5																												
Hagebutte	rosehip	fruit	2	0.10	4.71	1.53	3.45	1.05	3.15	1.14	0.55	-0.26	8	4																												
Sauerkirsche	sour cherry	fruit	1	0.05	1.70	1.53	2.85	0.75	4.00	1.05	0.41	-0.39	8	4																												
Sternfrucht	starfruit	fruit	4	0.20	4.56	1.95	6.38	0.89	2.35	1.37	None	None	10	2																												
Erdbeere	strawberry	fruit	14	0.70	1.20	0.41	1.80	0.52	4.75	0.64	2.83	0.45	7	3																												
Süßkirsche	sweet cherry	fruit	1	0.05	1.70	1.17	3.00	1.03	3.80	1.24	0.25	-0.60	8	3																												
Mandarine	tangerine	fruit	8	0.40	1.50	1.00	3.70	1.53	4.20	1.01	1.02	0.01	9	4																												
Wassermelone	water melon	fruit	2	0.10	2.15	1.27	3.90	1.68	4.35	0.88	0.11	-0.94	10	5																												
Anorak	anorak	clothes	2	0.10	1.80	1.01	3.00	1.72	3.95	1.15	0.31	-0.51	6	3																												
Bikini	bikini	clothes	4	0.20	2.70	1.66	4.80	1.58	3.35	1.50	0.37	-0.43	6	3																												
Blazer	blazer	clothes	6	0.30	2.25	1.41	6.00	1.17	3.30	1.30	0.18	-0.75	5	2																												
Bluse	blouse	clothes	16	0.80	1.50	0.89	2.95	0.89	3.80	1.15	6.78	0.83	5	2																												
Blouson	blouson	clothes	1	0.05	3.45	1.76	6.00	1.05	2.21	1.32	0.08	-1.09	5	2																												
Mieder	bodice	clothes	1	0.05	4.26	1.91	5.11	1.88	2.05	0.97	1.17	0.07	4	2																												
BH	bra	clothes	9	0.45	2.55	1.47	4.90	1.62	4.10	1.33	None	None	4	2																												
Hosenträger	braces 	clothes	2	0.10	5.25	1.83	2.95	1.32	2.25	1.21	1.72	0.23	10	4																												
Mütze	cap	clothes	12	0.60	1.95	1.32	1.95	0.60	3.85	1.18	14.01	1.15	4	2																												
Strickjacke	cardigan	clothes	3	0.15	2.25	1.25	2.85	0.88	3.80	1.11	0.51	-0.30	9	3																												
Umhang	cloak	clothes	2	0.10	5.21	1.75	3.55	1.19	2.35	1.23	1.42	0.15	5	2																												
Clogs	clogs	clothes	1	0.05	5.56	1.29	5.74	1.37	2.58	1.22	0.04	-1.39	5	1																												
Stoffhose	cloth trousers	clothes	1	0.05	2.85	1.69	3.40	1.64	3.80	1.28	0.01	-2.09	8	3																												
Mantel	coat	clothes	12	0.60	1.40	0.94	2.95	1.43	3.60	1.19	34.11	1.53	6	2																												
Kordhose	cord trousers	clothes	1	0.05	2.85	1.69	4.05	1.28	3.25	1.55	0.06	-1.24	8	3																												
Korsett	corset	clothes	1	0.05	4.75	1.77	5.68	1.34	1.90	1.17	1.10	0.04	6	2																												
Stulpen	cuffs	clothes	1	0.05	5.65	1.84	5.30	1.63	2.50	1.54	0.16	-0.79	7	2																												
Jeansjacke	denim jacket	clothes	1	0.05	2.75	1.62	4.90	1.74	3.55	1.28	0.04	-1.39	8	3																												
Jeansrock	denim skirt	clothes	1	0.05	3.35	1.84	5.35	1.39	2.85	1.35	None	None	7	2																												
Kleid	dress	clothes	17	0.85	1.40	1.10	2.50	1.32	3.65	1.46	47.85	1.68	4	1																												
Latzhose	dungarees	clothes	1	0.05	2.75	1.89	3.05	1.32	3.20	1.11	0.13	-0.88	7	3																												
Ohrenwärmer	ear muffs	clothes	1	0.05	5.30	1.56	4.15	1.35	1.90	1.25	0.02	-1.79	9	4																												
Fellmütze	fur cap	clothes	1	0.05	3.90	1.92	4.75	1.52	2.25	1.29	0.15	-0.83	7	3																												
Pelzmantel	fur coat	clothes	1	0.05	3.35	1.81	4.15	1.27	1.95	1.19	1.30	0.11	10	3																												
Handschuh	glove	clothes	11	0.55	2.90	1.86	2.25	0.72	3.95	1.10	10.96	1.04	6	2																												
Hallenschuh	gym shoe	clothes	1	0.05	5.05	1.93	4.06	1.11	2.95	1.47	None	None	7	3																												
Haarband	hairband	clothes	1	0.05	5.82	1.29	3.40	1.60	2.80	1.40	0.09	-1.05	7	2																												
Stirnband	headband	clothes	3	0.15	4.82	1.38	4.16	1.86	2.25	1.02	0.43	-0.37	9	2																												
Kopftuch	headscarf	clothes	2	0.10	3.95	1.73	2.70	0.98	2.55	1.32	3.02	0.48	6	2																												
Hot Pant	hot pants	clothes	1	0.05	4.16	1.89	6.15	1.35	2.60	1.23	None	None	7	2																												
Jacke	jacket	clothes	16	0.80	1.30	0.80	1.95	0.69	4.50	1.15	10.55	1.02	4	2																												
Jeans	jeans	clothes	1	0.05	1.40	0.82	4.20	1.88	4.70	0.92	1.64	0.21	4	1																												
Kimono	kimono	clothes	1	0.05	4.84	1.86	5.83	1.10	1.90	0.97	0.47	-0.33	6	3																												
Lederhandschuh	leather gloves	clothes	1	0.05	4.10	1.59	4.95	1.36	3.10	1.55	0.56	-0.25	10	4																												
Lederjacke	leather jacket	clothes	1	0.05	2.75	1.65	4.20	1.11	3.60	1.39	1.16	0.06	8	4																												
Lederhose	leather trousers	clothes	1	0.05	3.95	1.90	3.20	1.36	2.25	1.16	0.72	-0.14	8	4																												
Langarmshirt	longsleeve shirt	clothes	1	0.05	3.00	1.72	5.63	1.38	4.15	1.14	None	None	10	3																												
Minirock	miniskirt	clothes	1	0.05	2.90	1.71	4.80	1.64	2.70	1.34	0.21	-0.67	7	3																												
Fäustlinge	mittens	clothes	1	0.05	4.00	1.65	3.17	1.42	2.40	1.05	None	None	8	3																												
Nachthemd	nightgown	clothes	1	0.05	2.45	1.36	1.90	0.45	3.70	1.49	2.84	0.45	8	2																												
Schutzanzug	overalls	clothes	1	0.05	5.22	1.93	5.85	1.18	2.00	1.30	0.11	-0.97	8	3																												
Parka	parka	clothes	1	0.05	3.15	1.90	5.30	1.59	2.65	1.18	0.28	-0.56	5	2																												
Schildmütze	peaked cap	clothes	1	0.05	4.76	1.82	5.18	1.63	2.24	1.68	0.06	-1.24	8	3																												
Lätzchen	pinafore	clothes	1	0.05	4.79	1.87	1.80	0.70	3.15	1.42	None	None	6	2																												
Polo-Shirt	polo shirt	clothes	1	0.05	2.80	1.44	5.61	1.38	3.55	1.23	None	None	8	3																												
Pumps	pumps	clothes	1	0.05	4.84	1.57	6.15	1.09	2.30	1.30	0.29	-0.54	5	1																												
Schlafanzug	pyjamas	clothes	2	0.10	2.35	1.50	2.00	0.65	4.45	0.69	0.98	-0.01	9	3																												
Regenjacke	raincoat	clothes	2	0.10	2.30	1.63	3.30	1.72	4.20	0.52	0.01	-2.09	9	4																												
Tuch	scarf	clothes	4	0.20	3.90	1.89	2.20	0.70	4.50	0.95	21.32	1.33	3	1																												
Schal	shawl	clothes	10	0.50	2.30	1.63	2.35	0.93	4.00	1.08	3.55	0.55	3	1																												
Hemd	shirt	clothes	18	0.90	1.40	0.99	1.75	0.79	4.60	0.94	20.31	1.31	4	1																												
Shorts	shorts	clothes	5	0.25	2.55	1.79	4.55	1.82	4.20	1.01	0.45	-0.35	4	1																												
Skihose	ski bottoms	clothes	2	0.10	3.70	1.98	4.75	1.86	2.90	1.52	0.13	-0.88	6	3																												
Skijacke	ski jacket	clothes	2	0.10	4.00	1.81	4.72	1.56	2.50	1.43	0.02	-1.79	6	3																												
Rock	skirt	clothes	17	0.85	1.55	1.00	2.35	1.14	3.90	1.48	26.42	1.42	3	1																												
Slipper	slip-on shoes	clothes	1	0.05	4.26	1.82	5.55	1.39	2.21	1.27	0.10	-1.01	5	2																												
Pantolette	slippers	clothes	1	0.05	4.79	1.58	5.17	1.58	2.39	1.42	None	None	9	4																												
Socke	sock	clothes	16	0.80	1.35	0.93	2.10	1.33	4.70	0.47	0.29	-0.53	4	2																												
Sport-BH	sports bra	clothes	1	0.05	4.25	1.97	6.00	1.15	2.90	1.48	None	None	7	3																												
Sakko	sports jacket	clothes	5	0.15	1.80	1.32	5.21	1.81	2.90	1.41	0.78	-0.11	4	2																												
Stöckelschuh	stiletto 	clothes	1	0.05	5.26	1.56	4.75	1.89	2.70	1.56	0.58	-0.24	8	3																												
Strumpf	stocking	clothes	7	0.35	2.05	1.28	1.75	0.44	4.15	1.42	11.32	1.05	6	1																												
Stola	stole	clothes	2	0.10	5.21	1.72	5.71	1.26	1.89	1.24	0.54	-0.27	5	2																												
Anzug	suit	clothes	4	0.20	1.40	0.75	4.45	1.67	3.75	1.29	19.30	1.29	5	2																												
Sonnenhut	sun hat	clothes	1	0.05	4.45	1.96	3.35	1.04	3.05	1.43	0.06	-1.24	8	3																												
Pullover	sweater	clothes	17	0.85	1.05	0.22	2.60	0.88	4.55	0.69	3.88	0.59	6	3																												
Badeanzug	swimsuit	clothes	3	0.15	3.15	1.95	2.40	0.68	3.90	0.97	0.96	-0.02	9	4																												
Pullunder	tanktop	clothes	5	0.25	3.42	1.57	5.79	1.51	2.94	1.26	0.01	-2.09	7	3																												
Krawatte	tie	clothes	7	0.35	3.50	1.57	4.75	1.52	3.10	1.37	6.34	0.80	7	3																												
Strumpfhose	tights	clothes	11	0.55	2.40	1.76	3.10	1.89	3.40	1.31	0.24	-0.63	10	3																												
Top	top	clothes	3	0.15	3.80	1.88	5.85	1.42	3.75	1.45	0.33	-0.49	3	1																												
Trikot	tricot	clothes	1	0.05	4.60	1.73	4.21	1.51	3.05	1.36	1.26	0.10	5	2																												
Hose	trousers	clothes	18	0.90	1.00	0.00	1.80	0.62	4.80	0.52	22.22	1.35	4	2																												
Unterhose	underpants	clothes	16	0.80	2.25	1.71	2.10	0.64	4.84	0.37	2.36	0.37	8	4																												
Unterwäsche	underwear	clothes	6	0.30	1.90	1.25	2.85	1.31	4.65	0.67	1.50	0.17	8	4																												
Unterhemd	vest	clothes	6	0.30	2.05	1.54	2.20	0.62	4.20	1.06	0.60	-0.22	8	3																												
Weste	waistcoat	clothes	8	0.40	2.55	1.43	4.10	1.48	2.95	1.43	4.90	0.69	5	2																												
Flugzeug	aeroplane	vehicle	19	0.95	1.00	0.00	2.35	0.59	3.70	1.08	59.24	1.77	7	2																												
Luftschiff	airship	vehicle	1	0.05	4.53	1.78	5.11	1.66	2.05	0.89	2.57	0.41	7	2																												
Fahrrad	bicycle  	vehicle	20	1.00	1.60	1.05	2.30	0.57	4.60	0.75	8.85	0.95	5	2																												
Boot	boat	vehicle	4	0.20	2.10	1.29	1.70	0.66	4.05	0.94	30.31	1.48	3	1																												
Bus	bus	vehicle	15	0.75	1.00	0.00	1.70	0.86	4.25	1.16	6.97	0.84	3	1																												
Seilbahn	cable car	vehicle	1	0.05	3.60	1.82	3.75	1.37	3.20	1.24	0.39	-0.41	6	2																												
Wohnmobil	camper van	vehicle	1	0.05	3.80	1.61	4.75	1.80	3.15	1.18	0.08	-1.09	8	3																												
Kanu	canoe	vehicle	1	0.05	5.20	1.70	4.25	1.02	2.85	1.31	0.54	-0.27	4	2																												
Auto	car	vehicle	14	0.70	1.00	0.00	1.50	0.69	4.55	0.76	51.85	1.71	3	2																												
Kutsche	carriage	vehicle	2	0.10	3.75	1.77	2.45	0.69	2.80	1.20	3.38	0.53	4	2																												
Katamaran	catamaran	vehicle	1	0.05	5.15	1.81	5.63	1.21	2.00	0.73	0.08	-1.09	9	4																												
Sessellift	chairlift	vehicle	1	0.05	4.95	1.57	4.80	1.47	2.95	1.23	0.02	-1.61	9	3																												
S-Bahn	city train	vehicle	4	0.20	1.10	0.31	4.15	1.53	4.20	1.20	1.55	0.19	5	2																												
Kran	crane	vehicle	1	0.05	5.69	1.54	2.90	1.21	3.00	1.49	2.67	0.43	4	1																												
Kutter	cutter	vehicle	1	0.05	4.55	1.73	4.35	1.23	2.90	1.29	2.10	0.32	4	2																												
Fähre	ferry	vehicle	3	0.15	3.05	1.90	3.90	1.37	3.26	0.93	2.15	0.33	4	2																												
Gabelstapler	forklift truck	vehicle	1	0.05	4.94	1.83	4.80	1.67	2.65	1.27	0.21	-0.67	11	4																												
Kabinenlift	gondola lift	vehicle	1	0.05	4.70	1.89	5.70	1.45	2.42	1.22	0.03	-1.49	11	4																												
Leiterwagen	handcart	vehicle	2	0.10	4.50	1.76	4.79	1.58	2.21	1.23	0.98	-0.01	9	4																												
Hubschrauber	helicopter	vehicle	6	0.30	2.30	1.26	2.65	1.09	3.50	1.15	3.05	0.48	8	3																												
Kajak	kayak	vehicle	1	0.05	5.05	1.64	5.35	1.60	2.65	1.23	0.11	-0.97	5	2																												
LKW	lorry	vehicle	11	0.55	1.35	0.67	2.40	0.99	3.60	1.47	None	None	6	3																												
Moped	moped	vehicle	11	0.55	2.30	1.17	3.55	1.00	2.45	1.15	0.64	-0.20	5	2																												
Omnibus	motor coach	vehicle	1	0.05	1.55	1.15	2.95	1.73	3.45	1.15	4.22	0.63	7	3																												
Motorboot	motorboat	vehicle	1	0.05	2.95	1.28	3.70	1.22	2.95	1.19	1.54	0.19	8	3																												
Motorrad	motorcycle  	vehicle	12	0.60	2.20	1.54	3.25	1.07	3.05	1.36	4.97	0.70	7	3																												
Tretboot	pedal boat	vehicle	1	0.05	4.94	1.66	3.95	1.19	3.10	1.12	0.01	-2.09	7	2																												
Floß	raft	vehicle	1	0.05	5.15	1.95	3.60	0.99	2.45	1.32	2.34	0.37	4	1																												
Draisine	rail trolley	vehicle	3	0.15	5.60	1.40	6.50	1.15	1.74	1.05	0.13	-0.88	7	3																												
Rollschuh	roller blade	vehicle	1	0.05	5.50	1.46	3.55	1.28	2.45	1.19	None	None	5	2																												
Kahn	rowing boat	vehicle	1	0.05	4.40	1.70	3.53	1.31	2.68	1.34	5.16	0.71	3	1																												
Segelschiff	sailing ship	vehicle	1	0.05	3.65	1.93	3.25	0.64	2.65	1.42	1.83	0.26	8	3																												
Laufroller	scooter	vehicle	1	0.05	6.00	1.22	3.67	1.97	2.11	1.10	None	None	7	3																												
Schiff	ship	vehicle	14	0.70	1.20	0.70	1.85	0.59	4.10	0.85	87.83	1.94	3	1																												
Skateboard	skateboard	vehicle	2	0.10	5.47	1.50	5.68	1.95	2.30	1.42	0.06	-1.24	8	2																												
Schlitten	sleigh	vehicle	1	0.05	4.80	1.77	1.80	0.83	3.74	1.15	6.25	0.80	6	2																												
U-Boot	submarine	vehicle	1	0.05	5.74	1.59	3.85	1.73	2.11	1.28	11.22	1.05	4	2																												
Taxi	taxi	vehicle	4	0.20	1.30	0.57	3.40	1.50	3.80	1.20	4.26	0.63	5	2																												
Traktor	tractor	vehicle	3	0.15	3.84	1.83	2.35	0.88	2.75	1.33	3.09	0.49	7	2																												
Zug	train	vehicle	5	0.25	1.10	0.31	1.85	0.75	4.50	0.89	125.30	2.10	3	1																												
Straßenbahn	tram	vehicle	5	0.25	1.35	0.59	3.15	1.42	4.10	1.12	11.04	1.04	10	3																												
Dreirad	tricycle	vehicle	3	0.15	5.11	1.70	1.90	0.72	2.90	1.62	0.27	-0.57	6	2																												
U-Bahn	underground railway	vehicle	5	0.25	1.25	0.72	4.40	1.64	4.05	0.94	1.52	0.18	4	2																												
Yacht	yacht	vehicle	1	0.05	4.10	1.89	5.05	1.39	2.60	1.35	0.68	-0.17	4	1																												
Sessel	armchair	furniture	16	0.80	1.25	0.72	2.20	0.83	4.65	0.67	17.25	1.24	5	2																												
Balkontisch	balcony table	furniture	1	0.05	4.40	1.82	3.45	1.19	3.65	1.31	None	None	9	3																												
Kellerregal	basement shelf	furniture	1	0.05	4.94	1.92	4.10	1.37	3.10	1.37	None	None	9	4																												
Sitzsack	beanbag chair	furniture	1	0.05	5.29	1.49	5.70	1.34	2.20	1.36	0.01	-2.09	6	2																												
Bett	bed	furniture	18	0.90	1.20	0.70	1.25	0.44	5.00	0.00	102.68	2.01	3	1																												
Bettkasten	bed drawer	furniture	1	0.05	4.72	1.84	4.40	1.43	2.60	1.27	0.13	-0.88	9	3																												
Nachtschrank	bedside cabinet	furniture	3	0.15	2.50	1.47	3.20	1.20	4.00	1.12	0.08	-1.09	9	2																												
Nachttisch	bedside table	furniture	1	0.05	2.35	1.60	2.85	0.81	3.70	1.03	2.09	0.32	7	2																												
Bank	bench	furniture	6	0.30	3.32	1.73	1.85	0.67	4.20	0.95	84.73	1.93	4	1																												
Bücherschrank	bookcase	furniture	1	0.05	1.80	1.20	3.35	0.81	4.35	0.99	None	None	9	3																												
Brotschrank	bread cupboard	furniture	1	0.05	4.50	1.91	3.35	1.41	2.83	1.47	0.01	-2.09	9	2																												
Campingstuhl	camping chair	furniture	1	0.05	5.58	1.92	4.15	1.23	3.50	1.32	0.01	-2.09	10	3																												
Stuhl	chair	furniture	17	0.85	1.15	0.49	1.60	0.60	4.80	0.52	50.37	1.70	4	1																												
Liege	chaise longue	furniture	3	0.15	2.85	1.69	3.40	1.54	3.55	1.32	2.17	0.34	4	2																												
Truhe	chest	furniture	1	0.05	2.95	1.79	3.00	1.17	3.15	1.23	3.59	0.55	4	2																												
Kommode	chest of drawers	furniture	11	0.55	1.65	0.99	4.00	1.17	3.20	1.36	3.28	0.52	6	3																												
Couchtisch	coffee table	furniture	1	0.05	1.75	0.97	4.15	1.35	3.60	1.19	0.18	-0.75	6	2																												
Couch	couch	furniture	4	0.20	1.33	0.77	3.00	1.45	4.65	0.67	2.62	0.42	3	1																												
Wiege	cradle	furniture	2	0.10	4.21	1.87	2.40	0.88	3.25	1.33	5.85	0.77	4	2																												
Schrank	cupboard	furniture	20	1.00	1.15	0.49	1.95	0.51	4.55	0.83	15.98	1.20	5	1																												
Liegestuhl	deckchair	furniture	1	0.05	3.11	1.45	3.30	1.30	4.15	0.88	1.92	0.28	8	3																												
Schreibtisch	desk	furniture	5	0.25	1.60	1.14	3.20	1.15	4.95	0.22	22.68	1.36	7	2																												
Schreibtischstuhl	desk chair	furniture	1	0.05	1.85	1.18	3.65	1.42	4.55	0.83	0.16	-0.79	11	3																												
Esstisch	dining table	furniture	1	0.05	1.35	0.75	2.95	1.15	4.16	1.01	None	None	5	2																												
Vitrine	display cabinet	furniture	2	0.10	2.00	1.12	4.30	1.30	3.50	1.43	1.54	0.19	7	3																												
Schminktisch	dressing table	furniture	1	0.05	4.10	1.94	5.45	1.50	2.25	1.25	0.10	-1.01	8	2																												
Aktenschrank	filing cabinet	furniture	1	0.05	3.60	1.73	4.95	1.76	3.85	0.99	0.32	-0.50	10	3																												
Einbauschrank	fitted cupboard	furniture	1	0.05	2.65	1.57	5.20	1.40	3.05	1.32	0.06	-1.24	9	3																												
Blumenständer	flower stand	furniture	1	0.05	4.22	1.56	3.63	1.21	2.05	0.83	0.09	-1.05	12	4																												
Klapptisch	folding table	furniture	1	0.05	4.10	1.37	3.35	1.09	3.85	1.35	0.21	-0.67	7	2																												
Gartenstuhl	garden chair	furniture	1	0.05	4.10	1.74	3.25	0.97	3.95	0.89	0.39	-0.41	10	3																												
Küchentisch	kitchen table	furniture	2	0.10	1.40	0.94	2.35	0.75	4.85	0.49	2.23	0.35	8	3																												
Wäschetruhe	linen chest	furniture	2	0.10	3.89	1.88	4.25	1.59	3.15	1.23	0.04	-1.39	8	4																												
Wäscheschrank	linen cupboard	furniture	1	0.05	2.35	1.90	3.10	1.02	3.90	1.33	0.42	-0.38	9	3																												
Zeitungsständer	newspaper rack	furniture	2	0.10	5.06	1.39	4.25	1.33	2.80	1.58	0.06	-1.24	12	4																												
Beistelltisch	occasional table	furniture	3	0.15	2.70	1.78	5.55	1.36	2.75	1.12	0.08	-1.09	9	3																												
Klavierhocker	piano stool	furniture	1	0.05	3.42	1.74	4.16	1.34	2.75	1.33	0.03	-1.49	10	4																												
Schaukelstuhl	rocking chair	furniture	2	0.10	2.75	1.86	2.85	0.88	3.90	1.02	1.07	0.03	9	3																												
Safe	safe	furniture	1	0.05	6.13	1.26	4.85	1.53	2.30	1.22	0.59	-0.23	3	1																												
Sitzecke	seating area	furniture	1	0.05	2.40	1.79	3.75	1.62	3.30	1.03	0.49	-0.31	6	3																												
Regal	shelf	furniture	18	0.90	1.95	1.61	2.25	0.72	4.95	0.22	6.52	0.81	5	2																												
Schuhschrank	shoe cupboard	furniture	1	0.05	3.05	1.50	3.25	1.16	3.11	1.49	0.04	-1.39	7	2																												
Anrichte	sideboard	furniture	2	0.10	2.70	1.53	4.95	1.61	2.25	1.33	1.46	0.16	7	3																												
Spültisch	sink unit	furniture	1	0.05	4.00	1.68	4.95	1.75	2.85	1.60	0.27	-0.57	7	2																												
Sofa	sofa	furniture	14	0.70	1.20	0.70	2.25	1.16	4.80	0.52	10.86	1.04	4	2																												
Hocker	stool	furniture	13	0.65	2.20	1.15	3.05	1.43	3.35	1.18	2.02	0.31	4	2																												
Tisch	table	furniture	19	0.95	1.45	1.47	1.35	0.59	4.95	0.22	139.33	2.14	3	1																												
TV-Schrank	TV cabinet	furniture	1	0.05	3.35	1.63	5.00	1.70	2.70	1.34	None	None	9	3																												
Regenschirmhalter	umbrella holder	furniture	1	0.05	5.94	1.18	4.17	1.34	2.11	0.90	None	None	14	5																												
Hängeschrank	wall cupboard	furniture	1	0.05	2.50	1.40	3.75	0.79	4.20	1.11	0.08	-1.09	9	3																												
Ohrensessel	wing chair	furniture	1	0.05	2.42	1.98	5.44	1.54	2.65	1.35	0.29	-0.53	9	4																												
Akkordeon	accordion	musical instrument	8	0.40	2.30	1.30	3.55	1.15	2.95	0.94	0.64	-0.20	8	4																												
Balalaika	balalaika	musical instrument	1	0.05	4.47	1.78	5.53	1.12	1.63	0.76	0.10	-1.01	8	4																												
Blechtrommel	tin drum	musical instrument	1	0.05	3.89	1.79	3.60	1.19	2.05	0.94	0.73	-0.14	10	3																												
Bongo	bongo drums	musical instrument	1	0.05	4.50	1.75	6.12	1.11	1.74	1.10	0.43	-0.37	5	2																												
Bratsche	viola	musical instrument	10	0.40	3.05	1.36	4.95	1.43	2.32	1.29	0.83	-0.08	5	2																												
Cello	cello	musical instrument	14	0.70	2.30	1.34	5.00	1.45	2.95	1.36	1.01	0.01	4	2																												
Cembalo	harpsichord	musical instrument	1	0.05	3.00	1.75	5.67	1.37	1.85	1.14	0.93	-0.03	7	3																												
Dudelsack	bagpipes	musical instrument	5	0.25	3.85	1.84	4.40	1.31	2.20	1.20	0.67	-0.17	8	3																												
E-Gitarre	electric guitar	musical instrument	1	0.05	2.35	1.27	5.30	1.13	2.70	1.30	0.02	-1.79	7	4																												
Fagott	bassoon	musical instrument	5	0.25	3.35	1.90	5.45	1.36	2.10	1.12	0.92	-0.04	5	2																												
Fanfare	fanfare	musical instrument	1	0.05	4.26	1.56	5.22	1.31	2.10	1.21	1.45	0.16	7	3																												
Flöte	flute	musical instrument	13	0.65	1.25	0.55	2.85	1.04	3.60	0.94	4.43	0.65	5	2																												
Geige	violin	musical instrument	24	0.85	1.10	0.31	3.75	0.97	2.80	1.24	7.01	0.85	4	2																												
Gitarre	guitar	musical instrument	17	0.85	1.30	0.80	2.50	0.69	4.00	1.21	2.60	0.41	6	3																												
Harfe	harp	musical instrument	10	0.50	2.65	1.50	4.80	1.58	2.90	1.29	1.77	0.25	5	2																												
Kastagnette	castanets	musical instrument	1	0.05	5.06	1.14	5.63	1.38	1.95	1.18	0.38	-0.42	10	4																												
Keyboard	keyboard	musical instrument	9	0.45	3.11	1.41	5.10	1.86	2.95	1.43	0.46	-0.34	6	2																												
Klarinette	clarinet	musical instrument	10	0.50	2.25	1.25	5.20	1.32	2.80	1.36	1.40	0.15	9	4																												
Klavier	piano 	musical instrument	18	0.90	1.10	0.31	2.80	0.83	3.65	1.31	12.32	1.09	6	2																												
Kontrabass	double bass	musical instrument	8	0.40	2.85	1.66	4.55	1.43	3.00	1.08	0.02	-1.61	9	3																												
Leier	lyre	musical instrument	1	0.05	5.30	1.81	5.28	1.56	1.95	0.76	1.10	0.04	3	2																												
Mandoline	mandolin	musical instrument	5	0.25	3.65	1.90	5.32	1.73	2.05	1.10	0.75	-0.12	9	4																												
Mundharmonika	harmonica	musical instrument	8	0.40	3.40	1.67	3.05	1.10	3.05	1.05	1.36	0.13	13	5																												
Oboe	oboe	musical instrument	12	0.60	2.65	1.27	5.35	1.35	2.45	1.23	1.02	0.01	4	3																												
Orgel	organ	musical instrument	10	0.50	1.95	1.50	4.65	1.31	3.05	1.28	10.14	1.01	5	2																												
Panflöte	panpipes	musical instrument	1	0.05	3.00	1.45	4.80	1.54	2.15	1.09	0.14	-0.86	8	3																												
Pauke	kettledrum	musical instrument	7	0.35	2.35	1.46	4.20	1.44	2.20	1.15	2.95	0.47	4	2																												
Piccoloflöte	piccolo	musical instrument	1	0.05	3.50	1.96	5.47	1.50	2.50	1.29	0.03	-1.49	11	5																												
Posaune	trombone	musical instrument	12	0.60	2.25	1.52	4.10	1.21	2.50	1.19	2.49	0.40	6	3																												
