german	translation	semantic.category	examplar.nb	exemplar.per	typicality.m	typicality.sd	AoA	AoA.sd	familiarity	familiarity.sd	freq.permill	freq.log	length.phonemes	length.syllabales
Krokodil	crocodile	animal	11	0.55	2.45	1.90	2.95	1.43	2.75	1.37	3.06	0.49	8	3																												
Hund	dog	animal	19	0.95	1.20	0.89	1.40	0.60	4.15	0.99	59.64	1.78	4	1																												
Delphin	dolphin	animal	6	0.30	1.70	1.17	3.65	1.63	2.95	1.05	5.62	0.75	6	2																												
Libelle	dragonfly	animal	4	0.20	3.58	1.64	3.85	1.57	3.15	1.39	1.81	0.26	6	3																												
Dromedar	dromedary	animal	1	0.05	3.50	1.67	4.35	1.42	2.05	0.94	0.26	-0.58	7	3																												
Ente	duck	animal	5	0.25	1.30	0.66	1.80	0.62	3.85	1.14	5.40	0.73	4	2																												
Regenwurm	earthworm	animal	1	0.05	3.05	1.88	2.45	0.60	3.30	1.30	2.07	0.32	9	3																												
Aal	eel	animal	1	0.05	2.79	1.87	3.05	1.10	3.00	1.17	3.20	0.50	2	1																												
Elefant	elephant	animal	11	0.55	1.15	0.67	2.05	0.76	3.65	1.04	10.28	1.01	7	3																												
Elch	elk	animal	2	0.10	2.35	1.31	3.95	1.10	2.90	1.25	0.56	-0.25	3	1																												
Frettchen	ferret	animal	2	0.10	3.79	1.93	4.60	1.39	1.85	0.93	0.09	-1.05	7	2																												
Fisch	fish	animal	13	0.65	1.42	0.90	1.50	0.51	4.55	0.76	42.66	1.63	3	1																												
Fuchs	fox	animal	13	0.65	1.75	1.41	2.15	0.67	3.10	1.41	12.57	1.10	4	1																												
Frosch	frog	animal	8	0.40	2.15	1.57	2.05	0.83	3.40	1.43	6.65	0.82	4	1																												
Kreuzspinne	garden spider	animal	1	0.05	4.45	1.93	3.80	1.40	2.85	1.23	0.21	-0.67	9	3																												
Gazelle	gazelle	animal	2	0.10	3.10	1.77	4.80	1.01	2.42	1.30	0.69	-0.16	6	3																												
Giraffe	giraffe	animal	12	0.60	1.60	1.05	2.35	0.81	3.00	1.17	0.95	-0.02	6	3																												
Ziege	goat	animal	12	0.60	1.85	1.27	2.00	0.56	3.45	1.05	5.98	0.78	4	2																												
Gans	goose	animal	4	0.20	1.20	0.41	1.90	0.64	3.85	1.14	9.64	0.98	4	1																												
Meerschweinchen	guinea pig	animal	8	0.40	2.55	1.61	2.75	0.72	3.55	1.28	1.23	0.09	10	3																												
Hamster	hamster	animal	8	0.40	1.90	1.29	2.75	0.97	3.05	1.15	1.09	0.04	6	2																												
Hase	hare	animal	11	0.55	1.35	0.93	1.70	0.66	3.80	1.15	8.22	0.91	4	2																												
Igel	hedgehog	animal	8	0.40	1.95	1.23	1.95	0.51	3.50	1.10	2.16	0.33	4	2																												
Nilpferd	hippopotamus	animal	8	0.40	2.70	1.34	3.60	1.27	2.40	1.31	0.83	-0.08	7	2																												
Pferd	horse	animal	15	0.75	1.05	0.22	1.75	0.55	3.20	1.40	76.31	1.88	4	1																												
Buckelwal	humpback whale	animal	1	0.05	3.60	1.98	4.90	1.55	2.21	0.92	0.02	-1.79	8	3																												
Steinbock	ibex	animal	1	0.05	2.90	1.68	4.45	1.61	2.55	1.23	0.88	-0.05	7	2																												
Leguan	iguana	animal	1	0.05	3.56	1.85	4.75	1.41	2.10	1.12	0.32	-0.50	6	3																												
Känguru	kangaroo	animal	7	0.35	2.50	1.57	3.60	1.39	2.80	1.01	0.02	-1.61	7	3																												
Marienkäfer	ladybird	animal	1	0.05	2.70	1.49	2.05	0.76	3.85	1.04	0.31	-0.51	10	5																												
Leopard	leopard	animal	6	0.30	2.20	1.44	3.70	1.56	2.75	1.25	1.70	0.23	7	3																												
Löwe	lion	animal	14	0.70	1.20	0.70	2.15	0.67	3.50	1.36	15.72	1.20	4	2																												
Eidechse	lizard	animal	6	0.30	3.20	1.64	3.15	0.93	2.90	1.33	2.58	0.41	6	3																												
Lama	llama	animal	4	0.20	2.80	1.61	3.85	1.73	2.40	1.10	1.10	0.04	4	2																												
Luchs	lynx	animal	9	0.45	3.05	1.85	4.10	1.52	2.50	1.05	0.96	-0.02	4	1																												
Murmeltier	marmot	animal	3	0.15	3.30	1.63	4.40	1.67	2.15	0.93	0.66	-0.18	9	3																												
Marder	marten	animal	7	0.35	2.90	1.83	3.75	1.33	2.37	0.96	0.63	-0.20	5	2																												
Milbe	mite	animal	1	0.05	6.00	1.56	5.95	1.10	2.30	1.08	0.74	-0.13	5	2																												
Maulwurf	mole	animal	3	0.15	3.00	1.89	2.50	0.69	3.45	1.05	2.32	0.37	7	2																												
Affe	monkey	animal	9	0.45	1.20	0.70	1.80	0.52	3.70	1.17	10.37	1.02	3	2																												
Maus	mouse	animal	16	0.80	1.95	1.61	1.55	0.51	3.45	1.32	10.57	1.02	3	1																												
Miesmuschel	mussel	animal	1	0.05	4.89	1.91	5.26	1.45	2.90	1.07	0.31	-0.51	8	3																												
Papagei	parrot	animal	1	0.05	2.25	1.37	2.45	0.69	2.75	1.16	3.45	0.54	6	3																												
Pinguin	penguin	animal	4	0.20	2.40	1.47	3.10	1.07	2.80	1.15	0.68	-0.17	7	3																												
Schwein	pig	animal	13	0.65	1.20	0.70	1.80	0.52	3.65	1.42	18.36	1.26	4	1																												
Hecht	pike	animal	2	0.10	3.21	1.81	3.45	0.83	3.05	1.23	3.25	0.51	4	1																												
Eisbär	polar bear	animal	3	0.15	1.90	1.21	2.75	1.16	3.20	1.24	0.58	-0.24	5	2																												
Iltis	polecat	animal	2	0.10	3.30	1.81	4.32	1.29	2.35	1.18	0.70	-0.15	5	2																												
Pony	pony	animal	1	0.05	2.10	1.25	1.95	0.69	3.26	1.28	1.49	0.17	4	2																												
Ratte	rat	animal	13	0.65	2.55	1.90	2.80	0.62	3.00	1.30	8.42	0.93	4	2																												
Rentier	reindeer	animal	1	0.05	2.70	1.69	3.90	1.41	2.40	1.10	1.89	0.28	6	2																												
Nashorn	rhinoceros	animal	8	0.40	2.20	1.44	3.55	1.54	2.90	1.21	1.70	0.23	7	2																												
Hornkäfer	rhinocerous horn beetle	animal	1	0.05	5.00	1.63	5.53	1.22	1.67	0.84	0.01	-2.09	8	3																												
Flusspferd	river horse	animal	1	0.05	2.90	1.59	3.90	1.25	2.40	1.19	None	None	8	2																												
Reh	roe deer	animal	11	0.55	1.65	1.04	2.30	0.80	3.55	1.15	3.01	0.48	2	1																												
Lachs	salmon	animal	1	0.05	3.05	1.93	3.95	1.39	4.25	0.55	2.25	0.35	4	1																												
Echse	saurian	animal	2	0.10	3.30	1.87	4.50	1.54	2.85	1.31	0.74	-0.13	4	2																												
Schildlaus	scale insect	animal	1	0.05	5.61	1.42	5.84	1.12	2.00	1.20	0.38	-0.42	7	2																												
Muschel	sea shell	animal	1	0.05	4.65	1.98	2.50	0.76	3.90	1.17	7.15	0.85	5	2																												
Seepferdchen	seahorse	animal	1	0.05	3.75	1.68	3.25	1.07	2.40	1.19	0.29	-0.54	9	3																												
Seehund	seal	animal	5	0.15	2.90	1.89	3.60	0.99	2.30	1.26	0.89	-0.05	6	2																												
Schaf	sheep	animal	11	0.55	1.25	0.55	2.00	0.56	3.50	1.15	10.38	1.02	3	1																												
Schnecke	snail	animal	5	0.25	2.80	1.96	2.05	0.60	3.55	1.19	9.29	0.97	5	2																												
Schlange	snake	animal	12	0.60	2.30	1.66	2.00	0.65	2.95	1.19	13.96	1.14	5	2																												
Spinne	spider	animal	6	0.30	2.50	1.85	2.15	0.67	3.60	1.05	6.31	0.80	5	2																												
Eichhörnchen	squirrel	animal	7	0.35	1.80	1.06	2.60	0.68	3.55	1.23	2.48	0.39	9	3																												
Hirsch	stag / deer	animal	9	0.45	1.60	0.99	2.85	0.81	2.95	1.47	11.00	1.04	4	1																												
Seestern	starfish	animal	2	0.10	5.25	1.83	4.10	1.12	2.50	1.15	1.11	0.05	7	2																												
Stabheuschrecke	stick insect	animal	1	0.05	5.38	1.67	5.56	1.36	2.12	1.17	0.12	-0.91	11	4																												
Tarantel	tarantula	animal	1	0.05	4.58	1.84	5.50	1.19	1.75	0.72	0.25	-0.60	8	3																												
Zecke	tick	animal	1	0.05	5.42	1.92	4.80	1.40	3.85	1.04	0.54	-0.27	4	2																												
Tiger	tiger	animal	11	0.55	1.65	1.09	2.65	1.39	3.05	1.36	7.85	0.89	4	2																												
Schildkröte	tortoise	animal	6	0.30	2.90	1.77	2.60	0.99	3.25	1.07	2.84	0.45	9	3																												
Pute	turkey	animal	1	0.05	2.60	1.47	3.80	1.28	3.55	0.83	0.56	-0.25	4	2																												
Warzenschwein	warthog	animal	1	0.05	3.20	1.74	3.90	1.48	1.95	0.94	0.13	-0.88	10	3																												
Wespe	wasp	animal	5	0.25	3.21	1.90	2.35	0.67	4.30	0.80	1.98	0.30	5	2																												
Wasserbüffel	water buffalo	animal	1	0.05	3.50	1.93	5.00	1.26	2.10	1.25	0.06	-1.24	9	4																												
Wal	whale	animal	8	0.40	2.65	1.57	2.75	1.02	2.65	1.14	2.19	0.34	3	1																												
Wildschwein	wild boar	animal	4	0.20	1.80	1.15	2.90	0.79	3.00	1.30	1.29	0.11	8	2																												
Wildkatze	wild cat	animal	1	0.05	2.90	1.97	4.10	1.45	2.60	1.19	0.50	-0.30	8	3																												
Wolf	wolf	animal	12	0.60	1.60	1.31	2.05	0.83	3.15	1.23	19.33	1.29	4	1																												
Wurm	worm	animal	2	0.10	3.53	1.71	2.30	1.26	2.90	1.02	9.48	0.98	4	1																												
Zebra	zebra	animal	10	0.50	2.10	1.37	2.50	0.61	3.05	1.00	0.60	-0.22	5	2																												
Albatros	albatross	bird	2	0.10	3.59	1.77	5.35	1.35	2.15	1.23	0.37	-0.43	8	3																												
Schwarzstorch	black stork	bird	1	0.05	3.56	1.92	5.50	1.41	2.21	1.13	0.07	-1.13	10	2																												
Amsel	blackbird	bird	18	0.90	1.20	0.41	2.45	0.83	3.80	1.32	1.52	0.18	5	2																												
Blaumeise	bluetit	bird	2	0.10	1.32	0.82	4.20	1.06	3.00	1.45	0.07	-1.13	7	3																												
Wellensittich	budgerigar	bird	6	0.30	1.85	1.18	3.10	1.12	3.00	1.08	0.81	-0.09	10	4																												
Bussard	buzzard	bird	14	0.70	2.00	1.34	3.95	1.32	2.45	1.19	0.57	-0.24	6	2																												
Kanarienvogel	canary	bird	3	0.15	2.05	1.32	4.10	1.37	2.80	1.20	1.46	0.17	12	6																												
Buchfink	chaffinch	bird	2	0.10	2.40	1.73	4.40	1.60	2.25	0.79	0.20	-0.71	7	2																												
Huhn	chicken	bird	9	0.45	2.45	1.88	2.05	0.60	4.15	0.99	11.90	1.08	3	1																												
Nymphensittich	cockateel	bird	1	0.05	3.53	1.98	5.17	1.47	2.35	1.14	0.02	-1.79	11	4																												
Mäusebussard	common buzzard	bird	2	0.10	2.75	1.65	5.05	1.10	2.40	1.50	None	None	10	4																												
Kranich	crane	bird	7	0.35	2.95	1.76	4.60	0.94	2.85	1.50	0.69	-0.16	6	2																												
Krähe	crow	bird	8	0.40	1.85	1.66	2.75	0.91	3.00	1.49	3.16	0.50	4	2																												
Kuckuck	cuckoo	bird	11	0.55	2.05	1.54	2.05	0.76	3.00	1.38	2.25	0.35	5	2																												
Taube	dove	bird	15	0.75	1.65	1.18	2.40	0.68	3.60	1.19	8.73	0.94	4	2																												
Ente	duck	bird	9	0.45	2.10	1.74	1.60	0.60	4.25	0.85	5.40	0.73	4	2																												
Adler	eagle	bird	14	0.70	1.70	1.22	3.30	1.30	3.15	1.18	17.13	1.23	4	2																												
Uhu	eagle owl	bird	7	0.35	2.95	1.93	2.20	1.24	2.84	1.07	1.00	0.00	3	2																												
Fink	finch	bird	17	0.85	1.70	0.98	3.25	1.48	2.60	1.10	2.04	0.31	4	1																												
Flamingo	flamingo	bird	4	0.20	3.15	1.76	4.65	1.23	2.35	1.27	0.37	-0.43	8	3																												
Steinadler	golden eagle	bird	1	0.05	2.45	1.47	4.84	1.38	2.25	0.97	0.11	-0.94	8	3																												
Goldkehlchen	goldenthroat	bird	1	0.05	2.47	1.43	5.26	1.37	1.89	1.18	0.01	-2.09	10	3																												
Stieglitz	goldfinch	bird	4	0.20	2.61	1.85	5.53	1.42	2.06	1.12	0.52	-0.29	7	2																												
Gans	goose 	bird	9	0.45	2.35	1.84	1.75	0.72	2.95	1.32	9.64	0.98	4	1																												
Habicht	goshawk	bird	10	0.50	2.45	1.76	4.35	1.04	2.70	1.42	1.77	0.25	6	2																												
Graugans	graylag goose	bird	1	0.05	3.30	1.95	4.41	1.54	2.10	0.97	0.46	-0.34	7	2																												
Haubentaucher	great crested grebe	bird	2	0.10	2.95	1.96	5.05	1.28	2.30	1.26	0.22	-0.66	9	4																												
Kohlmeise	great tit	bird	4	0.20	1.30	0.80	4.15	1.73	2.40	1.05	0.03	-1.49	7	3																												
Grünspecht	green woodpecker	bird	1	0.05	2.60	1.67	4.17	1.34	1.85	0.88	0.11	-0.94	9	2																												
Grünfink	greenfinch	bird	4	0.20	2.75	1.74	5.15	1.39	2.30	1.26	0.04	-1.39	8	2																												
Falke	hawk	bird	9	0.45	2.45	1.50	3.80	1.36	2.85	1.18	2.20	0.34	5	2																												
Reiher	heron	bird	8	0.40	3.05	1.73	4.21	1.72	2.55	1.23	1.19	0.07	3	2																												
Nebelkrähe	hooded crow	bird	1	0.05	3.00	1.84	4.85	1.50	2.05	1.23	0.14	-0.86	9	4																												
Kolibri	hummingbird	bird	5	0.25	3.00	1.56	4.90	1.17	2.65	1.14	0.59	-0.23	7	3																												
Eichelhäher	jay	bird	5	0.25	2.37	1.64	5.16	1.38	2.53	1.35	0.28	-0.56	7	4																												
Turmfalke	kestrel	bird	1	0.05	2.90	1.71	5.30	1.26	2.15	1.14	0.09	-1.05	9	3																												
Eisvogel	kingfisher	bird	4	0.20	3.16	1.98	5.17	1.76	2.16	0.90	0.40	-0.40	7	3																												
Elster	magpie	bird	15	0.75	1.32	0.67	3.75	0.97	3.20	1.44	1.70	0.23	5	2																												
Flugente	muscovy duck	bird	1	0.05	3.60	1.82	4.50	1.61	2.50	1.36	0.02	-1.79	8	3																												
Nachtigall	nightingale	bird	8	0.40	1.45	1.00	3.90	0.97	2.80	1.15	2.93	0.47	8	3																												
Eule	owl	bird	13	0.65	2.30	1.53	2.75	1.02	3.00	1.56	3.32	0.52	3	2																												
Sittich	parakeet	bird	1	0.05	2.55	1.73	4.22	1.56	2.65	1.46	0.35	-0.45	5	2																												
Papagei 	parrot	bird	9	0.45	2.40	1.57	2.60	1.10	2.75	0.97	3.45	0.54	6	3																												
Pfau	peacock	bird	4	0.20	3.00	1.59	3.80	1.15	3.05	1.19	1.80	0.25	2	1																												
Pelikan	pelican	bird	5	0.25	3.00	1.81	3.90	1.41	2.45	1.00	0.70	-0.15	7	3																												
Fasan	pheasant	bird	5	0.25	3.05	1.79	4.65	1.42	2.80	1.06	1.50	0.17	5	2																												
Rabe	raven	bird	9	0.45	2.25	1.77	3.00	0.79	3.40	1.19	4.31	0.63	4	2																												
Rotkehlchen	robin	bird	11	0.55	1.55	0.94	3.15	0.81	3.30	1.22	0.47	-0.33	9	3																												
Käuzchen	screech owl	bird	2	0.10	3.25	1.86	4.90	1.62	2.63	1.30	None	None	6	2																												
Seeadler	sea eagle	bird	1	0.05	2.75	1.71	4.70	1.22	2.60	1.27	0.73	-0.14	6	3																												
Möwe	seagull	bird	8	0.40	1.55	1.00	2.60	0.99	3.40	0.99	3.08	0.49	4	2																												
Zeisig	siskin	bird	1	0.05	2.56	1.79	5.39	1.33	2.41	1.12	0.37	-0.43	5	2																												
Spatz	sparrow	bird	11	0.55	1.25	0.79	2.55	0.94	4.05	0.94	2.62	0.42	4	1																												
Sperber	sparrowhawk	bird	3	0.15	2.67	1.78	5.53	1.07	2.39	1.33	0.74	-0.13	6	2																												
Buntspecht	spotted woodpecker	bird	2	0.10	1.60	0.88	3.65	1.18	3.00	1.41	0.25	-0.60	9	2																												
Storch	stork	bird	12	0.60	2.25	1.59	2.10	0.79	3.35	1.23	2.89	0.46	5	1																												
Schwan	swan	bird	8	0.40	2.35	1.76	2.05	0.89	3.55	1.05	3.47	0.54	4	1																												
Mauersegler	swift	bird	3	0.15	2.60	1.47	5.47	1.31	2.37	0.90	0.23	-0.64	8	4																												
Drossel	thrush	bird	17	0.85	1.83	1.15	3.85	1.04	2.95	1.43	0.70	-0.15	6	2																												
Meise	tit	bird	11	0.55	1.15	0.49	3.25	0.72	3.30	1.45	0.82	-0.09	4	2																												
Pute	turkey	bird	1	0.05	3.20	1.88	3.40	0.94	3.35	1.23	0.56	-0.25	4	2																												
Geier	vulture	bird	11	0.55	2.58	1.74	3.80	0.95	2.50	1.19	2.02	0.31	3	2																												
Bachstelze	wagtail	bird	4	0.20	2.70	1.72	5.21	1.23	2.35	1.27	0.18	-0.75	9	3																												
Weißstorch	white stork	bird	1	0.05	2.63	1.92	5.15	1.76	2.30	1.17	None	None	8	2																												
Wildente	wild duck	bird	1	0.05	3.05	1.87	4.75	1.37	2.55	1.36	0.59	-0.23	8	3																												
Auerhahn	wood grouse	bird	1	0.05	3.40	1.96	4.89	1.37	1.75	0.79	0.58	-0.24	5	3																												
Specht	woodpecker	bird	10	0.50	1.35	0.59	2.65	0.99	3.16	1.21	2.24	0.35	5	1																												
Zaunkönig	wren	bird	3	0.15	2.32	1.63	4.15	1.46	2.15	1.04	0.32	-0.50	8	3																												
Spargel	asparagus	vegetable	14	0.70	1.60	1.14	3.60	1.70	4.10	0.91	2.66	0.42	7	2																												
Aubergine	aubergine	vegetable	10	0.50	2.50	1.47	5.95	1.35	3.40	1.23	0.26	-0.58	8	4																												
Avocado	avocado	vegetable	2	0.10	3.39	1.85	5.89	1.57	3.50	1.19	0.06	-1.24	7	4																												
Bohne	bean	vegetable	13	0.65	2.15	1.69	2.75	1.07	3.55	1.36	6.27	0.80	4	2																												
Fleischtomate	beef tomato	vegetable	1	0.05	2.25	1.37	5.53	1.95	3.95	1.15	0.02	-1.61	10	4																												
Rote Beete	beetroot	vegetable	3	0.15	2.35	1.46	3.45	1.39	3.30	1.45	0.00	0.00	8	4																												
Brokkoli	broccoli	vegetable	13	0.65	1.70	1.03	5.53	1.98	4.20	0.83	0.17	-0.77	7	3																												
Rosenkohl	Brussels sprouts	vegetable	7	0.35	1.45	0.94	3.20	1.28	4.15	0.88	0.87	-0.06	8	3																												
Mohrrübe	carrot	vegetable	19	0.95	1.15	0.49	2.25	0.79	4.15	1.09	1.50	0.18	7	3																												
Blumenkohl	cauliflower	vegetable	13	0.65	1.35	0.75	2.85	1.18	4.20	0.77	2.51	0.40	9	3																												
Knollensellerie	celeriac	vegetable	1	0.05	3.05	1.90	5.75	1.52	2.55	1.36	0.17	-0.77	12	5																												
Sellerie	celery	vegetable	10	0.50	2.45	1.61	3.90	1.21	3.15	1.27	1.77	0.25	6	3																												
Kirschtomate	cherry tomato	vegetable	1	0.05	2.78	1.99	6.11	1.37	3.63	1.01	None	None	10	4																												
Chicoree	chicory	vegetable	3	0.15	2.40	1.64	5.89	1.41	3.58	1.46	0.03	-1.49	6	3																												
Peperoni	chilli	vegetable	1	0.05	3.63	1.92	5.35	1.53	3.45	1.23	0.04	-1.39	8	4																												
Chilischote	chilli pepper	vegetable	1	0.05	4.06	1.86	5.50	1.41	3.10	1.21	0.01	-2.09	8	4																												
Chinakohl	Chinese cabbage	vegetable	1	0.05	3.00	1.97	5.74	1.48	2.70	1.42	0.48	-0.32	7	3																												
Cocktailtomate	cocktail tomato	vegetable	1	0.05	2.70	1.75	6.30	1.13	3.95	1.32	None	None	12	5																												
Zucchini	courgette	vegetable	13	0.65	2.00	1.30	5.95	1.54	3.80	1.11	0.01	-2.09	6	3																												
Gurke	cucumber	vegetable	20	1.00	1.10	0.31	2.20	0.70	4.45	0.94	4.41	0.64	5	2																												
Fenchel	fennel	vegetable	6	0.30	3.59	1.70	5.15	2.11	2.85	1.39	1.23	0.09	6	2																												
Ingwer	ginger	vegetable	1	0.05	3.94	1.95	6.16	1.26	3.55	1.39	0.61	-0.21	4	2																												
Grünkohl	green cabbage	vegetable	2	0.10	1.95	1.50	4.30	1.45	3.20	1.32	0.56	-0.25	7	2																												
Eisbergsalat	iceberg lettuce	vegetable	2	0.10	2.75	1.65	5.56	1.69	3.90	0.91	None	None	11	4																												
Kidneybohne	kidney bean	vegetable	1	0.05	4.25	1.89	5.88	1.50	2.90	1.21	None	None	9	4																												
Kohlrabi	kohlrabi	vegetable	14	0.70	1.80	1.32	2.85	0.81	3.75	0.97	1.19	0.08	7	3																												
Feldsalat	lamb's lettuce	vegetable	2	0.10	2.65	1.53	4.10	1.80	4.15	1.04	0.38	-0.42	9	3																												
Blattsalat	leaf salad	vegetable	3	0.15	2.35	1.81	4.15	1.79	4.00	1.17	0.15	-0.83	9	3																												
Porree	leek	vegetable	11	0.55	2.15	1.39	3.50	1.19	3.60	1.35	0.92	-0.04	4	2																												
Salat	lettuce	vegetable	8	0.40	2.25	1.71	2.35	1.04	4.50	0.83	8.48	0.93	5	2																												
Olive	olive	vegetable	1	0.05	3.39	1.79	5.63	1.74	4.10	1.02	1.68	0.23	5	3																												
Zwiebel	onion	vegetable	11	0.55	1.75	1.29	2.20	0.52	4.55	0.69	10.50	1.02	6	2																												
Erbse	pea	vegetable	12	0.60	1.75	1.21	2.10	0.55	4.20	0.89	4.97	0.70	5	2																												
Paprika	pepper	vegetable	15	0.75	1.65	0.99	3.90	1.80	4.45	0.69	2.81	0.45	7	3																												
Kartoffel	potato	vegetable	10	0.50	1.37	1.38	1.95	0.60	4.70	0.47	23.81	1.38	8	3																												
Kürbis	pumpkin	vegetable	7	0.35	2.74	1.82	3.15	1.31	3.55	1.19	1.39	0.14	6	2																												
Radieschen	radish	vegetable	10	0.50	1.80	1.15	2.80	1.11	3.80	1.01	1.10	0.04	8	3																												
Rotkohl	red cabbage	vegetable	5	0.25	1.80	1.20	2.85	1.31	4.20	0.70	0.60	-0.22	6	2																												
Rucola	rocket	vegetable	1	0.05	2.95	1.90	6.18	1.42	3.55	1.23	None	None	6	3																												
Wirsingkohl	savoy cabbage	vegetable	2	0.10	2.25	1.71	4.53	1.65	3.10	1.25	0.35	-0.45	9	3																												
Schalotte	shallot	vegetable	2	0.10	2.84	1.71	6.17	1.29	3.26	1.24	0.19	-0.73	6	3																												
Sprosse	shoot	vegetable	1	0.05	4.55	1.88	5.35	1.53	2.68	1.25	2.35	0.37	6	2																												
Sauerampfer	sorrel	vegetable	1	0.05	4.88	1.80	4.26	1.73	2.50	1.24	0.37	-0.43	7	4																												
Spinat	spinach	vegetable	10	0.50	1.80	1.24	2.15	0.81	3.95	1.32	2.62	0.42	6	2																												
Stangensellerie	stalk celery	vegetable	1	0.05	2.74	1.63	5.32	1.67	3.20	1.40	0.03	-1.49	13	5																												
Esskastanie	sweet chestnut	vegetable	1	0.05	4.53	1.81	5.32	1.73	2.70	1.42	None	None	10	4																												
Mais	sweetcorn	vegetable	10	0.50	2.26	1.37	3.15	1.31	3.90	1.02	7.68	0.89	3	1																												
Tomate	tomato	vegetable	17	0.85	1.15	0.49	2.05	0.76	4.55	0.89	6.06	0.78	6	3																												
Strauchtomate	vine tomato	vegetable	1	0.05	2.40	1.43	4.95	1.58	4.15	0.93	None	None	11	4																												
Weißkohl	white cabbage	vegetable	6	0.30	2.15	1.69	3.35	1.39	3.60	1.19	0.87	-0.06	6	2																												
Rettich	white radish	vegetable	9	0.45	2.85	1.81	4.60	1.60	3.30	1.56	1.42	0.15	5	2																												
Apfel	apple	fruit	20	1.00	1.05	0.22	1.75	0.55	4.60	0.99	13.15	1.12	4	2																												
Aprikose	apricot	fruit	16	0.80	1.80	1.11	3.35	1.09	3.95	1.05	1.55	0.19	8	4																												
Banane	banana	fruit	17	0.85	1.25	1.12	2.60	1.35	4.60	0.60	3.26	0.51	6	3																												
Brombeere	blackberry	fruit	10	0.50	2.25	1.37	2.70	0.98	4.05	1.00	0.87	-0.06	8	3																												
Blutorange	blood orange	fruit	1	0.05	2.15	1.23	5.00	1.63	3.60	1.23	0.02	-1.79	10	4																												
Blaubeere	blueberry	fruit	8	0.40	2.10	1.21	2.80	0.95	4.10	1.02	0.20	-0.69	7	3																												
Kirsche	cherry	fruit	16	0.80	1.30	0.73	2.30	0.66	4.35	0.88	3.42	0.53	5	2																												
Clementine	clementine	fruit	4	0.20	2.40	1.23	5.61	2.00	3.60	1.10	0.29	-0.54	10	4																												
Preiselbeere	cranberry	fruit	3	0.15	2.75	1.45	3.95	1.64	3.37	1.26	0.39	-0.41	10	4																												
