word,borrowing,age_oldest,age_youngest,age_oldest_num,age_youngest_num,word,phonology,phonlength,AoA,subtlexzipf,conc,cat,nounornot,verbornot,adjornot,advornot,pronounornot,functionornot,numberornot,pagel_rate
when,5,Proto-Indo-European,Proto-Indo-European,6000,6000,when,wEn,3,4.24,6.34,1.6,Conjunction,0,0,0,0,0,1,0,1.08
what,5,Proto-Indo-European,Proto-Indo-European,6000,6000,what,wQt,3,3.86,6.78,2,Determiner,0,0,0,0,0,1,0,0.69
few,5,Proto-Indo-European,Proto-Indo-European,6000,6000,few,fju,3,6,5.67,2.48,Determiner,0,0,0,0,0,1,0,4.45
this,5,Proto-Indo-European,Proto-Indo-European,6000,6000,this,DIs,3,4.93,6.89,2.14,Determiner,0,0,0,0,0,1,0,2.18
that,5,Proto-Indo-European,Proto-Indo-European,6000,6000,that,D{t,3,5.53,7.19,1.54,Determiner,0,0,0,0,0,1,0,1.88
some,5,Proto-Indo-European,Proto-Indo-European,6000,6000,some,sVm,3,4.85,6.27,2.48,Determiner,0,0,0,0,0,1,0,2.57
many,5,Proto-Indo-European,Proto-Indo-European,6000,6000,many,mEnI,4,4.6,5.87,2.37,Determiner,0,0,0,0,0,1,0,5.6
more,5,Proto-Indo-European,Proto-Indo-European,6000,6000,more,m$R,3,3.78,6.32,2.37,Determiner,0,0,0,0,0,1,0,#N/A
there,5,Proto-Indo-European,Proto-Indo-European,6000,6000,there,D8R,3,5.25,6.72,2.2,Determiner,0,0,0,0,0,1,0,2.94
no,5,Proto-Indo-European,Proto-Indo-European,6000,6000,no,n5,2,2.72,6.5,2.45,Interjection,0,0,0,0,0,0,0,#N/A
not,5,Proto-Indo-European,Proto-Indo-European,6000,6000,not,nQt,3,3.89,6.72,2.08,Not,0,0,0,0,0,0,0,0.82
murder,5,Proto-Indo-European,Proto-Indo-European,6000,6000,murder,m3d@R,5,8.79,4.7,3.61,Noun,1,0,0,0,0,0,0,#N/A
arm,5,Proto-Indo-European,Proto-Indo-European,6000,6000,arm,#m,2,3.26,4.7,4.96,Noun,1,0,0,0,0,0,0,#N/A
daughter,5,Proto-Indo-European,Proto-Indo-European,6000,6000,daughter,d$t@R,5,4.95,4.97,4.79,Noun,1,0,0,0,0,0,0,#N/A
hammer,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hammer,h{m@R,5,5.42,4.66,4.77,Noun,1,0,0,0,0,0,0,#N/A
light,5,Proto-Indo-European,Proto-Indo-European,6000,6000,light,l2t,3,4.05,5.28,4.21,Noun,1,0,0,0,0,0,0,#N/A
ride,5,Proto-Indo-European,Proto-Indo-European,6000,6000,ride,r2d,3,4.67,4.78,3.75,Noun,1,0,0,0,0,0,0,#N/A
udder,5,Proto-Indo-European,Proto-Indo-European,6000,6000,udder,Vd@R,4,7.29,2.74,5,Noun,1,0,0,0,0,0,0,#N/A
word,5,Proto-Indo-European,Proto-Indo-European,6000,6000,word,w3d,3,4.42,5.29,3.56,Noun,1,0,0,0,0,0,0,#N/A
field,5,Proto-Indo-European,Proto-Indo-European,6000,6000,field,fild,4,6.1,4.92,4.26,Noun,1,0,0,0,0,0,0,#N/A
eye,5,Proto-Indo-European,Proto-Indo-European,6000,6000,eye,2,1,3.75,5.13,4.9,Noun,1,0,0,0,0,0,0,0.93
worm,5,Proto-Indo-European,Proto-Indo-European,6000,6000,worm,w3m,3,3.89,3.84,4.9,Noun,1,0,0,0,0,0,0,2.16
ear,5,Proto-Indo-European,Proto-Indo-European,6000,6000,ear,7R,2,3.63,4.41,5,Noun,1,0,0,0,0,0,0,0.88
brother,5,Proto-Indo-European,Proto-Indo-European,6000,6000,brother,brVD@R,6,3.63,5.01,4.43,Noun,1,0,0,0,0,0,0,#N/A
navel,5,Proto-Indo-European,Proto-Indo-European,6000,6000,navel,n1vP,4,9.6,2.77,4.71,Noun,1,0,0,0,0,0,0,#N/A
beaver,5,Proto-Indo-European,Proto-Indo-European,6000,6000,beaver,biv@R,5,5.21,3.5,4.68,Noun,1,0,0,0,0,0,0,#N/A
knee,5,Proto-Indo-European,Proto-Indo-European,6000,6000,knee,ni,2,4.42,4.26,5,Noun,1,0,0,0,0,0,0,#N/A
mast,5,Proto-Indo-European,Proto-Indo-European,6000,6000,mast,m#st,4,10.59,3.51,4.92,Noun,1,0,0,0,0,0,0,#N/A
door,5,Proto-Indo-European,Proto-Indo-European,6000,6000,door,d$R,3,3.05,5.26,4.81,Noun,1,0,0,0,0,0,0,#N/A
row,5,Proto-Indo-European,Proto-Indo-European,6000,6000,row,r5,2,7,4.75,3.93,Noun,1,0,0,0,0,0,0,#N/A
moon,5,Proto-Indo-European,Proto-Indo-European,6000,6000,moon,mun,3,4.83,4.74,4.9,Noun,1,0,0,0,0,0,0,#N/A
fingernail,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fingernail,fINg@n1l,8,4,2.78,4.93,Noun,1,0,0,0,0,0,0,#N/A
fox,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fox,fQks,4,5.02,4.46,4.97,Noun,1,0,0,0,0,0,0,#N/A
wasp,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wasp,wQsp,4,5.58,3.45,4.96,Noun,1,0,0,0,0,0,0,#N/A
food,5,Proto-Indo-European,Proto-Indo-European,6000,6000,food,fud,3,3.25,5.45,4.8,Noun,1,0,0,0,0,0,0,#N/A
nose,5,Proto-Indo-European,Proto-Indo-European,6000,6000,nose,n5z,3,2.95,4.72,4.89,Noun,1,0,0,0,0,0,0,1.49
hundred,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hundred,hVndr@d,7,5.47,4.48,3.2,Noun,1,0,0,0,0,0,0,#N/A
thunder,5,Proto-Indo-European,Proto-Indo-European,6000,6000,thunder,TVnd@R,6,4.89,3.93,4.34,Noun,1,0,0,0,0,0,0,#N/A
middle,5,Proto-Indo-European,Proto-Indo-European,6000,6000,middle,mIdP,4,4.7,5.23,3.69,Noun,1,0,0,0,0,0,0,#N/A
foot,5,Proto-Indo-European,Proto-Indo-European,6000,6000,foot,fUt,3,3.44,4.92,4.9,Noun,1,0,0,0,0,0,0,1.39
sun,5,Proto-Indo-European,Proto-Indo-European,6000,6000,sun,sVn,3,3.4,5.01,4.83,Noun,1,0,0,0,0,0,0,0.98
night,5,Proto-Indo-European,Proto-Indo-European,6000,6000,night,n2t,3,3.61,5.65,4.52,Noun,1,0,0,0,0,0,0,0.76
weather,5,Proto-Indo-European,Proto-Indo-European,6000,6000,weather,wED@R,5,5.94,5.12,3.83,Noun,1,0,0,0,0,0,0,#N/A
tongue,5,Proto-Indo-European,Proto-Indo-European,6000,6000,tongue,tVN,3,4.47,4.36,4.93,Noun,1,0,0,0,0,0,0,0.49
yoke,5,Proto-Indo-European,Proto-Indo-European,6000,6000,yoke,j5k,3,7.94,2.95,4.83,Noun,1,0,0,0,0,0,0,#N/A
ghost,5,Proto-Indo-European,Proto-Indo-European,6000,6000,ghost,g5st,4,5.06,4.24,3.19,Noun,1,0,0,0,0,0,0,#N/A
acorn,5,Proto-Indo-European,Proto-Indo-European,6000,6000,acorn,1k$n,4,5.95,3.13,4.96,Noun,1,0,0,0,0,0,0,#N/A
root,5,Proto-Indo-European,Proto-Indo-European,6000,6000,root,rut,3,5.94,4.13,4.34,Noun,1,0,0,0,0,0,0,1.75
wood,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wood,wUd,3,4.58,4.78,4.85,Noun,1,0,0,0,0,0,0,#N/A
winter,5,Proto-Indo-European,Proto-Indo-European,6000,6000,winter,wInt@R,6,4.38,4.83,3.84,Noun,1,0,0,0,0,0,0,#N/A
end,5,Proto-Indo-European,Proto-Indo-European,6000,6000,end,End,3,4.28,5.77,3.14,Noun,1,0,0,0,0,0,0,#N/A
nut,5,Proto-Indo-European,Proto-Indo-European,6000,6000,nut,nVt,3,5.21,3.99,4.52,Noun,1,0,0,0,0,0,0,#N/A
wool,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wool,wUl,3,8.06,4.11,4.86,Noun,1,0,0,0,0,0,0,#N/A
nit,5,Proto-Indo-European,Proto-Indo-European,6000,6000,nit,nIt,3,8.57,3.12,#N/A,Noun,1,0,0,0,0,0,0,#N/A
beech,5,Proto-Indo-European,Proto-Indo-European,6000,6000,beech,biJ,3,11.69,3.34,3.96,Noun,1,0,0,0,0,0,0,#N/A
salt,5,Proto-Indo-European,Proto-Indo-European,6000,6000,salt,s$lt,4,5.05,4.69,4.89,Noun,1,0,0,0,0,0,0,1.01
goose,5,Proto-Indo-European,Proto-Indo-European,6000,6000,goose,gus,3,5.15,4.03,4.81,Noun,1,0,0,0,0,0,0,#N/A
nest,5,Proto-Indo-European,Proto-Indo-European,6000,6000,nest,nEst,4,5.11,4.4,4.86,Noun,1,0,0,0,0,0,0,#N/A
arrow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,arrow,{r5,3,6.07,3.78,4.97,Noun,1,0,0,0,0,0,0,#N/A
thumb,5,Proto-Indo-European,Proto-Indo-European,6000,6000,thumb,TVm,3,4.42,3.97,4.96,Noun,1,0,0,0,0,0,0,#N/A
hive,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hive,h2v,3,6.89,3.5,4.83,Noun,1,0,0,0,0,0,0,#N/A
scythe,5,Proto-Indo-European,Proto-Indo-European,6000,6000,scythe,s2D,3,11.87,2.7,4.29,Noun,1,0,0,0,0,0,0,#N/A
mind,5,Proto-Indo-European,Proto-Indo-European,6000,6000,mind,m2nd,4,5.37,5.47,2.5,Noun,1,0,0,0,0,0,0,#N/A
cow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,cow,k6,2,3.94,4.44,4.96,Noun,1,0,0,0,0,0,0,#N/A
furrow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,furrow,fVr5,4,13,2.75,#N/A,Noun,1,0,0,0,0,0,0,#N/A
fire,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fire,f2@R,4,3.25,5.18,4.68,Noun,1,0,0,0,0,0,0,1.75
heart,5,Proto-Indo-European,Proto-Indo-European,6000,6000,heart,h#t,3,5.17,5.3,4.52,Noun,1,0,0,0,0,0,0,1.69
flow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,flow,fl5,3,7.4,4.32,3.72,Noun,1,0,0,0,0,0,0,3.4
stream,5,Proto-Indo-European,Proto-Indo-European,6000,6000,stream,strim,5,6.47,4.13,4.5,Noun,1,0,0,0,0,0,0,#N/A
helmet,5,Proto-Indo-European,Proto-Indo-European,6000,6000,helmet,hElmIt,6,5.71,4.08,4.92,Noun,1,0,0,0,0,0,0,#N/A
mouse,5,Proto-Indo-European,Proto-Indo-European,6000,6000,mouse,m6z,3,4.94,4.41,4.83,Noun,1,0,0,0,0,0,0,#N/A
sweat,5,Proto-Indo-European,Proto-Indo-European,6000,6000,sweat,swEt,4,7.26,4.06,4.71,Noun,1,0,0,0,0,0,0,#N/A
blacksmith,5,Proto-Indo-European,Proto-Indo-European,6000,6000,blacksmith,bl{ksmIT,8,9.84,3.36,4.38,Noun,1,0,0,0,0,0,0,#N/A
name,5,Proto-Indo-European,Proto-Indo-European,6000,6000,name,n1m,3,3.68,5.61,3.5,Noun,1,0,0,0,0,0,0,0.47
ankle,5,Proto-Indo-European,Proto-Indo-European,6000,6000,ankle,{NkP,4,4.89,3.94,4.81,Noun,1,0,0,0,0,0,0,#N/A
ring,5,Proto-Indo-European,Proto-Indo-European,6000,6000,ring,rIN,3,4.53,4.92,4.81,Noun,1,0,0,0,0,0,0,#N/A
wax,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wax,w{ks,4,6,3.87,4.97,Noun,1,0,0,0,0,0,0,#N/A
wolf,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wolf,wUlf,4,4.5,4.17,4.79,Noun,1,0,0,0,0,0,0,#N/A
ewe,5,Proto-Indo-European,Proto-Indo-European,6000,6000,ewe,ju,2,9.31,3.41,#N/A,Noun,1,0,0,0,0,0,0,#N/A
wind,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wind,wInd,4,3.89,5,3.93,Noun,1,0,0,0,0,0,0,1.78
midge,5,Proto-Indo-European,Proto-Indo-European,6000,6000,midge,mI_,3,#N/A,3.2,#N/A,Noun,1,0,0,0,0,0,0,#N/A
mother,5,Proto-Indo-European,Proto-Indo-European,6000,6000,mother,mVD@R,5,2.63,5.29,4.6,Noun,1,0,0,0,0,0,0,2.36
water,5,Proto-Indo-European,Proto-Indo-European,6000,6000,water,w$t@R,5,2.37,5.53,5,Noun,1,0,0,0,0,0,0,0.86
guest,5,Proto-Indo-European,Proto-Indo-European,6000,6000,guest,gEst,4,6.21,4.58,3.83,Noun,1,0,0,0,0,0,0,#N/A
hollow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hollow,hQl5,4,7.44,3.71,3.61,Noun,1,0,0,0,0,0,0,#N/A
tooth,5,Proto-Indo-European,Proto-Indo-European,6000,6000,tooth,tuT,3,3.61,4.09,4.89,Noun,1,0,0,0,0,0,0,1.18
rye,5,Proto-Indo-European,Proto-Indo-European,6000,6000,rye,r2,2,9.26,3.47,4.74,Noun,1,0,0,0,0,0,0,#N/A
star,5,Proto-Indo-European,Proto-Indo-European,6000,6000,star,st#R,4,3.89,5.04,4.69,Noun,1,0,0,0,0,0,0,0.72
knot,5,Proto-Indo-European,Proto-Indo-European,6000,6000,knot,nQt,3,6.05,3.74,4.87,Noun,1,0,0,0,0,0,0,#N/A
snow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,snow,sn5,3,4.11,4.79,4.85,Noun,1,0,0,0,0,0,0,1.62
summer,5,Proto-Indo-European,Proto-Indo-European,6000,6000,summer,sVm@R,5,4.33,5,3.64,Noun,1,0,0,0,0,0,0,#N/A
fir,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fir,f3R,3,8.75,3.2,4.58,Noun,1,0,0,0,0,0,0,#N/A
father,5,Proto-Indo-European,Proto-Indo-European,6000,6000,father,f#D@R,5,4.11,5.26,4.52,Noun,1,0,0,0,0,0,0,2.3
harvest,5,Proto-Indo-European,Proto-Indo-European,6000,6000,harvest,h#vIst,6,7.4,4.03,4,Noun,1,0,0,0,0,0,0,#N/A
fish,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fish,fIS,3,4.05,5.19,5,Noun,1,0,0,0,0,0,0,1.45
foam,5,Proto-Indo-European,Proto-Indo-European,6000,6000,foam,f5m,3,6.15,3.84,4.85,Noun,1,0,0,0,0,0,0,#N/A
month,5,Proto-Indo-European,Proto-Indo-European,6000,6000,month,mVnT,4,5.79,5.08,4.2,Noun,1,0,0,0,0,0,0,#N/A
soul,5,Proto-Indo-European,Proto-Indo-European,6000,6000,soul,s5l,3,6.17,4.53,1.86,Noun,1,0,0,0,0,0,0,#N/A
eyebrow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,eyebrow,2br6,4,5.5,3.23,4.85,Noun,1,0,0,0,0,0,0,#N/A
son,5,Proto-Indo-European,Proto-Indo-European,6000,6000,son,sVn,3,3.78,5.17,4.14,Noun,1,0,0,0,0,0,0,#N/A
floor,5,Proto-Indo-European,Proto-Indo-European,6000,6000,floor,fl$R,4,4.44,5.04,4.8,Noun,1,0,0,0,0,0,0,#N/A
goat,5,Proto-Indo-European,Proto-Indo-European,6000,6000,goat,g5t,3,5.21,4.12,5,Noun,1,0,0,0,0,0,0,#N/A
hare,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hare,h8R,3,6.78,3.98,4.88,Noun,1,0,0,0,0,0,0,#N/A
man,5,Proto-Indo-European,Proto-Indo-European,6000,6000,man,m{n,3,3.11,5.86,4.79,Noun,1,0,0,0,0,0,0,3.38
harm,5,Proto-Indo-European,Proto-Indo-European,6000,6000,harm,h#m,3,5,4.35,2.62,Noun,1,0,0,0,0,0,0,#N/A
beard,5,Proto-Indo-European,Proto-Indo-European,6000,6000,beard,b7d,3,4.84,3.98,4.96,Noun,1,0,0,0,0,0,0,#N/A
feather,5,Proto-Indo-European,Proto-Indo-European,6000,6000,feather,fED@R,5,4.67,3.88,4.9,Noun,1,0,0,0,0,0,0,2.35
twins,5,Proto-Indo-European,Proto-Indo-European,6000,6000,twins,twInz,5,6.06,4.08,4.57,Noun,1,0,0,0,0,0,0,#N/A
edge,5,Proto-Indo-European,Proto-Indo-European,6000,6000,edge,E_,2,6.17,4.8,4.24,Noun,1,0,0,0,0,0,0,#N/A
mouth,5,Proto-Indo-European,Proto-Indo-European,6000,6000,mouth,m6D,3,3.58,4.78,4.74,Noun,1,0,0,0,0,0,0,2.78
trough,5,Proto-Indo-European,Proto-Indo-European,6000,6000,trough,trQf,4,8.41,3.32,4.17,Noun,1,0,0,0,0,0,0,#N/A
oven,5,Proto-Indo-European,Proto-Indo-European,6000,6000,oven,VvH,3,5.67,4.54,4.97,Noun,1,0,0,0,0,0,0,#N/A
shadow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,shadow,S{d5,4,5,4.49,4.54,Noun,1,0,0,0,0,0,0,#N/A
fart,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fart,f#t,3,5.78,3.39,4.18,Noun,1,0,0,0,0,0,0,#N/A
tongs,5,Proto-Indo-European,Proto-Indo-European,6000,6000,tongs,tQNz,4,7.78,3.27,5,Noun,1,0,0,0,0,0,0,#N/A
bottom,5,Proto-Indo-European,Proto-Indo-European,6000,6000,bottom,bQt@m,5,5.28,5.05,4.25,Noun,1,0,0,0,0,0,0,#N/A
wedding,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wedding,wEdIN,5,6,4.95,3.92,Noun,1,0,0,0,0,0,0,#N/A
sand,5,Proto-Indo-European,Proto-Indo-European,6000,6000,sand,s{nd,4,4.63,4.51,5,Noun,1,0,0,0,0,0,0,4.26
head,5,Proto-Indo-European,Proto-Indo-European,6000,6000,head,hEd,3,3.42,5.61,4.75,Noun,1,0,0,0,0,0,0,2.32
hen,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hen,hEn,3,6.39,3.96,4.9,Noun,1,0,0,0,0,0,0,#N/A
ox,5,Proto-Indo-European,Proto-Indo-European,6000,6000,ox,Qks,3,4.72,3.39,4.86,Noun,1,0,0,0,0,0,0,#N/A
freeman,5,Proto-Indo-European,Proto-Indo-European,6000,6000,freeman,frim@n,6,11.38,3.49,3.32,Noun,1,0,0,0,0,0,0,#N/A
mead,5,Proto-Indo-European,Proto-Indo-European,6000,6000,mead,mid,3,11.38,3.35,4.22,Noun,1,0,0,0,0,0,0,#N/A
meal,5,Proto-Indo-European,Proto-Indo-European,6000,6000,meal,mil,3,4.74,4.53,4.62,Noun,1,0,0,0,0,0,0,#N/A
shade,5,Proto-Indo-European,Proto-Indo-European,6000,6000,shade,S1d,3,6.37,3.98,3.38,Noun,1,0,0,0,0,0,0,#N/A
corn,5,Proto-Indo-European,Proto-Indo-European,6000,6000,corn,k$n,3,4.61,3.94,4.96,Noun,1,0,0,0,0,0,0,#N/A
lightning,5,Proto-Indo-European,Proto-Indo-European,6000,6000,lightning,l2tnIN,6,4.76,4,4.59,Noun,1,0,0,0,0,0,0,#N/A
clay,5,Proto-Indo-European,Proto-Indo-European,6000,6000,clay,kl1,3,5.32,4.18,4.93,Noun,1,0,0,0,0,0,0,#N/A
widow,5,Proto-Indo-European,Proto-Indo-European,6000,6000,widow,wId5,4,9,3.78,4.33,Noun,1,0,0,0,0,0,0,#N/A
horn,5,Proto-Indo-European,Proto-Indo-European,6000,6000,horn,h$n,3,4.84,4.1,5,Noun,1,0,0,0,0,0,0,#N/A
birch,5,Proto-Indo-European,Proto-Indo-European,6000,6000,birch,b3J,3,10.84,3.43,4.12,Noun,1,0,0,0,0,0,0,#N/A
seed,5,Proto-Indo-European,Proto-Indo-European,6000,6000,seed,sid,3,4.72,4.24,4.71,Noun,1,0,0,0,0,0,0,2.56
hill,5,Proto-Indo-European,Proto-Indo-European,6000,6000,hill,hIl,3,3.47,4.71,4.93,Noun,1,0,0,0,0,0,0,#N/A
arse,5,Proto-Indo-European,Proto-Indo-European,6000,6000,arse,#s,2,#N/A,4.04,#N/A,Noun,1,0,0,0,0,0,0,#N/A
grave,5,Proto-Indo-European,Proto-Indo-European,6000,6000,grave,gr#v,4,7.06,4.2,4.56,Noun,1,0,0,0,0,0,0,#N/A
milk,5,Proto-Indo-European,Proto-Indo-European,6000,6000,milk,mIlk,4,3.37,4.73,4.92,Noun,1,0,0,0,0,0,0,#N/A
wheel,5,Proto-Indo-European,Proto-Indo-European,6000,6000,wheel,wil,3,4.4,4.51,4.86,Noun,1,0,0,0,0,0,0,#N/A
sweets,5,Proto-Indo-European,Proto-Indo-European,6000,6000,sweets,swits,5,4.53,3.94,4.83,Noun,1,0,0,0,0,0,0,#N/A
year,5,Proto-Indo-European,Proto-Indo-European,6000,6000,year,j7R,3,5.24,5.92,3.25,Noun,1,0,0,0,0,0,0,2.78
dough,5,Proto-Indo-European,Proto-Indo-European,6000,6000,dough,d5,2,6.63,4.05,4.79,Noun,1,0,0,0,0,0,0,#N/A
last,5,Proto-Indo-European,Proto-Indo-European,6000,6000,last,l#st,4,4.35,5.97,3.04,Number,0,0,0,0,0,0,1,#N/A
fifteen,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fifteen,fIftin,6,6.1,3.26,3.37,Number,0,0,0,0,0,0,1,#N/A
six,5,Proto-Indo-European,Proto-Indo-European,6000,6000,six,sIks,4,5.25,5.47,3.43,Number,0,0,0,0,0,0,1,#N/A
seven,5,Proto-Indo-European,Proto-Indo-European,6000,6000,seven,sEvH,4,5.36,5.22,3.72,Number,0,0,0,0,0,0,1,#N/A
two,5,Proto-Indo-European,Proto-Indo-European,6000,6000,two,tu,2,4.24,6.18,4.18,Number,0,0,0,0,0,0,1,0.09
first,5,Proto-Indo-European,Proto-Indo-European,6000,6000,first,f3st,4,4.39,6.17,2.76,Number,0,0,0,0,0,0,1,#N/A
five,5,Proto-Indo-European,Proto-Indo-European,6000,6000,five,f2v,3,4.51,5.65,3.87,Number,0,0,0,0,0,0,1,0.09
nine,5,Proto-Indo-European,Proto-Indo-European,6000,6000,nine,n2n,3,3.23,5.07,4.04,Number,0,0,0,0,0,0,1,#N/A
eight,5,Proto-Indo-European,Proto-Indo-European,6000,6000,eight,1t,2,5.36,5.22,4.04,Number,0,0,0,0,0,0,1,#N/A
three,5,Proto-Indo-European,Proto-Indo-European,6000,6000,three,Tri,3,3.69,5.94,3.62,Number,0,0,0,0,0,0,1,0.09
third,5,Proto-Indo-European,Proto-Indo-European,6000,6000,third,T3d,3,4.58,5.17,3.44,Number,0,0,0,0,0,0,1,#N/A
four,5,Proto-Indo-European,Proto-Indo-European,6000,6000,four,f$R,3,4.93,5.67,3.37,Number,0,0,0,0,0,0,1,0.38
ten,5,Proto-Indo-European,Proto-Indo-European,6000,6000,ten,tEn,3,3.58,5.39,3.39,Number,0,0,0,0,0,0,1,#N/A
eleven,5,Proto-Indo-European,Proto-Indo-European,6000,6000,eleven,IlEvH,5,5.78,3.71,3.93,Number,0,0,0,0,0,0,1,#N/A
twenty,5,Proto-Indo-European,Proto-Indo-European,6000,6000,twenty,twEntI,6,#N/A,3.72,3.67,Number,0,0,0,0,0,0,1,#N/A
with,5,Proto-Indo-European,Proto-Indo-European,6000,6000,with,wID,3,4.44,6.75,2,Preposition,0,0,0,0,0,1,0,3.25
in,5,Proto-Indo-European,Proto-Indo-European,6000,6000,in,In,2,3.69,7.17,3,Preposition,0,0,0,0,0,1,0,1.78
at,5,Proto-Indo-European,Proto-Indo-European,6000,6000,at,{t,2,4.04,6.69,2.07,Preposition,0,0,0,0,0,1,0,5.69
after,5,Proto-Indo-European,Proto-Indo-European,6000,6000,after,#ft@R,5,6,5.94,2.12,Preposition,0,0,0,0,0,1,0,#N/A
I,5,Proto-Indo-European,Proto-Indo-European,6000,6000,I,2,1,2.79,7.33,3.93,Pronoun,0,0,0,0,1,0,0,#N/A
he,5,Proto-Indo-European,Proto-Indo-European,6000,6000,he,hi,2,3.81,6.82,3.93,Pronoun,0,0,0,0,1,0,0,2.45
it,5,Proto-Indo-European,Proto-Indo-European,6000,6000,it,It,2,4.4,7.33,2.81,Pronoun,0,0,0,0,1,0,0,#N/A
we,5,Proto-Indo-European,Proto-Indo-European,6000,6000,we,wi,2,5.04,7,3.08,Pronoun,0,0,0,0,1,0,0,0.37
she,5,Proto-Indo-European,Proto-Indo-European,6000,6000,she,Si,2,3.57,6.42,3.36,Pronoun,0,0,0,0,1,0,0,#N/A
bend,5,Proto-Indo-European,Proto-Indo-European,6000,6000,bend,bEnd,4,5.56,4.17,3.88,Verb,0,1,0,0,0,0,0,#N/A
work,5,Proto-Indo-European,Proto-Indo-European,6000,6000,work,w3k,3,5.86,5.99,3.48,Verb,0,1,0,0,0,0,0,#N/A
do,5,Proto-Indo-European,Proto-Indo-European,6000,6000,do,du,2,3.6,6.85,2.46,Verb,0,1,0,0,0,0,0,#N/A
eat,5,Proto-Indo-European,Proto-Indo-European,6000,6000,eat,it,2,2.78,5.21,4.44,Verb,0,1,0,0,0,0,0,1.77
rake,5,Proto-Indo-European,Proto-Indo-European,6000,6000,rake,r1k,3,5.32,3.4,4.84,Verb,0,1,0,0,0,0,0,#N/A
lie,5,Proto-Indo-European,Proto-Indo-European,6000,6000,lie,l2,2,3.75,4.77,3.11,Verb,0,1,0,0,0,0,0,3.56
throw,5,Proto-Indo-European,Proto-Indo-European,6000,6000,throw,Tr5,3,4.14,4.88,4.04,Verb,0,1,0,0,0,0,0,7.52
carve,5,Proto-Indo-European,Proto-Indo-European,6000,6000,carve,k#v,3,6.35,3.57,3.69,Verb,0,1,0,0,0,0,0,#N/A
fathom,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fathom,f{D@m,5,11.44,2.93,2.07,Verb,0,1,0,0,0,0,0,#N/A
sit,5,Proto-Indo-European,Proto-Indo-European,6000,6000,sit,sIt,3,3.47,5.14,4.8,Verb,0,1,0,0,0,0,0,1.25
sew,5,Proto-Indo-European,Proto-Indo-European,6000,6000,sew,s5,2,6.05,3.36,3.93,Verb,0,1,0,0,0,0,0,1.71
say,5,Proto-Indo-European,Proto-Indo-European,6000,6000,say,s1,2,3.42,6.13,2.58,Verb,0,1,0,0,0,0,0,3.64
ask,5,Proto-Indo-European,Proto-Indo-European,6000,6000,ask,#sk,3,2.89,5.41,2.52,Verb,0,1,0,0,0,0,0,#N/A
thresh,5,Proto-Indo-European,Proto-Indo-European,6000,6000,thresh,TrES,4,14,1.9,#N/A,Verb,0,1,0,0,0,0,0,#N/A
fall,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fall,f$l,3,4.71,5.01,4.04,Verb,0,1,0,0,0,0,0,2.97
bind,5,Proto-Indo-European,Proto-Indo-European,6000,6000,bind,b2nd,4,10.24,3.48,3.4,Verb,0,1,0,0,0,0,0,#N/A
fold,5,Proto-Indo-European,Proto-Indo-European,6000,6000,fold,f5ld,4,4.95,4.04,4.13,Verb,0,1,0,0,0,0,0,#N/A
find,5,Proto-Indo-European,Proto-Indo-European,6000,6000,find,f2nd,4,5.78,5.89,2.63,Verb,0,1,0,0,0,0,0,#N/A
breathe,5,Proto-Indo-European,Proto-Indo-European,6000,6000,breathe,briD,4,4.11,4.35,4.07,Verb,0,1,0,0,0,0,0,2.48
stand,5,Proto-Indo-European,Proto-Indo-European,6000,6000,stand,st{nd,5,4.39,5.25,4.16,Verb,0,1,0,0,0,0,0,2.02
chew,5,Proto-Indo-European,Proto-Indo-European,6000,6000,chew,Ju,2,4.05,3.83,3.93,Verb,0,1,0,0,0,0,0,#N/A
be,5,Proto-Indo-European,Proto-Indo-European,6000,6000,be,bi,2,5.11,6.8,1.85,Verb,0,1,0,0,0,0,0,#N/A
