"LDTrt","freqfilms","Nlett","OLD20","AoA","IMA"
579.2,225.84,5,1.2,3.9,4.5
597.2,11.82,5,1.45,3.7,6.4
607.3,20.58,6,1.75,6.2,4.8
661.7,10.42,5,1.65,12.8,4.2
582.3,635.22,4,1.3,4.7,4.1
772.6,0.97,5,1.2,15.5,3
658.7,67.73,4,1.4,9.1,5.5
645.2,13.4,4,1.9,6,4.4
699.3,16.25,6,1.85,6.5,5.8
602.1,10.12,4,1.65,4.9,6.5
670.9,22.36,3,1.25,5.2,5.8
631.4,15.67,6,1.85,7.2,1.2
578.2,923.56,5,1.7,6,2.1
741,0.5,4,1.7,10.8,5.3
717.8,3.95,7,2.6,9.8,5.4
711.3,6.99,3,1.05,11.8,3.6
606.3,16028.08,2,1,4.1,2
586.2,2135.06,2,1.5,5.5,1.6
542.7,31.16,3,1,6.2,6.5
644.7,119.47,5,1.3,9.6,2.7
610.6,10.45,4,1.35,7.4,4.4
663.1,6.27,5,1.15,6.4,6.5
667.5,549.51,6,1.45,5.7,3.3
602.2,59.41,4,1.3,4.1,6.4
648,11.05,4,1,7.5,6.1
605.7,22.48,5,1.2,4.9,6.8
646.7,30.5,5,1.45,7,5.3
640.4,58.95,6,1.5,4.5,6.6
785.5,0.81,5,1.25,9.4,5.8
670.8,8.49,4,1.1,9,5.3
599.7,22.63,5,1.45,6.9,3.8
599.1,5.15,5,1.5,6,6.3
693.6,1.92,5,1.6,9,5.2
723.3,8.21,3,1,11.2,2.1
741,0.85,5,1.2,10.1,4.9
652.9,19.99,4,1,7.2,5
567.5,16953.5,2,1,4.1,1.5
575.4,9.15,4,1.4,6.4,3.8
636.4,5.32,5,1.25,6.7,3.6
817.9,1.4,5,1.9,11.4,3.2
603.4,9961.13,3,1,4.6,1.3
606,108.79,6,1.75,5.5,6.2
660.7,283.81,4,1.5,6.1,1.3
753.7,2.48,6,1.7,12.4,2.5
783.9,4,5,1.7,5.1,6.7
764.6,0.34,5,1.65,8,5.7
735.4,0.65,6,1.8,10.1,5.1
635.6,110.36,5,1.6,7.8,3.2
757.6,4.78,3,1,10.3,2.7
682.4,13.51,3,1.3,8.7,2.8
703.9,0.46,5,1.7,9,5.3
630.6,23.47,4,1.25,8,3.8
578.4,153.12,4,1.3,7.3,3.2
692.3,3.36,6,1.75,6.5,6.7
678.4,3.76,5,1.95,12.1,3
645,69.42,5,1.15,6,5.4
699.5,2.9,5,1.15,12.1,2.9
703.2,1.85,4,1,8.8,5.7
698.9,1.76,3,1,11.3,4.3
655.5,16.75,5,1.5,6.6,6
577.2,14.58,4,1.55,4.4,6.9
639.3,99.48,4,1,5.5,4.7
696.9,3.2,5,1,8,4.8
604.1,69.07,5,1.4,7.2,5.1
627.4,190.32,3,1,3.8,6.8
688.4,2.75,5,1.4,8,4.7
641.5,121.81,5,1.2,4.4,6.6
717.6,2.84,4,1.3,10.2,5.5
719.5,1.11,4,1.7,13.8,5.3
706.8,15.78,4,1.05,9.3,4.7
583.4,87.37,3,1,8.9,3.5
564.7,248.34,4,1.55,5.6,3.1
553,101.06,4,1.65,5.2,3.8
620.2,10.47,4,1.9,10,3.6
631.5,35.79,4,1.1,8.8,1.5
629.3,49.36,7,2.4,8,1.3
606.1,11.87,3,1,8.1,4.2
753.7,0.97,7,1.65,10.9,2.2
689.4,8.78,6,1.25,7.5,6.2
674.1,16.58,4,1.05,10.5,2.6
589.3,15.03,5,1,9.9,3.2
605.1,20.97,4,1.45,4.7,6.8
674.9,2.39,5,1.15,7,6.3
598.3,27,5,1.7,5.5,4.4
717.2,1.3,6,1.65,8.6,5.8
614,83.1,2,1,8.4,2.5
691.3,5.37,5,1.7,9.9,4
794.7,1.19,4,1.5,5.7,6.6
612.4,2314.15,3,1.05,5.3,2.2
577.7,58.29,4,1.25,4.7,6.7
676.2,1.1,6,1.7,8.9,6.4
627,25.95,5,1.45,8.8,3.8
569.3,15.52,4,1.5,9.7,4.3
722.1,0.2,6,2.4,13.4,3.5
659.9,1.73,4,2.25,9.4,6.2
698.8,2.41,3,1.6,9.8,5.8
733.5,2.18,5,1.25,8.6,6
581.3,24.34,3,1,5.6,3.6
664.1,13.05,6,1.7,7,5.7
664.5,0.71,6,1.15,9.1,4.6
597.5,286.62,4,1,3.6,6.8
735.7,27.91,5,1.2,8.1,5.4
600.1,5180.5,4,1,5.3,2.1
630.2,121.16,6,1.75,5.3,4.6
574.4,786.04,3,1,4.2,2.8
605.4,11.06,4,1.4,7.9,5.2
754.4,6.53,5,1.25,8.1,6
701.1,0.68,4,1.65,13.1,2.5
672.5,10.12,6,1.55,5.7,6.7
737.8,0.73,6,1.6,10.3,6.4
641.1,123.25,6,1.45,6.5,2.6
668.6,6.38,6,1.65,9.7,5.4
615.3,201.32,6,1.6,4.7,5.5
794.1,3.66,4,1,6.4,5
692.3,14.21,5,1.25,7.7,4.7
605.6,32.21,6,1.4,8.1,4.1
601.4,9.75,4,1,6.5,4.5
631.8,23.66,6,1.35,5.9,6.6
612.8,12.89,5,1,9.4,4.1
720.2,5.44,3,1,9.6,4.5
637.3,1.47,3,1.55,9.2,5.3
613.4,58.26,5,1.65,7.2,5.8
694.9,10.66,5,1.65,6.5,5
743.5,0.86,5,1.8,7.7,5.3
580,4932.05,2,1,5.1,1.2
661.2,8.21,5,1.55,7.6,6.5
672.1,26.72,6,1.9,8.1,3.6
576.3,1320.19,4,1.7,5.8,2
637.8,5.21,6,1.9,6,5.9
578.6,99.49,3,1.2,4.7,6.9
653,672,4,1.25,4.4,6.4
696.4,1.8,5,1.6,8.1,6.1
640.9,1102.73,3,1,4.9,1.5
678.1,16.14,5,1.5,8,5.7
668.7,6.1,5,1.85,7.7,5
720.7,196.92,4,1.1,8.7,2.3
692.1,271.05,6,1.65,5.1,2.5
599.1,2.71,6,1.65,6.2,6.6
758.4,1.19,5,1.35,10.2,5.2
709.3,81.94,7,1.85,8.7,4.1
715.2,8.97,2,1,8,2.8
769.7,0.7,5,1.4,9,5
651,1.39,3,1,6,5.8
570.3,18.03,4,1.6,6.2,6.7
627.5,55.67,4,1.5,4.7,2
683.5,2.54,6,1.7,5.5,6.5
605.6,705.85,5,1.65,6.2,2.2
764.5,81.59,5,1.15,7.2,4.6
782.4,5.45,4,1,8,4.8
608.9,28.72,5,1.7,7.5,5.5
702,38.97,4,1,7.4,5
725.1,0.54,6,1.8,9.8,4.5
681.6,241.23,3,1,6.2,1.6
703,67.92,4,1,8.4,2.3
651.5,2.23,5,1.75,9.7,3.3
621.6,30.79,4,1.3,8.6,4.4
699,4.21,6,1.8,10.5,4.4
682.3,3.08,6,1.8,12.6,2
553.1,3696.27,3,1.1,3.8,4.3
668.2,46.74,7,1.8,11.1,1.6
666.4,8.21,5,1.65,8.3,6
623.4,489.1,5,1.5,5.2,2.2
570.6,312.31,4,1,5.8,2.8
745.4,1.01,5,1.45,9.6,4.1
712.9,3849.01,3,1,4.6,1.4
613.4,823.62,5,1.2,6.3,5.1
622.1,52.37,7,2,4.7,6
645.6,9.04,4,1.1,8.4,4.5
640.1,129.35,6,1.45,5.3,6.4
677.5,8.83,6,1.6,5.2,4.8
774.8,9.95,6,1.8,11.1,5.2
691.1,3.5,5,1.35,9.8,4.3
572.4,745.1,4,1.25,6.6,5.2
550.8,174.83,3,1,4.8,4.8
736.3,0.26,5,1.45,9.1,5.2
642.7,7.9,3,1.1,6.1,3.9
608.5,16.26,6,1.25,4.9,6.7
760.5,0.72,6,1.75,9.6,3.7
740.6,0.76,4,1,9.4,3.5
704,1.43,7,1.65,6.5,6.6
764.3,0.28,6,1.7,6.3,6.4
667.3,3.86,5,1,7.3,6.7
593.7,7.26,6,1.35,5.8,6.3
782.8,0.42,3,1,10.5,2.8
776,0.65,4,1.25,10.2,3.2
584.8,11.36,4,1.5,7.8,4.3
826.5,1.64,5,1.8,10.6,4.7
684.4,7.29,4,1.05,8.6,6
600.6,58.9,3,1.2,4.7,6.4
627.7,3.6,3,1.6,7.4,4.6
622.9,3.98,6,1.8,7.2,6.1
718,1.82,4,1.05,12.7,3.4
692.4,1.9,5,1.9,9.7,4.5
650.9,5.17,5,1.9,10.7,3.4
746.4,0.58,5,1.6,11.4,4
675.8,10.41,4,1.15,5.9,5
651.7,10.11,4,1.35,6.9,6.3
675.7,12.74,6,1.8,6.3,4.8
694,3.01,5,1.55,6,6.3
743.9,0.88,5,1.3,6.1,6.2
744.2,13357.03,2,1,5.6,1.2
580.3,43,5,1.8,4.5,6.7
616.7,8.09,4,1.75,9.7,4.7
589.5,19.93,3,1.1,8.7,2.6
596.7,40.64,4,1.65,5.6,5.2
631.1,4.73,6,1.9,10.1,2.1
566.1,75.18,3,1.45,3.7,6.7
659,377.64,2,1,6.6,1.1
649.8,2.5,5,1.45,5.4,6.6
623.8,11.07,3,1.55,5.5,6.7
774.3,1.54,3,1.4,9.3,2.4
739.6,7.76,4,1.45,9.7,2.6
623.7,26.19,5,1.9,10.2,2.7
691.5,4.43,4,1.45,9.7,4.9
641.7,7.64,5,2.05,6.1,6.3
550.8,126.42,4,1.6,3.8,6
579,12.83,4,1.8,6.1,6.6
624.5,36.57,6,1.8,5.9,4.9
603.2,4043.8,3,1,3,2.6
597.3,62.64,4,1.65,6.9,3.8
665.9,1.58,5,1.65,12,2.2
714.6,524.63,3,1.3,5.7,1.3
629,38.79,4,1,6.7,4.9
623.7,1023.03,5,1.65,5.6,1.7
667.1,19.78,5,1.8,6.9,2
711.8,0.76,4,1.35,8.6,3.6
691.5,1.67,5,1.35,8.1,3.9
837.3,0.22,6,1.95,11.1,3
755.6,1.18,7,1.4,5.4,6.6
591.3,4772.12,4,1.15,5.2,2.3
579.1,21.54,2,1,5.1,5.2
618.8,11.81,5,1.85,4.5,6.8
682,1.1,6,1.8,9.3,2.7
699.1,0.54,4,1.45,11.3,2.6
559.3,562.85,4,1.5,4.1,6.3
571.4,59.3,3,1.65,5.7,2.4
777,7.58,5,1.85,7.8,6.2
710.2,0.88,6,2.45,11.8,3.3
602.7,97.13,4,1.95,4.1,6.4
612.9,13.53,4,1.65,4.5,6.9
696.8,36.44,6,1.75,9.8,4.4
687.3,82.04,5,1.85,7.9,2.5
751.9,2.52,4,1.85,8,5.8
637.6,5.47,3,1,5.6,6.5
647.1,36.25,5,1.5,6.5,5.6
596.3,8589.96,2,1,5.1,1.6
641,124.11,5,1.85,5.2,4.5
685.6,4.39,4,1.25,11.1,3.1
649.7,2.35,5,1.7,5.2,6.7
676.5,13.7,4,1.8,5.4,4.8
607.6,130.51,2,1.3,7,5.7
650.3,132.5,5,1.75,6.7,3.2
799,1.96,4,1.4,11,4.7
607.4,40.77,2,1,5.7,6.7
601.1,1584.09,2,1,5.2,1.3
613.7,2177.25,2,1.6,5.7,1.7
689.4,36.6,5,1.95,7.5,3.3
594.5,3207.35,3,1.2,2.8,3.1
754.1,3.21,4,1.75,8.5,3.5
672.1,7.29,5,1.7,10.9,3.1
603.7,25.16,4,1,5.2,6.3
666.4,8.63,6,1.1,6.4,6.6
567.4,62.81,4,1,4,6.7
645.3,3.02,4,1.5,8.8,3.5
759,19.06,5,1.2,7,4.6
586.4,144.86,4,1.65,7.8,2.8
703.2,0.74,4,1,8.4,4
647.9,14.52,4,1.35,8.4,4.9
727.5,1.25,5,1.5,7.9,6.2
687.6,7.05,3,1,8.6,3.4
613.3,23.84,5,1.2,7,4.5
681.3,0.6,4,1.6,6.9,6.4
616.2,6.57,4,1,9.2,5.6
634.8,1763.6,3,1,5.7,1.3
614.3,31.02,4,1.3,5.3,6.2
657.4,367.07,4,1,6.3,2.8
632.8,18315.21,3,1,5,3.5
597,568.45,5,1,6,2.3
710.3,0.88,5,1.8,12.4,5.9
612.9,7.04,4,1.25,5.7,6.5
640.5,6.45,5,1.25,5,6.5
728.9,2.53,5,1.45,7.7,6.1
554.8,27.3,5,1.6,7.2,3.2
598.3,194.66,6,1.9,6.7,4.3
559.5,83.83,4,1.7,5.1,6.2
588,23.58,5,1.45,5.5,6.6
671.7,6.79,6,1.4,5,6.6
699.1,12.75,7,1.6,6,5.1
603.7,196.51,5,1.2,7.1,3.2
683.4,13.55,5,1.4,6.5,3.5
691.8,13.6,7,1.8,7.1,6
667.1,8.75,5,1.4,5.2,6.4
795.6,12.4,6,1.3,8,3.9
698.6,4.46,5,1,7.2,5.5
744.6,5.83,6,1.45,9,5.4
667,131.47,6,1.65,5.5,3.3
641.1,879.31,4,1.15,4.6,5.9
600.8,4.17,5,1.3,5.7,6.7
662.7,30.2,5,1.45,8.1,3.2
622.4,17.15,5,1,9.6,3.2
641.5,1145.75,3,1,6,2.1
573.2,106.58,6,1.7,8.5,4.6
596.5,551.83,4,1.4,4.8,4
661,7.17,5,1.8,7.2,6.4
631.4,12.42,5,1.8,13.9,2.5
725.7,2.24,6,1.85,6.3,6.6
660.4,15.57,6,1.75,5.8,5.4
630.2,4.61,3,1.1,7.5,4.8
744.1,1.94,3,1,6.9,5.9
572.2,110.66,5,1.75,5.9,6.5
536.2,105.51,4,1.65,3.6,6.7
657.1,28,5,1.7,7.1,5.1
619.3,40.58,6,1.9,4.8,6.7
839.3,2.47,6,1.85,12.5,2.3
749.1,1.65,7,2.3,7.2,6.5
729.5,2.91,5,1.4,11.1,3.9
696.5,6.79,4,1.2,10.6,1.9
670.4,18.57,4,1,6.6,6.4
678,2.79,3,1,8.1,5.7
713.7,8.03,5,1.3,6.3,6.1
674.8,4.32,6,1.6,7.4,5.9
651.5,2.98,4,1.35,7.3,5.9
654.4,12.81,4,1.05,7.2,6.7
660.9,13.77,5,1.3,6.3,4.4
708.3,130.41,4,1,7.5,2.2
624,43.53,5,1.35,7.8,5.2
795.4,1.55,5,1.55,8.1,4.1
547.4,293.6,5,1.35,6.1,4.6
576.9,44.99,5,1.5,5.5,6.7
660.6,10.42,5,1.05,8.1,5.7
702.1,17.27,8,2.25,7.9,3.1
664.8,3.93,6,1.3,8,5.4
674.9,23.4,7,1.75,9.4,3.8
627.9,19,6,1.3,8.3,3.4
575,122.21,4,1.2,8.1,5.1
649.2,10.47,7,1.7,6.6,6.6
721.5,3.62,5,1.2,10,3.8
765.3,13.52,7,1.55,9.6,4
722.5,1.07,5,1.2,9.8,4
673.3,13.73,6,1.2,5.9,6.5
602.7,15.82,6,1.4,7.8,5.4
598.1,30.21,4,1.35,6.2,5.6
647.9,5.17,6,1.7,8.7,5.8
553.4,204.66,5,1.85,5.5,3.4
691.6,0.2,5,1.5,5.6,5.2
694.4,4.42,3,1.45,7.7,5.1
672.6,10.62,5,1.8,9.6,4.3
733.2,0.26,4,1.15,8.6,4.9
592,42.91,5,1.7,4.4,6.6
574.5,6.97,5,1.45,4.9,6.8
578.8,4088.93,4,1.5,4.8,3.1
648.9,5.64,4,1.85,5.5,6.6
638.8,36.36,5,1.2,5,6.4
663.1,4.58,5,1.8,6.4,6.7
594.6,34.42,5,1.85,6.6,4.5
715.9,1.95,6,1.5,13.5,3.4
555.8,27.09,4,1.6,6.1,6.7
628.8,13.25,5,1.8,6.5,6
582.9,226.61,5,1.5,5.7,5.5
671.9,19.82,6,1.25,7.5,5.5
662.2,5.67,5,1.3,4.7,6.9
688.8,8.09,4,1,6.9,4.9
767.3,5.76,6,1.55,10.1,2.5
634.5,3.85,6,1.65,5.7,6.7
646.7,3.12,4,1.5,8.8,4.1
590.1,19.89,5,1.4,4.2,6.9
663.6,11.64,5,1.5,8.3,5.8
722.4,1.64,6,1.6,5.9,4.9
597.2,50.45,4,1.25,6.3,6.4
717.7,5.46,3,1.6,12.6,3.3
630.7,30.18,4,1.8,5.7,6.7
791.9,2.95,6,1.75,10.1,5.6
653.6,29.4,4,1.1,8.8,6.2
592.6,381.44,5,1,4.2,6.8
699.7,72.75,4,1.15,7.8,2.8
592.6,74.16,5,1.25,7.1,5.1
630.8,25.72,3,1,4.5,6.3
667.6,12.39,5,1.65,4.4,6.7
648.8,22.29,6,1.5,7.5,5.8
672,1.3,4,1.5,9.3,6
648.9,23.5,5,1.1,4,6.9
768.3,1.48,6,1.7,9.4,5.2
646.8,7106.24,4,1.4,5,1.7
783.4,2.08,7,1.85,10.2,5.1
660.9,36.9,6,1.3,5.7,3.7
715.4,1.38,6,1.65,7.7,5.9
683.7,5.03,3,1.65,8.1,5.9
652.2,465.77,7,1.75,5.5,3.6
589.3,213.66,4,1.7,5.9,2.8
603.4,181.81,7,2.25,6.6,1.7
619.5,63.59,6,1.4,8.7,4.2
563.7,196.22,4,1.65,7,2.2
739.3,38.37,6,1.85,8.6,5.7
667,60.79,6,1.8,8.8,2.8
712.6,12.91,5,1.15,11.3,2.8
712.8,44.83,6,1.8,5.4,6
620.2,380.83,4,1,5.7,2.1
688.7,67.03,5,1,6.7,3.7
774.3,0.1,6,1.75,12.4,3.9
567.5,126.55,4,1.6,5.9,4.1
649.8,14.45,3,1.8,11.1,2.9
678.5,42.04,6,1.6,7.1,3.5
700,9.19,5,1.5,8.6,4.4
818.1,1.7,6,1.6,13,2.1
651.3,128.82,6,1.9,5.4,4.1
670.3,1.29,5,1.75,6.6,6.9
705.5,15.94,3,1.8,11.8,4.8
771,3.26,5,1.4,7.9,4.4
568.9,21.39,3,1.5,7,5.8
656.5,23.34,4,1.55,7.1,5.8
760,1.44,4,1.4,6,3.8
650.3,531.94,4,1,6.7,1.9
639.9,59.09,7,2.1,8,1.1
722.6,19.52,5,1.85,6.7,5.9
681.5,11.41,4,1.85,4.8,6.7
698.5,0.62,5,1.75,8.6,5
697.6,3.65,5,1.9,12.4,3.6
601.5,26.48,3,1.15,8.8,2.5
820.3,1.8,5,1.55,12,2.5
634.2,4.38,6,2.85,5.1,6.6
638.7,10.37,4,1.65,8.8,6.1
614.6,1830.73,5,1.95,5.7,1.7
790.5,7.94,5,1.45,10,1.3
693.9,20.58,5,1.6,7.8,3.6
730.4,0.45,6,2,10.2,3.7
614.4,150.94,6,1.95,4,4.7
633.1,4100.9,3,1.2,5.7,1.2
701.9,657.71,4,1.8,6.4,1.6
619.9,947.22,7,2.7,6.9,1.6
721.5,10.02,5,1.7,9.9,2.8
681.7,38.93,5,1.95,5.3,6.5
661.9,5516.52,3,1.4,7.2,1.7
765.7,1.1,6,1.85,6.6,6.3
788,1.49,6,1.75,7,6.3
631.6,21.92,6,1.9,5.5,5.1
696.6,55.24,6,1.5,7.5,2.4
720.3,0.53,4,1.95,10.4,4.9
629.5,2481.98,4,1.9,5.2,1.4
625,27.09,4,1,8.5,3.1
780.3,1.46,5,1.45,13.1,2.5
645.8,16.08,4,1,8.7,3.8
739.8,2.82,4,1.4,12,3.2
672,10,5,1.25,8.5,4
678.2,1.74,4,1,8.3,5.6
686,1.7,4,1.45,6.9,6.1
685.4,2.74,4,1.45,9.1,2.9
637.2,3.84,4,1,7.3,6
704,7.27,5,1.3,8.1,5.9
731.4,6.95,5,1.75,9.7,5.5
620.6,19.4,4,1.3,6.6,4.2
665.2,3.17,3,1,11.2,4.7
698.9,1.11,4,1.65,8,5.1
575.7,22.58,4,1,7.9,2.6
691.7,7.26,3,1,9.2,2.1
612.9,24.21,3,1,5.5,6.8
777.9,10.94,4,1,10.9,4.1
605.7,40.76,5,1.9,6,5.9
672.5,15.36,5,1.85,9,3.3
615.3,4.53,4,1.65,9.5,5.2
629.1,56.26,5,1.5,5.6,6.4
741.2,141.31,6,1.4,5.9,2.9
692.6,0.02,4,1.7,7.8,5.5
771.4,0.81,5,1.5,6.7,5.8
613.4,523.54,5,1.15,6.1,2.3
613.5,133.71,4,1.5,5.3,4.9
638.6,6.29,4,1.85,10.3,5.9
653.8,7.72,5,1.85,6,5.3
705.6,2.04,5,1.3,7.8,3.3
681.3,61.4,5,1.45,6.5,4.3
675,1.86,4,1,9.3,5.6
564.4,2381.56,4,1.4,4.8,2.6
736.3,0.42,5,1.6,8.5,4.1
642.1,6.99,4,1,8.6,3.7
735.1,6.19,4,1.6,10.2,5.6
607.7,86.09,4,1,4.9,4.9
642.5,88.3,6,1.55,8,2.7
683.2,6.05,4,1,8.4,5.2
600.4,18.49,3,1.55,4.8,6.9
591.1,72.72,4,1.5,4.6,6.8
684.4,3.37,3,1.1,9.7,3.9
688.7,3.68,5,1.1,8.1,6.1
597.3,21.47,4,1.7,9.2,5.4
584.9,166.9,3,1.2,5.6,6.2
629.2,61.2,4,1.55,8.6,3
799.7,12.61,6,1.8,10.7,3.4
612.2,21.92,4,1.45,4.3,5.8
674.4,11.11,5,1,5.1,5.2
608,29.71,4,1.05,4.4,6.7
601.4,13.72,4,1,5.4,6.5
769,0.53,4,1,11.6,2.7
759,0.46,5,1.1,11.3,2.8
617.1,112.63,5,1.25,3.8,6.2
662.6,2.46,7,1,8.4,5.2
587.2,152.83,5,1.15,4.9,6.5
640.2,4.46,4,1.55,7,5.6
746.2,2.64,5,1.4,7.3,6.5
732.9,5.68,4,1.45,10.1,2.9
599.1,128.5,3,1,5.2,6.1
708.6,0.9,4,1.25,10.1,3.1
717,4.04,6,1.7,9.7,5.8
767.1,0.59,4,1.5,10.3,2.6
673.2,10.75,5,1.35,9.3,4.8
721,8.29,4,1.05,8.6,3.3
812.5,2.03,6,1.8,11.6,2.8
652.3,19.31,6,2.05,8.3,3.5
692.1,1276.38,2,1,4.8,1.2
629.4,23.71,5,1.2,6.8,6.6
693.1,5.48,5,1.45,9.1,6.3
573,105.96,3,1.2,5.1,6.4
644.9,0.81,5,1.4,11.3,2.9
592.4,35.24,4,1.25,4.9,3.3
638.4,13.89,4,1,10.1,2.4
635.1,20.91,5,1.6,8.5,3.3
623.5,123.38,4,1,4.7,4.4
604.3,111.1,5,1.05,6.2,5.8
588.9,304.3,4,1.5,5.4,6.6
700.7,1.24,6,1.6,9.8,5.2
639.6,1003.44,4,1.05,5.8,1.6
732.2,7.81,5,1.75,9.6,4.8
609.3,18.94,5,1.6,5.9,5.8
593.1,116.78,4,1.85,7.1,1.4
574.8,13.53,4,1.4,6.1,4.8
743.3,25.59,5,1.35,7.6,2.1
811.8,1.02,5,1.8,11.2,4.3
692.3,3.54,5,2.15,9.7,4.8
622.1,96.66,5,1.8,8.6,5.9
721.9,1.61,7,2.8,10.2,4.5
686.9,6.35,4,1.5,6.6,6.4
659.2,25.28,7,2.5,9.2,3
723.7,1.12,5,1.65,7.2,5.3
843.6,0.69,6,1.95,12.2,5.1
724.4,5.12,5,2.05,12.4,3.6
667.7,5.29,5,1.7,7.9,3.8
745.7,9.3,6,2.4,6.2,6.5
774.5,0.65,6,1.95,11.2,3.4
675.7,5.73,6,2.4,12.6,3.8
672.4,7.02,4,1.7,5.4,5.8
595.3,27.96,3,1.25,6.5,3.9
668.8,13.15,5,1.7,7.3,3.7
685.8,4.15,5,1.85,10.8,4
777.3,0.69,6,1.85,9.7,4.2
608.2,16.93,4,1.45,7.3,6.5
659.7,7.71,5,1.95,5.5,4.9
554.4,20.93,3,1.35,5.1,6.7
676,0.67,4,1.8,11.8,4.7
692.6,9.39,5,1.25,7.5,6.1
586.7,358.42,4,1.1,6.8,2.6
579.4,66.08,4,1.8,4.4,5.4
750.3,0.45,4,1.6,10.8,4.2
704.8,15.63,5,1.3,8.9,4.4
638.4,757.84,3,1,5.4,1.6
696.4,3.05,3,1,10.4,3.6
688.4,5.45,5,1.85,10.2,3.7
616.6,521.96,4,1.7,5.6,3.7
722.1,3.19,4,1.75,8.7,4.8
599,50.44,4,1.85,8.6,5.7
717.8,3.79,5,1.8,5.5,6.4
676.4,0.09,4,1.9,11.2,4.5
584.4,3482.79,2,1,5.7,1.9
614.1,27.29,6,2.15,8.5,2.7
651,24.77,5,1.8,6.1,6.4
663.2,13.68,4,1.6,5.6,2
681.9,9.23,6,1.9,4.5,5.2
792.3,0.56,5,1.6,11.6,4.5
612.2,83.02,5,1.2,6.8,4.6
591.7,133.06,6,1.8,6.6,2.5
634.7,21.79,5,1.55,4.7,6.8
660.5,13.91,4,1.3,10.2,4.1
571.8,117.37,3,1.65,4.4,5.2
722.3,2.14,5,1.9,9.8,6.2
693,1.5,6,2.55,10.5,5.1
556.1,13.84,3,1.45,6.9,6.7
685.4,2.52,5,1.75,7.3,5.7
693.9,0.2,6,1.8,7.4,6.5
791,0.2,5,1.8,12.5,2.4
603.1,9.29,4,1.8,5.2,6.5
672.5,0.1,4,1.9,10.3,5.8
672.2,1.06,5,2.05,11.7,5.4
746,2.57,4,1.85,11.4,3.4
689.9,5.8,5,1.85,11.7,3.1
759.8,0.7,5,1.75,10.3,4.4
587.1,155.22,5,1.8,4.2,6
613.1,28.51,3,1,9,2.6
594.7,9.95,4,1,9.8,5.8
584.5,31.28,4,1.55,4.6,4.2
587.3,54.45,4,1.25,7.5,3.5
581.5,555.85,4,1.4,4.9,5
635.6,483.55,4,1.1,8.8,1.6
595,45.83,3,1.05,5.4,5.9
623.8,5.37,5,1.5,10.6,4.7
610.9,25.11,6,1.5,7.5,4.9
617.4,30.28,5,1.4,7.1,3.7
534.5,1780.12,3,1,6,3.7
643.3,5.85,5,1.1,12.3,4.6
678.7,8.09,5,1.45,10.6,2.9
635.2,125.33,4,1.15,7,2.4
682.5,116.63,5,1.35,8.2,2
665.2,4.66,3,1,8.8,3.3
647.7,14.43,3,1.15,6.1,4.9
658,3.45,6,1.5,9.4,4.7
732.4,1.03,5,1.35,10.9,3.4
647.5,37.81,7,1.6,6.2,4.7
798.7,2.39,6,1.85,11.7,2.5
866,0.81,4,1.7,11.2,4.3
618.8,32.14,5,1.35,4.8,6.7
605.5,3.21,6,1.8,7.6,4
632.6,37.34,6,1.85,7.9,5.1
581.8,18.73,5,1.75,6.8,4.2
589.3,337.04,4,1.05,5.4,3.1
742.2,0.47,6,2.3,13,3.2
748.1,3.87,7,2.65,11.9,4.1
657.7,2.48,6,2.1,10.5,5.2
655.5,1.27,6,2.7,9.7,5.9
554.8,24.61,5,1.7,6.1,5.6
697.2,2.5,4,1.8,11.2,5.2
756.7,2.65,5,2.15,10.2,5.5
771.7,0.85,6,1.8,10.4,5.2
712.3,0.73,6,2.45,13,4.8
678.3,8.67,6,1.75,9.5,2.4
587.5,14.34,5,1.8,7.7,6.7
604.2,4.87,5,1.6,11.3,4.3
666.8,5.66,5,1.95,9.5,5.6
609.6,28.91,4,1.8,8.5,5.4
617.1,8.15,5,2.3,6.6,6.9
618.8,4.23,5,1.8,10.1,3.7
551.4,44.36,4,1.85,5,4.9
632.2,10.85,6,1.85,10.7,3.4
761.5,0.29,7,2.85,13.2,3.6
723.4,3.36,6,1.9,8.6,2.8
701.5,2.59,6,1.9,13.3,6.7
590.3,31.26,5,1.65,10,2.7
692.9,86.29,2,1,8.1,1.7
804.5,0.25,5,1.35,10,3.5
584.1,30.74,5,1.5,4.4,6.7
630.5,29.48,3,1.5,7,4.3
739.1,0.33,4,1.35,9.4,3.7
718.9,2.72,4,1.3,8.6,4.5
699.8,10.27,5,1.65,8.6,4.2
581.7,274.18,5,1.45,6.8,3
636.1,73.92,6,1.75,6.4,2.5
602.8,2572.52,3,1,5,1.7
576.2,801.64,3,1.65,6.8,2.3
640.9,5.57,4,1.45,9.8,6.1
574,111.98,5,1.2,4.1,6.6
650,13.5,5,1.3,5.6,5
593.3,26.12,5,1.4,7.6,4.6
778.9,0.38,5,1.65,11.2,3.8
713.9,2.68,4,1.65,11.3,2.1
731.3,0.79,3,1.45,10.6,5.4
616.8,45.95,6,1.05,5.8,3.7
678.5,380.34,4,1.35,7.7,1.4
681.2,70.69,5,1.2,5.5,5.6
720.4,22.13,4,1,5.2,3.8
577.4,384.48,4,1.25,6.4,2.9
657,11.52,5,1.45,5.2,6.7
676.4,65.28,3,1,6.1,4.5
600.9,19.18,5,1.05,5.8,6.9
618.9,5.71,5,1.65,6.7,6.5
630,11.22,4,1.55,12.2,3
