"word","borrowing","age_oldest","age_youngest","age_oldest_num","age_youngest_num","word.1","phonology","phonlength","AoA","subtlexzipf","conc","cat","AoA_obj","source.language","source.word","source.language.mean.word.length","source.language.word.freq","source.word.length"
"awl",5,"Proto-Germanic","Proto-Germanic","2500","2500","awl","$l",2,"10.75","1.65","3.81","Noun",14,"English",NA,3.45098039215686,0.142987132676069,2
"bridge",5,"Proto-Germanic","Proto-Germanic","2500","2500","bridge","brI_",4,"5.58","4.71","4.97","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"limp",5,"Proto-Germanic","Proto-Germanic","2500","2500","limp","lImp",4,"7.16","3.35","4.15","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"queen",5,"Proto-Germanic","Proto-Germanic","2500","2500","queen","kwin",4,"4.42","5.08","4.45","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"rainbow",5,"Proto-Germanic","Proto-Germanic","2500","2500","rainbow","r1nb5",5,"4.26","4.18","4.57","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"roof",5,"Proto-Germanic","Proto-Germanic","2500","2500","roof","ruf",3,"5.00","4.72","4.79","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"room",5,"Proto-Germanic","Proto-Germanic","2500","2500","room","rum",3,"4.22","5.60","4.79","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"chicken",5,"Proto-Germanic","Proto-Germanic","2500","2500","chicken","JIkIn",5,"3.26","4.82","4.80","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"toe",5,"Proto-Germanic","Proto-Germanic","2500","2500","toe","t5",2,"3.00","4.08","4.93","Noun",2,"English",NA,3.45098039215686,0.142987132676069,2
"top",5,"Proto-Germanic","Proto-Germanic","2500","2500","top","tQp",3,"3.89","5.64","3.93","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"gate",5,"Proto-Germanic","Proto-Germanic","2500","2500","gate","g1t",3,"5.32","4.34","4.96","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"oath",5,"Proto-Germanic","Proto-Germanic","2500","2500","oath","5T",2,"11.39","3.54","2.79","Noun",4,"English",NA,3.45098039215686,0.142987132676069,2
"world",5,"Proto-Germanic","Proto-Germanic","2500","2500","world","w3ld",4,"5.32","5.88","4.36","Noun",6,"English",NA,3.45098039215686,0.32410416739909,4
"bed",5,"Proto-Germanic","Proto-Germanic","2500","2500","bed","bEd",3,"2.89","5.12","5.00","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"bee",5,"Proto-Germanic","Proto-Germanic","2500","2500","bee","bi",2,"5.00","4.19","4.88","Noun",2,"English",NA,3.45098039215686,0.142987132676069,2
"neck",5,"Proto-Germanic","Proto-Germanic","2500","2500","neck","nEk",3,"3.00","4.65","5.00","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"drip",5,"Proto-Germanic","Proto-Germanic","2500","2500","drip","drIp",4,"5.89","3.60","4.14","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"owl",5,"Proto-Germanic","Proto-Germanic","2500","2500","owl","6l",2,"6.21","4.07","4.93","Noun",2,"English",NA,3.45098039215686,0.142987132676069,2
"thief",5,"Proto-Germanic","Proto-Germanic","2500","2500","thief","Tif",3,"7.22","3.91","4.37","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"clothes",5,"Proto-Germanic","Proto-Germanic","2500","2500","clothes","kl5Dz",5,"3.11","4.74","4.76","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"spear",5,"Proto-Germanic","Proto-Germanic","2500","2500","spear","sp7R",4,"7.22","3.42","5.00","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"midday",5,"Proto-Germanic","Proto-Germanic","2500","2500","midday","mIdd1",5,"7.37","3.64","3.72","Noun",4,"English",NA,3.45098039215686,0.0953247551173794,5
"king",5,"Proto-Germanic","Proto-Germanic","2500","2500","king","kIN",3,"5.42","5.09","4.10","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"sink",5,"Proto-Germanic","1566","2500","434","sink","sINk",4,"4.47","4.26","4.74","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"house",5,"Proto-Germanic","Proto-Germanic","2500","2500","house","h6z",3,"3.16","5.83","5.00","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"lung",5,"Proto-Germanic","Proto-Germanic","2500","2500","lung","lVN",3,"7.16","3.81","4.82","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"tree",5,"Proto-Germanic","Proto-Germanic","2500","2500","tree","tri",3,"3.57","4.95","5.00","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"dye",5,"Proto-Germanic","Proto-Germanic","2500","2500","dye","d2",2,"7.56","3.49","4.58","Noun",4,"English",NA,3.45098039215686,0.142987132676069,2
"axe",5,"Proto-Germanic","Proto-Germanic","2500","2500","axe","{ks",3,"6.11","3.85","5.00","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"life",5,"Proto-Germanic","Proto-Germanic","2500","2500","life","l2f",3,"5.89","5.81","2.69","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"hair",5,"Proto-Germanic","Proto-Germanic","2500","2500","hair","h8R",3,"3.17","5.03","4.97","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"stepfather",5,"Proto-Germanic","Proto-Germanic","2500","2500","stepfather","stEpf#D@R",9,"8.42","2.99","4.00","Noun",2,"English",NA,3.45098039215686,1.50635287271151e-07,9
"stepmother",5,"Proto-Germanic","Proto-Germanic","2500","2500","stepmother","stEpmVD@R",9,"6.33","2.96","4.23","Noun",2,"English",NA,3.45098039215686,1.50635287271151e-07,9
"dew",5,"Proto-Germanic","Proto-Germanic","2500","2500","dew","dju",3,"7.37","3.09","4.38","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"west",5,"Proto-Germanic","Proto-Germanic","2500","2500","west","wEst",4,"5.89","5.29","3.44","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"yolk",5,"Proto-Germanic","Proto-Germanic","2500","2500","yolk","j5k",3,"5.89","3.52","4.78","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"elbow",5,"Proto-Germanic","Proto-Germanic","2500","2500","elbow","Elb5",4,"4.78","3.85","5.00","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"breast",5,"Proto-Germanic","Proto-Germanic","2500","2500","breast","brEst",5,"6.60","4.19","4.89","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"rafter",5,"Proto-Germanic","Proto-Germanic","2500","2500","rafter","r#ft@R",6,"10.74","2.36","4.97","Noun",8,"English",NA,3.45098039215686,0.00953247551173794,6
"buttocks",5,"Proto-Germanic","Proto-Germanic","2500","2500","buttocks","bVt@ks",6,"7.72","3.08","4.83","Noun",2,"English",NA,3.45098039215686,0.00953247551173794,6
"rope",5,"Proto-Germanic","Proto-Germanic","2500","2500","rope","r5p",3,"5.44","4.30","4.93","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"chin",5,"Proto-Germanic","Proto-Germanic","2500","2500","chin","JIn",3,"4.22","3.93","4.89","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"web",5,"Proto-Germanic","Proto-Germanic","2500","2500","web","wEb",3,"5.37","4.17","4.37","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"steam",5,"Proto-Germanic","Proto-Germanic","2500","2500","steam","stim",4,"6.26","4.39","4.50","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"wound",5,"Proto-Germanic","Proto-Germanic","2500","2500","wound","w6nd",4,"7.52","4.10","4.24","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"way",5,"Proto-Germanic","Proto-Germanic","2500","2500","way","w1",2,"5.39","6.12","2.34","Noun",4,"English",NA,3.45098039215686,0.142987132676069,2
"south",5,"Proto-Germanic","Proto-Germanic","2500","2500","south","s6T",3,"6.06","5.36","3.84","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"hell",5,"Proto-Germanic","Proto-Germanic","2500","2500","hell","hEl",3,"5.11","4.89","2.41","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"weapons",5,"Proto-Germanic","Proto-Germanic","2500","2500","weapons","wEp@nz",6,"6.95","4.38","4.76","Noun",NA,"English",NA,3.45098039215686,0.00953247551173794,6
"sword",5,"Proto-Germanic","Proto-Germanic","2500","2500","sword","s$d",3,"5.45","4.09","4.93","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"wife",5,"Proto-Germanic","Proto-Germanic","2500","2500","wife","w2f",3,"5.67","5.15","4.13","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"throat",5,"Proto-Germanic","Proto-Germanic","2500","2500","throat","Tr5t",4,"5.09","4.16","4.97","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"lamb",5,"Proto-Germanic","Proto-Germanic","2500","2500","lamb","l{m",3,"4.15","4.61","4.97","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"tail",5,"Proto-Germanic","Proto-Germanic","2500","2500","tail","t1l",3,"3.70","4.45","4.96","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"stone",5,"Proto-Germanic","Proto-Germanic","2500","2500","stone","st5n",4,"4.44","4.84","4.72","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"storm",5,"Proto-Germanic","Proto-Germanic","2500","2500","storm","st$m",4,"4.94","4.46","4.70","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"friend",5,"Proto-Germanic","Proto-Germanic","2500","2500","friend","frEnd",5,"3.57","5.29","3.07","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"braid",5,"Proto-Germanic","Proto-Germanic","2500","2500","braid","br1d",4,"7.22","2.59","4.38","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"duck",5,"Proto-Germanic","Proto-Germanic","2500","2500","duck","dVk",3,"3.50","4.53","4.86","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"rib",5,"Proto-Germanic","Proto-Germanic","2500","2500","rib","rIb",3,"6.30","3.52","4.90","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"dust",5,"Proto-Germanic","Proto-Germanic","2500","2500","dust","dVst",4,"5.06","4.39","4.40","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"ram",5,"Proto-Germanic","Proto-Germanic","2500","2500","ram","r{m",3,"8.32","3.65","4.55","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"ship",5,"Proto-Germanic","Proto-Germanic","2500","2500","ship","SIp",3,"5.33","4.77","4.87","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"shit",5,"Proto-Germanic","Proto-Germanic","2500","2500","shit","SIt",3,"6.53","4.68","4.33","Noun",NA,"English",NA,3.45098039215686,0.390831495981255,3
"rain",5,"Proto-Germanic","Proto-Germanic","2500","2500","rain","r1n",3,"3.60","5.08","4.97","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"snake",5,"Proto-Germanic","Proto-Germanic","2500","2500","snake","sn1k",4,"5.10","4.36","5.00","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"thing",5,"Proto-Germanic","Proto-Germanic","2500","2500","thing","TIN",3,"4.58","5.94","3.17","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"heaven",5,"Proto-Germanic","Proto-Germanic","2500","2500","heaven","hEvH",4,"4.22","4.60","1.81","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"belly",5,"Proto-Germanic","Proto-Germanic","2500","2500","belly","bElI",4,"4.05","4.08","4.80","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"north",5,"Proto-Germanic","Proto-Germanic","2500","2500","north","n$T",3,"6.55","5.32","4.14","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"miss",5,"Proto-Germanic","Proto-Germanic","2500","2500","miss","mIs",3,"6.33","5.21","2.54","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"waist",5,"Proto-Germanic","Proto-Germanic","2500","2500","waist","w1st",4,"6.42","3.71","4.72","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"foal",5,"Proto-Germanic","Proto-Germanic","2500","2500","foal","f5l",3,"8.44","3.15","4.32","Noun",12,"English",NA,3.45098039215686,0.390831495981255,3
"shield",5,"Proto-Germanic","Proto-Germanic","2500","2500","shield","Sild",4,"6.50","3.80","4.66","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"neighbour",5,"Proto-Germanic","Proto-Germanic","2500","2500","neighbour","n1b@R",5,"5.06","4.24","4.64","Noun",NA,"English",NA,3.45098039215686,0.0953247551173794,5
"stepson",5,"Proto-Germanic","Proto-Germanic","2500","2500","stepson","stEpsVn",7,"7.94","2.70","3.68","Noun",4,"English",NA,3.45098039215686,0.00953247551173794,7
"drink",5,"Proto-Germanic","Proto-Germanic","2500","2500","drink","drINk",5,"3.47","5.06","4.76","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"horse",5,"Proto-Germanic","Proto-Germanic","2500","2500","horse","h$s",3,"4.15","4.99","5.00","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"god",5,"Proto-Germanic","Proto-Germanic","2500","2500","god","gQd",3,"4.35","5.38","2.07","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"hand",5,"Proto-Germanic","Proto-Germanic","2500","2500","hand","h{nd",4,"2.74","5.44","4.72","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"whetstone",5,"Proto-Germanic","Proto-Germanic","2500","2500","whetstone","wEtst5n",7,"12.80","1.81","4.68","Noun",12,"English",NA,3.45098039215686,0.00953247551173794,7
"thread",5,"Proto-Germanic","Proto-Germanic","2500","2500","thread","TrEd",4,"7.06","3.74","4.83","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"spoon",5,"Proto-Germanic","Proto-Germanic","2500","2500","spoon","spun",4,"2.50","4.29","4.96","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"embers",5,"Proto-Germanic","Proto-Germanic","2500","2500","embers","Emb@z",5,"10.50","2.73","4.36","Noun",NA,"English",NA,3.45098039215686,0.0953247551173794,5
"bead",5,"Proto-Germanic","Proto-Germanic","2500","2500","bead","bid",3,"5.63","2.93","4.90","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"beam",5,"Proto-Germanic","Proto-Germanic","2500","2500","beam","bim",3,"8.78","3.97","3.96","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"bean",5,"Proto-Germanic","Proto-Germanic","2500","2500","bean","bin",3,"3.42","4.06","5.00","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"bear",5,"Proto-Germanic","Proto-Germanic","2500","2500","bear","b8R",3,"3.58","4.88","4.88","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"road",5,"Proto-Germanic","Proto-Germanic","2500","2500","road","r5d",3,"4.55","5.28","4.75","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"mainland",5,"Proto-Germanic","Proto-Germanic","2500","2500","mainland","m1nl@nd",7,"11.63","3.91","4.31","Noun",10,"English",NA,3.45098039215686,0.00953247551173794,7
"shears",5,"Proto-Germanic","Proto-Germanic","2500","2500","shears","S7z",3,"9.46","2.94","4.61","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"board",5,"Proto-Germanic","Proto-Germanic","2500","2500","board","b$d",3,"6.37","5.10","4.57","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"tin",5,"Proto-Germanic","1795","2500","205","tin","tIn",3,"6.79","4.35","4.87","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"tap",5,"Proto-Germanic","Proto-Germanic","2500","2500","tap","t{p",3,"5.84","4.33","4.29","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"womb",5,"Proto-Germanic","Proto-Germanic","2500","2500","womb","wum",3,"9.48","3.46","4.37","Noun",10,"English",NA,3.45098039215686,0.390831495981255,3
"witness",5,"Proto-Germanic","Proto-Germanic","2500","2500","witness","wItnIs",6,"8.74","4.28","4.07","Noun",4,"English",NA,3.45098039215686,0.00953247551173794,6
"wrist",5,"Proto-Germanic","Proto-Germanic","2500","2500","wrist","rIst",4,"5.94","3.84","4.93","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"heel",5,"Proto-Germanic","Proto-Germanic","2500","2500","heel","hil",3,"7.85","3.81","4.86","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"elf",5,"Proto-Germanic","Proto-Germanic","2500","2500","elf","Elf",3,"4.32","3.25","4.30","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"groan",5,"Proto-Germanic","Proto-Germanic","2500","2500","groan","gr5n",4,"8.70","3.04","4.09","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"bull",5,"Proto-Germanic","Proto-Germanic","2500","2500","bull","bUl",3,"4.53","4.28","4.85","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"deer",5,"Proto-Germanic","Proto-Germanic","2500","2500","deer","d7R",3,"5.17","4.26","4.86","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"bone",5,"Proto-Germanic","Proto-Germanic","2500","2500","bone","b5n",3,"5.53","4.51","4.90","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"hip",5,"Proto-Germanic","Proto-Germanic","2500","2500","hip","hIp",3,"6.17","4.37","4.21","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"hat",5,"Proto-Germanic","Proto-Germanic","2500","2500","hat","h{t",3,"3.33","4.76","4.88","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"shoulder",5,"Proto-Germanic","Proto-Germanic","2500","2500","shoulder","S5ld@R",6,"4.50","4.46","4.93","Noun",2,"English",NA,3.45098039215686,0.00953247551173794,6
"hay",5,"Proto-Germanic","Proto-Germanic","2500","2500","hay","h1",2,"5.32","4.06","4.87","Noun",2,"English",NA,3.45098039215686,0.142987132676069,2
"land",5,"Proto-Germanic","1300","2500","700","land","l{nd",4,"5.22","5.18","4.57","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"bow",5,"Proto-Germanic","Proto-Germanic","2500","2500","bow","b5",2,"4.95","4.22","4.61","Noun",2,"English",NA,3.45098039215686,0.142987132676069,2
"meat",5,"Proto-Germanic","Proto-Germanic","2500","2500","meat","mit",3,"4.42","4.80","4.90","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"yard",5,"Proto-Germanic","Proto-Germanic","2500","2500","yard","j#d",3,"3.94","4.33","4.82","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"mare",5,"Proto-Germanic","Proto-Germanic","2500","2500","mare","m#r1",4,"8.84","3.65","4.75","Noun",6,"English",NA,3.45098039215686,0.32410416739909,4
"crow",5,"Proto-Germanic","Proto-Germanic","2500","2500","crow","kr5",3,"5.74","3.65","4.93","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"louse",5,"Proto-Germanic","Proto-Germanic","2500","2500","louse","l6s",3,"10.26","2.67","#N/A","Noun",6,"English",NA,3.45098039215686,0.390831495981255,3
"nettle",5,"Proto-Germanic","Proto-Germanic","2500","2500","nettle","nEtP",4,"14.33","3.08","3.88","Noun",12,"English",NA,3.45098039215686,0.32410416739909,4
"dove",5,"Proto-Germanic","Proto-Germanic","2500","2500","dove","d5v",3,"6.63","3.46","4.88","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"fear",5,"Proto-Germanic","Proto-Germanic","2500","2500","fear","f7R",3,"4.79","4.84","2.57","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"oak",5,"Proto-Germanic","Proto-Germanic","2500","2500","oak","5k",2,"7.35","4.23","4.82","Noun",2,"English",NA,3.45098039215686,0.142987132676069,2
"flesh",5,"Proto-Germanic","Proto-Germanic","2500","2500","flesh","flES",4,"8.30","4.15","4.59","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"ice",5,"Proto-Germanic","Proto-Germanic","2500","2500","ice","2s",2,"3.86","4.98","4.89","Noun",2,"English",NA,3.45098039215686,0.142987132676069,2
"oar",5,"Proto-Germanic","Proto-Germanic","2500","2500","oar","$R",2,"5.83","3.03","4.84","Noun",2,"English",NA,3.45098039215686,0.142987132676069,2
"thigh",5,"Proto-Germanic","Proto-Germanic","2500","2500","thigh","T2",2,"6.42","3.48","4.90","Noun",6,"English",NA,3.45098039215686,0.142987132676069,2
"wave",5,"Proto-Germanic","Proto-Germanic","2500","2500","wave","w1v",3,"4.26","4.55","4.55","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"leaf",5,"Proto-Germanic","Proto-Germanic","2500","2500","leaf","lif",3,"4.60","4.29","5.00","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"honey",5,"Proto-Germanic","Proto-Germanic","2500","2500","honey","hVnI",4,"5.44","4.60","4.88","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"barley",5,"Proto-Germanic","Proto-Germanic","2500","2500","barley","b#lI",4,"9.80","3.61","4.59","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"frog",5,"Proto-Germanic","Proto-Germanic","2500","2500","frog","frQg",4,"4.32","4.05","5.00","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"teat",5,"Proto-Germanic","Proto-Germanic","2500","2500","teat","tit",3,"11.94","2.71","4.38","Noun",12,"English",NA,3.45098039215686,0.390831495981255,3
"flea",5,"Proto-Germanic","Proto-Germanic","2500","2500","flea","fli",3,"7.79","3.50","4.89","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"wheat",5,"Proto-Germanic","Proto-Germanic","2500","2500","wheat","wit",3,"6.53","3.95","4.89","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"bread",5,"Proto-Germanic","Proto-Germanic","2500","2500","bread","brEd",4,"3.58","4.69","4.92","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"song",5,"Proto-Germanic","Proto-Germanic","2500","2500","song","sQN",3,"4.26","5.10","4.46","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"guts",5,"Proto-Germanic","Proto-Germanic","2500","2500","guts","gVts",4,"6.96","3.92","3.85","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"side",5,"Proto-Germanic","Proto-Germanic","2500","2500","side","s2d",3,"4.72","5.55","3.68","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"hawk",5,"Proto-Germanic","Proto-Germanic","2500","2500","hawk","h$k",3,"6.74","3.66","4.93","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"twelve",5,"Proto-Germanic","Proto-Germanic","2500","2500","twelve","twElv",5,"4.48","3.66","3.61","Number",4,"English",NA,3.45098039215686,0.0953247551173794,5
"next",5,"Proto-Germanic","Proto-Germanic","2500","2500","next","nEkst",5,"4.35","5.89","2.56","Number",2,"English",NA,3.45098039215686,0.0953247551173794,5
"under",5,"Proto-Germanic","Proto-Germanic","2500","2500","under","Vnd@R",5,"5.89","5.60","3.45","Preposition",2,"English",NA,3.45098039215686,0.0953247551173794,5
"through",5,"Proto-Germanic","Proto-Germanic","2500","2500","through","Tru",3,"5.82","5.94","2.90","Preposition",2,"English",NA,3.45098039215686,0.390831495981255,3
"behind",5,"Proto-Germanic","Proto-Germanic","2500","2500","behind","bIh2nd",6,"4.90","5.42","3.48","Preposition",2,"English",NA,3.45098039215686,0.00953247551173794,6
"near",5,"Proto-Germanic","Proto-Germanic","2500","2500","near","n7R",3,"5.41","5.08","2.79","Preposition",2,"English",NA,3.45098039215686,0.390831495981255,3
"nothing",5,"Proto-Germanic","Proto-Germanic","2500","2500","nothing","nVTIN",5,"5.21","5.64","2.21","Pronoun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"who",5,"Proto-Germanic","Proto-Germanic","2500","2500","who","hu",2,"3.81","6.32","1.74","Pronoun",2,"English",NA,3.45098039215686,0.142987132676069,2
"beget",5,"Proto-Germanic","Proto-Germanic","2500","2500","beget","bIgEt",5,"14.20","2.17","2.25","Verb",13,"English",NA,3.45098039215686,0.0953247551173794,5
"build",5,"Proto-Germanic","Proto-Germanic","2500","2500","build","bIld",4,"4.45","5.07","3.71","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"threaten",5,"Proto-Germanic","Proto-Germanic","2500","2500","threaten","TrEtH",5,"8.95","3.77","2.63","Verb",6,"English",NA,3.45098039215686,0.0953247551173794,5
"shine",5,"Proto-Germanic","Proto-Germanic","2500","2500","shine","S2n",3,"5.79","4.34","3.85","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"weep",5,"Proto-Germanic","Proto-Germanic","2500","2500","weep","wip",3,"8.50","3.40","4.54","Verb",4,"English",NA,3.45098039215686,0.390831495981255,3
"bake",5,"Proto-Germanic","Proto-Germanic","2500","2500","bake","b1k",3,"5.50","4.22","4.21","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"dribble",5,"Proto-Germanic","Proto-Germanic","2500","2500","dribble","drIbP",5,"6.50","3.18","3.83","Verb",6,"English",NA,3.45098039215686,0.0953247551173794,5
"plough",5,"Proto-Germanic","Proto-Germanic","2500","2500","plough","pl6",3,"7.11","3.64","3.88","Verb",8,"English",NA,3.45098039215686,0.390831495981255,3
"write",5,"Proto-Germanic","Proto-Germanic","2500","2500","write","r2t",3,"4.89","4.89","4.22","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"become",5,"Proto-Germanic","Proto-Germanic","2500","2500","become","bIkVm",5,"5.85","5.28","1.54","Verb",4,"English",NA,3.45098039215686,0.0953247551173794,5
"wipe",5,"Proto-Germanic","Proto-Germanic","2500","2500","wipe","w2p",3,"4.83","4.00","4.00","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"listen",5,"Proto-Germanic","Proto-Germanic","2500","2500","listen","lIsH",4,"5.40","5.25","3.47","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"follow",5,"Proto-Germanic","Proto-Germanic","2500","2500","follow","fQl5",4,"5.11","4.96","3.26","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"yawn",5,"Proto-Germanic","Proto-Germanic","2500","2500","yawn","j$n",3,"5.30","3.26","4.46","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"send",5,"Proto-Germanic","Proto-Germanic","2500","2500","send","sEnd",4,"5.68","4.95","2.70","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"whisper",5,"Proto-Germanic","Proto-Germanic","2500","2500","whisper","wIsp@R",6,"4.26","3.67","4.34","Verb",4,"English",NA,3.45098039215686,0.00953247551173794,6
"wake",5,"Proto-Germanic","Proto-Germanic","2500","2500","wake","w1k",3,"5.63","4.64","3.11","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"wash",5,"Proto-Germanic","Proto-Germanic","2500","2500","wash","wQS",3,"4.00","4.54","4.35","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"see",5,"Proto-Germanic","Proto-Germanic","2500","2500","see","si",2,"3.06","6.34","3.21","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
"float",5,"Proto-Germanic","Proto-Germanic","2500","2500","float","fl5t",4,"5.39","3.96","4.07","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"hate",5,"Proto-Germanic","Proto-Germanic","2500","2500","hate","h1t",3,"5.53","4.81","1.97","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"lose",5,"Proto-Germanic","Proto-Germanic","2500","2500","lose","luz",3,"5.78","5.11","2.25","Verb",4,"English",NA,3.45098039215686,0.390831495981255,3
"saw",5,"Proto-Germanic","Proto-Germanic","2500","2500","saw","s$",2,"5.36","5.40","4.46","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
