"word","borrowing","age_oldest","age_youngest","age_oldest_num","age_youngest_num","word.1","phonology","phonlength","AoA","subtlexzipf","conc","cat","AoA_obj","source.language","source.word","source.language.mean.word.length","source.language.word.freq","source.word.length"
"tongs",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","tongs","tQNz",4,"7.78","3.27","5.00","Noun",6,"English",NA,3.45098039215686,0.32410416739909,4
"bottom",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","bottom","bQt@m",5,"5.28","5.05","4.25","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"wedding",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","wedding","wEdIN",5,"6.00","4.95","3.92","Noun",4,"English",NA,3.45098039215686,0.0953247551173794,5
"sand",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","sand","s{nd",4,"4.63","4.51","5.00","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"head",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","head","hEd",3,"3.42","5.61","4.75","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"hen",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","hen","hEn",3,"6.39","3.96","4.90","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"ox",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","ox","Qks",3,"4.72","3.39","4.86","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"freeman",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","freeman","frim@n",6,"11.38","3.49","3.32","Noun",4,"English",NA,3.45098039215686,0.00953247551173794,6
"mead",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","mead","mid",3,"11.38","3.35","4.22","Noun",14,"English",NA,3.45098039215686,0.390831495981255,3
"meal",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","meal","mil",3,"4.74","4.53","4.62","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"shade",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","shade","S1d",3,"6.37","3.98","3.38","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"corn",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","corn","k$n",3,"4.61","3.94","4.96","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"lightning",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","lightning","l2tnIN",6,"4.76","4.00","4.59","Noun",4,"English",NA,3.45098039215686,0.00953247551173794,6
"clay",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","clay","kl1",3,"5.32","4.18","4.93","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"widow",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","widow","wId5",4,"9.00","3.78","4.33","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"horn",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","horn","h$n",3,"4.84","4.10","5.00","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"birch",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","birch","b3J",3,"10.84","3.43","4.12","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"seed",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","seed","sid",3,"4.72","4.24","4.71","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"hill",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","hill","hIl",3,"3.47","4.71","4.93","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"arse",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","arse","#s",2,"#N/A","4.04","#N/A","Noun",NA,"English",NA,3.45098039215686,0.142987132676069,2
"grave",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","grave","gr#v",4,"7.06","4.20","4.56","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"milk",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","milk","mIlk",4,"3.37","4.73","4.92","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"wheel",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","wheel","wil",3,"4.40","4.51","4.86","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"sweets",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","sweets","swits",5,"4.53","3.94","4.83","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"year",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","year","j7R",3,"5.24","5.92","3.25","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"dough",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","dough","d5",2,"6.63","4.05","4.79","Noun",4,"English",NA,3.45098039215686,0.142987132676069,2
"last",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","last","l#st",4,"4.35","5.97","3.04","Number",2,"English",NA,3.45098039215686,0.32410416739909,4
"fifteen",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","fifteen","fIftin",6,"6.10","3.26","3.37","Number",2,"English",NA,3.45098039215686,0.00953247551173794,6
"six",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","six","sIks",4,"5.25","5.47","3.43","Number",2,"English",NA,3.45098039215686,0.32410416739909,4
"seven",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","seven","sEvH",4,"5.36","5.22","3.72","Number",2,"English",NA,3.45098039215686,0.32410416739909,4
"two",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","two","tu",2,"4.24","6.18","4.18","Number",2,"English",NA,3.45098039215686,0.142987132676069,2
"first",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","first","f3st",4,"4.39","6.17","2.76","Number",2,"English",NA,3.45098039215686,0.32410416739909,4
"five",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","five","f2v",3,"4.51","5.65","3.87","Number",2,"English",NA,3.45098039215686,0.390831495981255,3
"nine",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","nine","n2n",3,"3.23","5.07","4.04","Number",2,"English",NA,3.45098039215686,0.390831495981255,3
"eight",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","eight","1t",2,"5.36","5.22","4.04","Number",2,"English",NA,3.45098039215686,0.142987132676069,2
"three",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","three","Tri",3,"3.69","5.94","3.62","Number",2,"English",NA,3.45098039215686,0.390831495981255,3
"third",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","third","T3d",3,"4.58","5.17","3.44","Number",2,"English",NA,3.45098039215686,0.390831495981255,3
"four",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","four","f$R",3,"4.93","5.67","3.37","Number",2,"English",NA,3.45098039215686,0.390831495981255,3
"ten",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","ten","tEn",3,"3.58","5.39","3.39","Number",NA,"English",NA,3.45098039215686,0.390831495981255,3
"eleven",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","eleven","IlEvH",5,"5.78","3.71","3.93","Number",2,"English",NA,3.45098039215686,0.0953247551173794,5
"twenty",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","twenty","twEntI",6,"#N/A","3.72","3.67","Number",2,"English",NA,3.45098039215686,0.00953247551173794,6
"with",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","with","wID",3,"4.44","6.75","2.00","Preposition",2,"English",NA,3.45098039215686,0.390831495981255,3
"in",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","in","In",2,"3.69","7.17","3.00","Preposition",2,"English",NA,3.45098039215686,0.142987132676069,2
"at",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","at","{t",2,"4.04","6.69","2.07","Preposition",2,"English",NA,3.45098039215686,0.142987132676069,2
"after",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","after","#ft@R",5,"6.00","5.94","2.12","Preposition",2,"English",NA,3.45098039215686,0.0953247551173794,5
"I",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","I","2",1,"2.79","7.33","3.93","Pronoun",2,"English",NA,3.45098039215686,0.0276693735464591,1
"he",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","he","hi",2,"3.81","6.82","3.93","Pronoun",2,"English",NA,3.45098039215686,0.142987132676069,2
"it",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","it","It",2,"4.40","7.33","2.81","Pronoun",2,"English",NA,3.45098039215686,0.142987132676069,2
"we",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","we","wi",2,"5.04","7.00","3.08","Pronoun",2,"English",NA,3.45098039215686,0.142987132676069,2
"she",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","she","Si",2,"3.57","6.42","3.36","Pronoun",2,"English",NA,3.45098039215686,0.142987132676069,2
"bend",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","bend","bEnd",4,"5.56","4.17","3.88","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"work",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","work","w3k",3,"5.86","5.99","3.48","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"do",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","do","du",2,"3.60","6.85","2.46","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
"eat",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","eat","it",2,"2.78","5.21","4.44","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
"rake",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","rake","r1k",3,"5.32","3.40","4.84","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"lie",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","lie","l2",2,"3.75","4.77","3.11","Verb",4,"English",NA,3.45098039215686,0.142987132676069,2
"throw",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","throw","Tr5",3,"4.14","4.88","4.04","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"carve",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","carve","k#v",3,"6.35","3.57","3.69","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"fathom",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","fathom","f{D@m",5,"11.44","2.93","2.07","Verb",8,"English",NA,3.45098039215686,0.0953247551173794,5
"sit",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","sit","sIt",3,"3.47","5.14","4.80","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"sew",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","sew","s5",2,"6.05","3.36","3.93","Verb",NA,"English",NA,3.45098039215686,0.142987132676069,2
"say",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","say","s1",2,"3.42","6.13","2.58","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
"ask",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","ask","#sk",3,"2.89","5.41","2.52","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"thresh",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","thresh","TrES",4,"14.00","1.90","#N/A","Verb",6,"English",NA,3.45098039215686,0.32410416739909,4
"fall",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","fall","f$l",3,"4.71","5.01","4.04","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"bind",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","bind","b2nd",4,"10.24","3.48","3.40","Verb",6,"English",NA,3.45098039215686,0.32410416739909,4
"fold",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","fold","f5ld",4,"4.95","4.04","4.13","Verb",4,"English",NA,3.45098039215686,0.32410416739909,4
"find",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","find","f2nd",4,"5.78","5.89","2.63","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"breathe",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","breathe","briD",4,"4.11","4.35","4.07","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"stand",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","stand","st{nd",5,"4.39","5.25","4.16","Verb",2,"English",NA,3.45098039215686,0.0953247551173794,5
"chew",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","chew","Ju",2,"4.05","3.83","3.93","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
"be",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","be","bi",2,"5.11","6.80","1.85","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
"grind",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","grind","gr2nd",5,"8.37","3.63","3.97","Verb",2,"English",NA,3.45098039215686,0.0953247551173794,5
"comb",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","comb","k5m",3,"5.50","3.59","5.00","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"come",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","come","kVm",3,"3.32","6.26","2.72","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"freeze",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","freeze","friz",4,"4.89","4.30","3.96","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"know",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","know","n5",2,"4.50","6.43","1.68","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
"think",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","think","TINk",4,"4.75","6.51","2.41","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"weigh",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","weigh","w1",2,"6.62","4.02","3.79","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
"have",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","have","h{v",3,"3.72","6.90","2.18","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"dare",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","dare","d8R",3,"6.63","4.40","2.28","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"sow",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","sow","s5",2,"9.67","3.62","4.04","Verb",6,"English",NA,3.45098039215686,0.142987132676069,2
"hang",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","hang","h{N",3,"6.68","4.99","3.70","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"lick",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","lick","lIk",3,"4.30","3.86","4.52","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"weave",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","weave","wiv",3,"9.89","3.60","4.20","Verb",4,"English",NA,3.45098039215686,0.390831495981255,3
"laugh",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","laugh","l#f",3,"3.79","4.77","4.21","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"go",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","go","g5",2,"3.37","6.43","3.15","Verb",2,"English",NA,3.45098039215686,0.142987132676069,2
"bore",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","bore","b$R",3,"8.91","3.76","2.96","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"elk",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","elk","Elk",3,"7.05","3.16","4.93","Verb",6,"English",NA,3.45098039215686,0.390831495981255,3
"bite",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","bite","b2t",3,"3.58","4.45","4.44","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"born",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","born","b$n",3,"4.68","5.05","3.22","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"thatch",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","thatch","T{J",3,"10.72","3.21","3.83","Verb",6,"English",NA,3.45098039215686,0.390831495981255,3
"feel",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","feel","fil",3,"5.11","5.73","2.28","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"broken",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","broken","br5k@n",6,"#N/A","4.86","4.11","Verb",2,"English",NA,3.45098039215686,0.00953247551173794,6
"hide",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","hide","h2d",3,"4.47","4.66","3.21","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"seek",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","seek","sik",3,"6.94","4.39","2.68","Verb",4,"English",NA,3.45098039215686,0.390831495981255,3
"sneeze",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","sneeze","sniz",4,"4.17","3.47","4.03","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"leave",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","leave","liv",3,"5.58","5.49","2.53","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"tear",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","tear","t8R",3,"4.89","4.23","4.56","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"break",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","break","br1k",4,"5.30","5.23","3.71","Verb",2,"English",NA,3.45098039215686,0.32410416739909,4
"stall",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","stall","st$l",4,"7.75","4.18","4.37","Verb",4,"English",NA,3.45098039215686,0.32410416739909,4
"love",5,"Proto-Indo-European","Proto-Indo-European","6000","6000","love","lVv",3,"5.17","5.88","2.07","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"dawn",4,"1599","1599","401","401","dawn","d$n",3,"7.00","4.34","4.46","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"drum",4,"1541","1541","459","459","drum","drVm",4,"4.63","4.33","4.96","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"monkey",4,"1530","1530","470","470","monkey","mVNkI",5,"4.21","4.38","4.90","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"stab",4,"1530","1530","470","470","stab","st{b",4,"6.40","3.87","4.07","Verb",4,"English",NA,3.45098039215686,0.32410416739909,4
"booty",4,"1474","1474","526","526","booty","butI",4,"9.68","3.57","4.36","Noun",12,"French","butin",3.5,0.134541280442127,5
"paddle",4,"1407","1407","593","593","paddle","p{dP",4,"6.58","3.73","4.80","Noun",4,"Late Latin","padela",4.83333333333333,0.214106394688577,6
"blister",4,"1300","1300","700","700","blister","blIst@R",7,"6.74","2.97","4.71","Noun",4,"French (Anglo-Norman)","blestre",3.5,0.00961009148863515,7
"boy",4,"1300","1300","700","700","boy","b4",2,"3.67","5.28","4.76","Noun",2,"English",NA,3.45098039215686,0.142987132676069,2
"pick",4,"1250","1250","750","750","pick","pIk",3,"5.26","5.16","3.82","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"baby",4,"1230","1230","770","770","baby","b1bI",4,"3.84","5.29","5.00","Noun",2,"Welsh","baban",4.35714285714286,0.294117647058824,5
"trap",4,"Proto-West Germanic","Proto-West Germanic","2000","2000","trap","tr{p",4,"6.44","4.22","4.30","Noun",2,"English",NA,3.45098039215686,0.32410416739909,4
"rat",4,"Proto-West Germanic","Proto-West Germanic","2000","2000","rat","r{t",3,"5.11","4.23","4.85","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"beer",4,"Proto-West Germanic","Proto-West Germanic","2000","2000","beer","b7R",3,"6.11","4.47","4.88","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"wrong",4,"Proto-Germanic","Proto-Germanic","2500","2500","wrong","rQN",3,"4.22","5.58","1.83","Adjective",2,"English",NA,3.45098039215686,0.390831495981255,3
"cliff",4,"Proto-Germanic","Proto-Germanic","2500","2500","cliff","klIf",4,"7.28","4.37","4.71","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"larch",4,"Proto-Germanic","Proto-Germanic","2500","2500","larch","l#J",3,"13.64","2.60","#N/A","Noun",14,"English",NA,3.45098039215686,0.390831495981255,3
"boat",4,"Proto-Germanic","Proto-Germanic","2500","2500","boat","b5t",3,"3.84","4.89","4.93","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"spade",4,"Proto-Germanic","Proto-Germanic","2500","2500","spade","sp1d",4,"8.11","3.59","4.46","Noun",4,"English",NA,3.45098039215686,0.32410416739909,4
"choose",4,"Proto-Indo-European","Proto-Indo-European","6000","6000","choose","Juz",3,"4.74","4.92","2.62","Verb",2,"English",NA,3.45098039215686,0.390831495981255,3
"brake",3,"1772","1772","228","228","brake","br1k",4,"5.95","3.84","4.44","Noun",2,"French","braquer",3.5,0.0096100914601519,7
"outrigger",3,"1748","1748","252","252","outrigger","6trIg@R",7,"11.41","1.70","#N/A","Noun",10,"Unidentified","Unidentifiable",NA,NA,14
"shriek",3,"1577","1577","423","423","shriek","Srik",4,"8.94","2.78","3.97","Noun",6,"Old Norse","skrækja",4.2093023255814,0.0192299424020115,7
"mud",3,"1400","1400","600","600","mud","mVd",3,"4.05","4.37","4.86","Noun",2,"Dutch","modde",3.63636363636364,0.15850374800074,5
"rabbit",3,"1398","1398","602","602","rabbit","r{bIt",5,"3.94","4.39","4.93","Noun",2,"French (Walloon)","robett",4.11764705882353,0.0526315789473684,6
"crouch",3,"1394","1394","606","606","crouch","kr6J",4,"8.50","3.35","4.27","Noun",6,"French (Anglo-Norman)","crochir",3.5,0.00961009148863515,7
"rub",3,"1377","1377","623","623","rub","rVb",3,"6.00","4.08","4.33","Verb",4,"Middle Low German","rubben",3.55357142857143,0.0356178187470581,6
"gun",3,"1339","1339","661","661","gun","gVn",3,"5.58","4.60","4.83","Noun",2,"Old Norse","Gunhild",4.2093023255814,0.0192299424020115,7
"shrimp",3,"1327","1327","673","673","shrimp","SrImp",5,"7.11","3.63","4.80","Noun",4,"Middle High German","schrimpen",3.59183673469388,0.00017365818121195,9
"mumble",3,"1325","1325","675","675","mumble","mVmbP",5,"7.15","2.58","3.69","Verb",4,"Middle Low German","mummelen",3.55357142857143,0.00270107508237415,8
"blink",3,"1303","1303","697","697","blink","blINk",5,"5.63","3.74","4.39","Verb",2,"Dutch","blenken",3.63636363636364,0.00353147356954063,7
"big",3,"1300","1300","700","700","big","bIg",3,"2.89","5.94","3.66","Adjective",2,"English",NA,3.45098039215686,0.390831495981255,3
"crawl",3,"1300","1300","700","700","crawl","kr$l",4,"3.89","3.73","4.27","Verb",2,"Old Norse","krafla",4.2093023255814,0.038459884804023,6
"skull",3,"1290","1290","710","710","skull","skVl",4,"6.33","4.04","4.83","Noun",2,"Old Norse","skoltr",4.2093023255814,0.038459884804023,6
"war",3,"1154","1154","846","846","war","w$R",3,"7.67","5.34","3.63","Noun",2,"French (Anglo-Norman)","guerre",3.5,0.0288302744659055,6
"potter",3,"1100","1100","900","900","potter","pQt@R",5,"8.45","4.15","4.12","Noun",6,"Latin","pottus",4.83333333333333,0.207542493517048,6
"Thursday",3,"1000","1000","1000","1000","Thursday","T3zdI",5,"#N/A","4.51","3.03","Name",2,"Old Norse","Thórsdagr",4.2093023255814,4.21872140489237e-05,9
"cock",3,"897","897","1103","1103","cock","kQk",3,"11.32","3.98","4.79","Noun",4,"French","coq",3.5,0.259472469424101,3
"path",3,"Proto-West Germanic","Proto-West Germanic","2000","2000","path","p#T",3,"6.11","4.48","4.41","Noun",2,"Unidentified","Unidentifiable",NA,NA,14
"again",3,"Proto-Germanic","Proto-Germanic","2500","2500","again","@gEn",4,"5.78","5.84","2.00","Adverb",2,"English",NA,3.45098039215686,0.32410416739909,4
"knife",3,"Proto-Germanic","Proto-Germanic","2500","2500","knife","n2f",3,"4.15","4.49","4.90","Noun",2,"Old Norse","knifr",4.2093023255814,0.192299424020115,5
"whale",3,"Proto-Germanic","Proto-Germanic","2500","2500","whale","w1l",3,"5.47","4.14","4.96","Noun",4,"English",NA,3.45098039215686,0.390831495981255,3
"soap",3,"Proto-Germanic","Proto-Germanic","2500","2500","soap","s5p",3,"3.17","4.10","4.93","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"cat",3,"Proto-Germanic","Proto-Germanic","2500","2500","cat","k{t",3,"3.68","4.83","4.86","Noun",2,"English",NA,3.45098039215686,0.390831495981255,3
"trousers",2,"1681","1681","319","319","trousers","tr6z@z",6,"7.89","4.24","4.93","Noun",6,"Gaelic (Scottish)","triubhas",4.84782608695652,0.0217391304347826,8
"slip",2,"1667","1667","333","333","slip","slIp",4,"6.17","4.33","4.10","Verb",2,"Dutch","slippen",3.63636363636364,0.00353147356954063,7
"swamp",2,"1624","1624","376","376","swamp","swQmp",5,"7.95","3.51","4.96","Noun",2,"Middle Low German","swampen",3.55357142857143,0.0356178187470581,7
"astonished",2,"1576","1576","424","424","astonished","@stQnISt",8,"10.58","3.42","2.15","Adjective",NA,"French (Anglo-Norman)","estoner",3.5,0.00961009148863515,7
"rug",2,"1558","1558","442","442","rug","rVg",3,"4.61","3.57","4.79","Noun",2,"Norwegian","rugga",4.55263157894737,0.102040816326531,5
"lazy",2,"1549","1549","451","451","lazy","l1zI",4,"6.39","4.07","2.67","Adjective",2,"Middle Low German","lasich",3.55357142857143,0.0356178187470581,6
"parrot",2,"1525","1525","475","475","parrot","p{r@t",5,"5.58","3.84","5.00","Noun",2,"English",NA,3.45098039215686,0.0953247551173794,5
"peg",2,"1440","1440","560","560","peg","pEg",3,"6.83","3.67","4.93","Noun",6,"Middle Dutch","pegge",3.63636363636364,0.159090909090909,5
"barter",2,"1440","1440","560","560","barter","b#t@R",5,"10.72","2.85","2.96","Verb",12,"French","barater",3.5,0.0096100914601519,7
"gill",2,"1388","1388","612","612","gill","gIl",3,"7.39","3.88","4.33","Noun",2,"Old Norse","gil",4.2093023255814,0.288449136030173,3
"scrape",2,"1382","1382","618","618","scrape","skr1p",5,"6.21","3.61","4.15","Verb",4,"Old Norse","skrapa",4.2093023255814,0.038459884804023,6
"nephew",2,"1325","1325","675","675","nephew","nEvju",5,"6.37","3.81","4.48","Noun",6,"French","neveu",3.5,0.134541280442127,5
"dig",2,"1320","1320","680","680","dig","dIg",3,"4.19","4.44","4.33","Verb",2,"French","diguer",3.5,0.0288302743804557,6
"rag",2,"1310","1310","690","690","rag","r{g",3,"5.22","3.59","4.67","Noun",2,"Old Norse","ragg",4.2093023255814,0.403828790442242,4
"sling",2,"1300","1300","700","700","sling","slIN",4,"8.67","3.34","4.52","Noun",4,"Dutch","slinge",3.63636363636364,0.0452867851430684,6
"bat",2,"1300","1300","700","700","bat","b{t",3,"4.85","4.30","5.00","Noun",2,"Middle North Germanic","bakka",3.59183673469388,0.209302325581395,5
"shore",2,"1300","1300","700","700","shore","S$R",3,"6.93","4.12","4.79","Noun",2,"Dutch","schôre",3.63636363636364,0.0452867851430684,6
"smile",2,"1300","1300","700","700","smile","sm2l",4,"3.51","4.71","4.50","Noun",2,"Middle Low German","*smīlen",3.55357142857143,0.0356178187470581,7
"bait",2,"1300","1300","700","700","bait","b1t",3,"7.11","3.70","4.45","Noun",2,"Old Norse","beita",4.2093023255814,0.192299424020115,5
"sweep",2,"1300","1300","700","700","sweep","swip",4,"4.20","3.91","3.72","Verb",2,"Old Norse","svipa",4.2093023255814,0.192299424020115,5
"piss",2,"1300","1300","700","700","piss","pIs",3,"7.56","3.96","4.73","Verb",NA,"French","pisser",3.5,0.0288302743804557,6
"cut",2,"1275","1275","725","725","cut","kVt",3,"4.43","5.35","4.55","Verb",2,"Old Norse","kuta",4.2093023255814,0.403828790442242,4
"down",2,"1100","1100","900","900","down","d6n",3,"4.93","6.09","3.52","Adverb",2,"Celtic","*dounon",3.21052631578947,0.101449275362319,7
"tan",2,"1000","1000","1000","1000","tan","t{n",3,"7.05","4.06","4.29","Noun",2,"Latin","tannāre",4.83333333333333,0.0461205541148995,7
"sister",2,"900","900","1100","1100","sister","sIst@R",6,"3.68","4.91","4.00","Noun",2,"Old Norse","systir",4.2093023255814,0.038459884804023,6
