word,borrowing,phonology,phonlength,AoA,AoA_obj,subtlexzipf,conc,cat,source,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,age_oldest,age_youngest,age_oldest_num,age_youngest_num,age,effect,ids.code,modern.english,middle.english,old.english,old.english.length,morph_code
square,1,skw8R,5,4.11,4,4.78,4.33,Noun,French contact,French (Anglo-Norman),esquire,3.5,0.009610091,7,1300,1300,700,700,1300,Insertion,12-780,square,squar-e,fe’‹owerecd(ed)e,12,Z
towel,1,t6@l,4,3.22,2,3.87,4.86,Noun,French contact,French (Anglo-Norman),toaile,3.5,0.028830274,6,1300,1300,700,700,1300,Insertion,6-820,towel,touail,handcla’‹‘Ÿ,8,Z
blanket,1,bl{NkIt,7,3.61,2,3.93,5,Noun,French contact,French (Anglo-Norman),blankete,3.5,0.009610091,8,1300,1300,700,700,1300,Insertion,7-422,blanket,blanket,bedding,7,Z
cotton,1,kQtH,4,6,2,4.1,4.97,Noun,French contact,French,coton,3.5,0.13454128,5,1300,1300,700,700,1300,Insertion,6-240,cotton,cotoun,,NA,M
number,1,nVmb@R,6,3.94,2,5.56,3.3,Noun,French contact,French,nombre,3.5,0.028830274,6,1300,1300,700,700,1300,Replacement,,,,,NA,M
pain,1,p1n,3,4.26,2,4.85,3.5,Noun,French contact,French,peine,3.5,0.13454128,5,1300,1300,700,700,1300,Coexistence,16-310,pain,sor-e,angnes,6,Z
pair,1,p8R,3,5.94,2,4.91,3.88,Noun,French contact,French (Anglo-Norman),paire,3.5,0.134541281,5,1300,1300,700,700,1300,No information,13-370,pair,paire,twegen(?),6,Z
study,1,stVdI,5,6.58,2,4.61,3.7,Noun,French contact,French (Anglo-Norman),estudier,3.5,0.009610091,8,1300,1300,700,700,1300,Coexistence,17-242,study,studien,cneordlí_’‹can,11,M
coat,1,k5t,3,3.58,2,4.41,4.97,Noun,French contact,French,cote,3.5,0.269082561,4,1300,1300,700,700,1300,Replacement,6-430,coat,cote,pa’‹d,3,Z
minister,1,mInIst@R,8,7.42,2,5.44,4.22,Noun,French contact,French (Anglo-Norman),menestre,3.5,0.009610091,8,1300,1300,700,700,1300,Insertion,,,,,NA,M
soil,1,s4l,3,6.48,2,4.35,4.87,Noun,French contact,French,seuil,3.5,0.13454128,5,1300,1300,700,700,1300,Coexistence,1-212,ground,erthe,eor‘Ÿe,5,Z
poet,1,p5It,4,8.61,4,4.09,4.36,Noun,French contact,French,poÌ¬te,3.5,0.13454128,5,1300,1300,700,700,1300,Replacement,18-670,poet,poet-e,scop,4,M
pasture,1,p#sJ@R,6,6.33,2,3.27,4.78,Noun,French contact,French (Anglo-Norman),pastour,3.5,0.009610091,7,1300,1300,700,700,1300,Coexistence,3-160,pasture,leswe,lí_’‹s,3,Z
air,1,8R,2,3.94,2,5.22,4.11,Noun,French contact,French,air,3.5,0.259472469,3,1300,1300,700,700,1300,Replacement,1-710,air,lift,lyft,4,Z
bark,1,b#k,3,5.17,2,3.92,4.52,Noun,Old Norse contact,Old Norse,bÌ_rkr,4.209302326,0.192299424,5,1300,1300,700,700,1300,Insertion,8-750,bark,bark,rind(e),5,Z
niece,1,nis,3,7,6,3.7,4.28,Noun,French contact,French (Anglo-Norman),nice,3.5,0.269082562,4,1300,1300,700,700,1300,Insertion,2-540,niece,nifte,nift,4,M
poultry,1,p5ltrI,6,8.39,6,3.21,4.72,Noun,French contact,French,pouleterie,3.5,4.50E-05,10,1300,1300,700,700,1300,Coexistence,3-500,fowl,foul,henna,5,O
enemy,1,En@mI,5,7.26,2,4.38,2.83,Noun,French contact,French,ennemi,3.5,0.028830274,6,1300,1300,700,700,1300,Coexistence,19-520,enemy,enemi,unwine,6,R
crocodile,1,krQk@d2l,8,5.11,4,3.95,4.83,Noun,French contact,French (Anglo-Norman),cocodrille,3.5,4.50E-05,10,1300,1300,700,700,1300,Insertion,3-970,crocodile,cocodril,,NA,M
ocean,1,5SH,3,4.74,2,4.49,4.86,Noun,French contact,Middle French,ocean,3.5,0.13454735,5,1300,1300,700,700,1300,Insertion,1-329,ocean,occean,garsecg,7,M
spleen,1,splin,5,11.35,8,3.12,4.7,Noun,French contact,Middle French,esplen,3.5,0.028831575,6,1300,1300,700,700,1300,Coexistence,4-452,spleen,splen-e,milte,5,M
hospital,1,hQspItP,7,5.55,2,5.08,4.64,Noun,Latin contact,Latin,hospit€Åle,4.833333333,0.023060277,9,1300,1300,700,700,1300,Insertion,,,,,NA,M
soldier,1,s5l_@R,6,6.94,4,4.36,4.72,Noun,French contact,Old French,soldier,4.117647059,0.007568931,7,1300,1300,700,700,1300,Replacement,20-170,soldier,soudiour,hilderinc,9,Z
vein,1,v1n,3,8.53,6,3.58,4.63,Noun,French contact,French,veine,3.5,0.13454128,5,1300,1300,700,700,1300,Replacement,4-151,vein,vein-e,í_’‹dre,4,M
try,1,tr2,3,3.44,2,5.65,2.22,Verb,French contact,French,trier,3.5,0.13454128,5,1300,1300,700,700,1300,Replacement,17-480,try,trien,costian,7,M
deny,1,dIn2,4,7.8,6,4.12,2.2,Verb,French contact,French,denier (now nier),3.5,3.12E-17,17,1300,1300,700,700,1300,No information,18-340,deny,denien,wi‘Ÿ-,3,O
condemn,1,k@ndEm,6,12.5,6,3.53,1.96,Verb,French contact,French (Anglo-Norman),condemner,3.5,0.00050538,9,1300,1300,700,700,1300,Replacement,21-320,condemn,condempnen,(for)de’‹man,8,M
rescue,1,rEskju,6,7.17,6,4.68,3.17,Verb,French contact,French (Anglo-Norman),rescoure,3.5,0.009610091,8,1300,1300,700,700,1300,Coexistence,11-250,save,saven,nerian,6,M
cover,1,kVv@R,5,5.42,2,4.86,4.23,Verb,French contact,French,couvrir,3.5,0.009610091,7,1300,1300,700,700,1300,Coexistence,12-260,cover,coveren,wre’‹on,5,M
enter,1,Ent@R,5,5.67,2,4.42,3.12,Verb,French contact,French,entrer,3.5,0.028830274,6,1300,1300,700,700,1300,Insertion,10-570,enter,entren,incuman,7,R
conceive,1,k@nsiv,6,10.39,12,3.19,2.04,Verb,French contact,French,concevoir,3.5,0.00050538,9,1300,1300,700,700,1300,No information,4-732,conceive,conceiven,gee’‹acnian,9,R
lift,1,lIft,4,4.74,2,4.75,3.89,Verb,Old Norse contact,Old Norse,lypta,4.209302326,0.192299424,5,1300,1300,700,700,1300,Replacement,10-220,raise,heven,he’‹an,4,M
cease,1,sis,3,9.26,8,3.49,2.39,Verb,French contact,French,cesser,3.5,0.028830274,6,1300,1300,700,700,1300,Coexistence,14-280,cease,cesen,geswi’‹can,8,M
push,1,pUS,3,4.26,2,4.92,4.21,Verb,French contact,French,pousser,3.5,0.009610091,7,1300,1300,700,700,1300,Coexistence,10-670,push,shouven,scu’‹fan,6,M
dance,1,d#ns,4,4.63,2,5.12,4.32,Verb,French contact,French,danser,3.5,0.028830274,6,1300,1300,700,700,1300,Replacement,10-440,dance,dauncen,hle’‹apan,7,M
touch,1,tVJ,3,5.16,2,5.1,3.86,Verb,French contact,French,toucher,3.5,0.009610091,7,1300,1300,700,700,1300,Replacement,15-710,touch,touchen,hri’‹nan,6,M
cast,1,k#st,4,7.24,4,4.58,3.92,Verb,Old Norse contact,Old Norse,kasta,4.209302326,0.192299424,5,1300,1300,700,700,1300,No information,9-630,cast metals,yeten,ge’‹otan(?),6,M
carcass,1,k#k@s,5,12.25,10,3.45,4.46,Noun,French contact,French (Anglo-Norman),carcois,3.5,0.009610091,7,1299,1299,701,701,1299,Coexistence,,,,,NA,M
sugar,1,SUg@R,5,3.95,2,4.84,4.87,Noun,French contact,Old French,zuchre,4.117647059,0.052182281,6,1299,1568,701,432,1299,Insertion,5-850,sugar,sugre,,NA,Z
roast,1,r5st,4,8.5,2,4.18,4.4,Adjective,French contact,Old French,rostir,4.117647059,0.052182281,6,1297,1297,703,703,1297,No information,5-230,roast,rosten,brí_’‹dan,6,Z
clear,1,kl7R,4,5.8,4,5.37,3.55,Adjective,French contact,French (Anglo-Norman),cler,3.5,0.269082562,4,1297,1297,703,703,1297,No information,17-340,clear,cler,sweotol,7,Z
certain,1,s3tH,4,8.2,4,4.99,1.68,Adjective,French contact,French,certain,3.5,0.009610091,7,1297,1297,703,703,1297,No information,17-370,sure,siker,gewiss,6,M
ancestor,1,{nsEst@R,8,8.61,2,3.38,3.24,Noun,French contact,French (Anglo-Norman),ancestre,3.5,0.009610091,8,1297,1297,703,703,1297,Replacement,2-560,ancestors,eldren,ealdfí_deras,11,O
second,1,sEk@nd,6,4.68,2,5.61,3.3,Noun,French contact,French,second,3.5,0.028830274,6,1297,1297,703,703,1297,Coexistence,13-360,second,second,o’‹‘Ÿer,4,M
shop,1,SQp,3,5.78,2,5.05,4.31,Noun,French contact,French (Anglo-Norman),eschoppe,3.5,0.009610091,8,1297,1297,703,703,1297,Coexistence,11-860,store,shop-pe,(mangung)hu’‹s,10,Z
tent,1,tEnt,4,5.16,2,4.21,4.96,Noun,French contact,French,tente,3.5,0.13454128,5,1297,1297,703,703,1297,Insertion,7-140,tent,tent-e,(ge)teld,6,M
aunt,1,#nt,3,3.8,2,4.32,4.17,Noun,French contact,Old French,aunte,4.117647059,0.104364562,5,1297,1297,703,703,1297,No information,2-520,aunt,aunte,fa‘Ÿu,4,M
armour,1,#m@R,4,7.17,NA,3.89,4.76,Noun,French contact,French (Anglo-Norman),armure,3.5,0.028830274,6,1297,1297,703,703,1297,Replacement,20-310,armor,armure,searo,5,C
dinner,1,dIn@R,5,3.99,2,4.77,4.5,Noun,French contact,Old French,disner,4.117647059,0.052182281,6,1297,1297,703,703,1297,Replacement,5-440,dinner,diner,,NA,C
store,1,st$R,4,4.76,2,4.63,4.5,Noun,French contact,French (Anglo-Norman),estorer,3.5,0.009610091,7,1297,1297,703,703,1297,No information,11-860,store,shop-pe,(mangung)hu’‹s,10,M
river,1,rIv@R,5,4.9,2,4.93,4.89,Noun,French contact,French (Anglo-Norman),river,3.5,0.134541281,5,1297,1297,703,703,1297,Replacement,1-360,river,river-e,si’‹c,3,R
judgment,1,_V_m@nt,7,8.94,6,4.2,1.68,Noun,French contact,French,jugement,3.5,0.009610091,8,1297,1297,703,703,1297,Replacement,21-170,judgment,dom,do’‹m,3,C
tailor,1,t1l@R,5,9.83,4,3.54,4.67,Noun,French contact,French,tailleur,3.5,0.009610091,8,1297,1297,703,703,1297,Insertion,6-130,tailor,taillour,se’‹amere,7,Z
valley,1,v{lI,4,7.94,2,4.47,4.72,Noun,French contact,French,vallÌ©e,3.5,0.028830274,6,1297,1297,703,703,1297,No information,1-240,valley,dale,dí_l,3,R
accuse,1,@kjuz,5,9.1,4,3.58,2.25,Verb,French contact,French,accuser,3.5,0.009610091,7,1297,1297,703,703,1297,No information,21-310,accuse,ac(c)cusen,wre’‹gan,6,M
marry,1,m{rI,4,5.83,4,4.43,3.03,Verb,French contact,French,marier,3.5,0.028830274,6,1297,1297,703,703,1297,Coexistence,2-330,marry,wedden,weddian,7,M
govern,1,gVvH,4,9.53,4,3.57,2.21,Verb,French contact,French,gouverner,3.5,0.00050538,9,1297,1297,703,703,1297,Coexistence,19-310,rule,welden,wealdan,7,M
destroy,1,dIstr4,6,6.7,2,4.24,3.08,Verb,French contact,French (Anglo-Norman),destruire,3.5,0.00050538,9,1297,1297,703,703,1297,No information,11-270,destroy,spillen,spillan,7,O
join,1,_4n,3,5.83,2,5.1,2.86,Verb,French contact,French,joindre,3.5,0.009610091,7,1297,1297,703,703,1297,Insertion,12-220,join,joinen,(ge)fe’‹gan,7,M
punishment,1,pVnISm@nt,9,5.47,4,4.06,2.46,Noun,French contact,French (Anglo-Norman),punisement,3.5,4.50E-05,10,1292,1292,708,708,1292,Replacement,21-370,penalty,pein-e,wi’‹te,4,C
damage,1,d{mI_,5,7.2,4,4.81,3.2,Noun,French contact,Old French,damage,4.117647059,0.052182281,6,1292,1292,708,708,1292,Coexistence,11-280,damage,hurten,,NA,R
corner,1,k$n@R,5,5.21,2,4.96,4.61,Noun,French contact,French (Anglo-Norman),corner,3.5,0.028830274,6,1292,1292,708,708,1292,Replacement,12-760,corner,corner,hyrne,5,Z
round,1,r6nd,4,4.75,2,5.71,3.9,Adjective,French contact,French,rond,3.5,0.269082561,4,1290,1290,710,710,1290,Replacement,12-810,round,round-e,sinewealt,9,Z
face,1,f1s,3,3.75,2,5.44,4.87,Noun,French contact,French (Anglo-Norman),face,3.5,0.269082562,4,1290,1290,710,710,1290,Replacement,4-204,face,face,ansi’‹en,6,Z
piece,1,pis,3,4.89,2,5.27,4.14,Noun,French contact,French (Anglo-Norman),peece,3.5,0.134541281,5,1290,1290,710,710,1290,Coexistence,13-230,piece,part,,NA,Z
torch,1,t$J,3,7.84,6,4.21,4.76,Noun,French contact,French,torche,3.5,0.028830274,6,1290,1290,710,710,1290,No information,7-450,lamp,laumpe,le’‹ohtfí_t,8,M
host,1,h5st,4,8.05,2,4.39,3.63,Noun,French contact,Old French,hoste,4.117647059,0.104364562,5,1290,1290,710,710,1290,Replacement,19-570,host,host-e,feormend,8,Z
uncle,1,VNkP,4,4.47,2,4.56,4.24,Noun,French contact,French,oncle,3.5,0.13454128,5,1290,1290,710,710,1290,Replacement,2-510,uncle,uncle,fí_dera,6,M
jewel,1,_u@l,4,6.22,2,3.76,4.96,Noun,French contact,French (Anglo-Norman),juel,3.5,0.269082562,4,1290,1290,710,710,1290,Replacement,6-720,jewel,jeuel,gim(sta’‹n),7,Z
slave,1,sl1v,4,7.84,2,3.87,4.38,Noun,French contact,French,esclave,3.5,0.009610091,7,1290,1290,710,710,1290,No information,19-420,slave,sclave,‘Ÿe’‹ow(a),5,Z
fault,1,f$lt,4,6.94,4,4.75,2.41,Noun,French contact,French,faute,3.5,0.13454128,5,1290,1290,710,710,1290,Coexistence,16-760,fault,faute,scyld,5,Z
grape,1,gr1p,4,3.94,2,3.54,5,Noun,French contact,Old French,grappe,4.117647059,0.052182281,6,1290,1290,710,710,1290,Replacement,5-760,grape,grape,wi’‹nberie,8,M
razor,1,r1z@R,5,7.11,4,3.69,4.9,Noun,French contact,French (Anglo-Norman),razor,3.5,0.134541281,5,1290,1290,710,710,1290,Replacement,6-930,razor,rasour-e,scearseax,9,Z
language,1,l{NgwI_,7,6.79,2,4.82,2.35,Noun,French contact,French,langage,3.5,0.009610091,7,1290,1290,710,710,1290,Coexistence,18-240,language,spech-e,sprí_c,5,R
tax,1,t{ks,4,8.94,2,5.18,3.89,Noun,French contact,French (Anglo-Norman),taxe,3.5,0.269082562,4,1290,1290,710,710,1290,Replacement,11-690,tax,tax-e,gafol,5,Z
taste,1,t1st,4,4.26,2,4.95,4.07,Noun,French contact,Old French,taster,4.117647059,0.052182281,6,1290,1290,710,710,1290,Replacement,15-310,taste,smaken,by’‹rgan,6,M
pursue,1,p@sju,5,10,8,3.96,2.83,Verb,French contact,French,poursuivre,3.5,4.50E-05,10,1290,1290,710,710,1290,Insertion,10-530,pursue,purseuen,e’‹htan,5,M
paint,1,p1nt,4,4.45,2,4.7,4.79,Verb,French contact,French (Anglo-Norman),peint,3.5,0.134541281,5,1290,1275,710,725,1275,Coexistence,9-890,paint,peinten,fí_gan,5,M
pray,1,pr1,3,5.79,2,4.17,3.21,Verb,French contact,French,prier,3.5,0.13454128,5,1290,1290,710,710,1290,Replacement,22-170,pray,bidden,biddan,6,Z
fry,1,fr2,3,5.79,2,4.19,4.37,Verb,French contact,French,frire,3.5,0.13454128,5,1290,1290,710,710,1290,Replacement,5-230,roast,rosten,brí_’‹dan,6,Z
sound,1,s6nd,4,3.72,2,5.16,3.7,Verb,French contact,French,son,3.5,0.259472469,3,1280,1280,720,720,1280,Coexistence,15-440,sound,soun,swe’‹g,4,Z
envy,1,EnvI,4,8.37,6,3.64,1.69,Verb,French contact,French,envie,3.5,0.13454128,5,1280,1280,720,720,1280,Coexistence,16-440,envy,envie,ni’‹‘Ÿ,3,R
cattle,1,k{tP,4,6.53,2,4.25,4.64,Noun,French contact,French (Anglo-Norman),catel,3.5,0.134541281,5,1275,1275,725,725,1275,Coexistence,3-200,cattle,net,hri’‹‘Ÿer,6,M
leg,1,lEg,3,3,2,4.88,4.83,Noun,Old Norse contact,Old Norse,legg-r,4.209302326,0.038459885,6,1275,1275,725,725,1275,Coexistence,4-350,leg,leg,sceanca,7,Z
cloak,1,kl5k,4,6.95,6,3.43,4.71,Noun,French contact,French,cloque,3.5,0.028830274,6,1275,1275,725,725,1275,Insertion,6-410,cloak,cloke,mentel,6,Z
mason,1,m1sH,4,10.52,8,3.93,4.2,Noun,French contact,French (Anglo-Norman),macium,3.5,0.028830274,6,1275,1275,725,725,1275,Insertion,7-610,mason,masoun,sta’‹nwyrhta,10,M
supper,1,sVp@R,5,6.32,2,4.01,4.63,Noun,French contact,Old French,super,4.117647059,0.104364562,5,1275,1275,725,725,1275,No information,5-450,supper,soper-e,í_’‹fenmete,8,C
country,1,kVntrI,6,7.05,2,5.65,4.17,Noun,French contact,French,contrÌ©e,3.5,0.009610091,7,1275,1275,725,725,1275,Replacement,19-110,country,lond,land,4,Z
mountain,1,m6ntIn,6,6.15,4,4.64,4.96,Noun,French contact,French,montagne,3.5,0.009610091,8,1275,1275,725,725,1275,Replacement,1-220,mountain,mount,beorg,5,M
deceit,1,dIsit,5,10.95,8,3.01,2.37,Noun,French contact,Old French,deceite,4.117647059,0.007568931,7,1275,1275,725,725,1275,Coexistence,16-680,deceit,deceit-e,fa’‹cen,5,M
chieftain,1,Jift@n,6,10.75,8,2.61,3.44,Noun,French contact,French (Anglo-Norman),chevetain,3.5,0.00050538,9,1275,1275,725,725,1275,Replacement,19-240,chief,chef,‘Ÿe’‹oden,6,O
arson,1,#sH,3,11.2,10,3.25,3.66,Noun,French contact,French,arson,3.5,0.13454128,5,1275,1275,725,725,1275,Replacement,21-460,arson,bernet,bí_rnett,7,M
move,1,muv,3,4.62,2,5.49,3.25,Verb,French contact,French (Anglo-Norman),mover,3.5,0.134541281,5,1275,1275,725,725,1275,Coexistence,10-110,move,meven,styrian,7,M
betray,1,bItr1,5,9.39,6,3.23,2.17,Verb,French contact,French (Anglo-Norman),trair,3.5,0.134541281,5,1275,1275,725,725,1275,Replacement,17-441,betray,bitraien,beswi’‹can,8,R
election,1,IlEkSH,6,9.17,2,5.07,3.17,Noun,French contact,French,election,3.5,0.009610091,8,1270,1270,730,730,1270,Insertion,,,,,NA,C
stable,1,st1bP,5,8.9,2,4.3,3.77,Adjective,French contact,French (Anglo-Norman),estable,3.5,0.009610091,7,1250,1250,750,750,1250,Insertion,3-190,stable,stal-le,steall,6,M
ugly,1,VglI,4,4.17,2,4.23,3.23,Adjective,Old Norse contact,Old Norse,uggligr,4.209302326,0.019229942,7,1250,1250,750,750,1250,Coexistence,16-820,ugly,ugli,unwlitig,8,O
pity,1,pItI,4,8.72,4,4.1,1.87,Noun,French contact,French (Anglo-Norman),pite,3.5,0.269082562,4,1250,1250,750,750,1250,Replacement,16-350,pity,pite’‹’£,mildheortnyss,13,Z
anger,1,{Ng@R,5,6,2,4.3,2.41,Noun,Old Norse contact,Old Norse,angr,4.209302326,0.40382879,4,1250,1250,750,750,1250,Coexistence,16-420,anger,anger,torn,4,M
spirit,1,spIrIt,6,7.11,4,4.66,1.6,Noun,Latin contact,French (Anglo-Norman),spirit,3.5,0.028830274,6,1250,1250,750,750,1250,Coexistence,16-110,soul,soul-e,sa’‹wel,5,Z
hour,1,6@R,3,5.85,2,5.17,3.1,Noun,French contact,French (Anglo-Norman),ure,3.5,0.25947247,3,1250,1250,750,750,1250,Replacement,14-510,hour,houre,ti’‹d,3,M
idol,1,2dP,3,8.37,6,3.44,3.63,Noun,French contact,French (Anglo-Norman),idele,3.5,0.134541281,5,1250,1250,750,750,1250,Insertion,22-370,idol,idol-e,we’‹oh,4,M
veil,1,v1l,3,9.69,6,3.5,4.45,Noun,French contact,French (Anglo-Norman),veile,3.5,0.134541281,5,1250,1250,750,750,1250,Coexistence,6-590,veil,veile,heolstor,8,Z
catch,1,k{J,3,4.61,2,5.04,4.11,Verb,French contact,French (Anglo-Norman),cachier,3.5,0.009610091,7,1250,1250,750,750,1250,Replacement,10-252,catch ball,cacchen,fo’‹n,3,M
raise,1,r1z,3,6.72,2,4.85,3.8,Verb,Old Norse contact,Old Norse,reisa,4.209302326,0.192299424,5,1240,1240,760,760,1240,Coexistence,10-220,raise,heven,he’‹an,4,M
rice,1,r2s,3,3.72,2,4.42,4.86,Noun,French contact,French,riz,3.5,0.259472469,3,1234,1234,766,766,1234,Insertion,8-480,rice,ris,,NA,M
noble,1,n5bP,4,10.67,6,4.11,1.89,Adjective,French contact,French (Anglo-Norman),noble,3.5,0.134541281,5,1230,1230,770,770,1230,Replacement,19-360,noble,noble,í_‘Ÿeling,7,M
pinch,1,pInJ,4,5.5,4,4.01,4,Noun,French contact,French (Anglo-Norman),*pinchier,3.5,0.00050538,9,1230,1230,770,770,1230,No information,15-712,pinch,pinchen,,NA,M
person,1,p3sH,4,4.67,2,5.34,4.72,Noun,French contact,Middle French,persone,3.5,0.009610525,7,1230,1230,770,770,1230,Replacement,2-100,person,man,man(n),4,M
acquit,1,@kwIt,5,13.22,10,2.32,2.13,Noun,French contact,Old French,aquiter,4.117647059,0.007568931,7,1230,1230,770,770,1230,Replacement,21-340,acquit,aquiten,(forlí_’‹tan),8,C
poison,1,p4zH,4,5.58,4,3.92,4.27,Noun,French contact,French,poison,3.5,0.028830274,6,1230,1230,770,770,1230,Replacement,4-890,poison,venim,a’‹tor,4,Z
medicine,1,mEdsIn,6,4.89,2,4.31,4.79,Noun,French contact,Old French,medicine,4.117647059,0.000899275,8,1230,1230,770,770,1230,Replacement,4-880,medicine,medicin-e,lybb,4,C
change,1,J1n_,4,4.26,2,5.49,2.89,Verb,French contact,French,changer,3.5,0.009610091,7,1230,1230,770,770,1230,Replacement,12-930,change,chaungen,wrixlian,8,M
blame,1,bl1m,4,6.48,4,4.66,2.06,Verb,French contact,French,blÌ¢me,3.5,0.13454128,5,1230,1230,770,770,1230,Insertion,16-780,blame,blame,tí_’‹l,3,M
rotten,1,rQtH,4,6.95,4,4.04,3.87,Adjective,Old Norse contact,Old Norse,rotinn,4.209302326,0.038459885,6,1225,1225,775,775,1225,Coexistence,5-125,rotten,roten,forrotod,8,C
olive,1,QlIv,4,6.68,4,4.29,4.9,Adjective,Latin contact,Latin,ol€Çva,4.833333333,0.322843879,5,1225,1225,775,775,1225,Insertion,5-780,olive,olive,eleberge,8,Z
crooked,1,krUkt,5,6.33,4,3.22,3.79,Adjective,Old Norse contact,Old Norse,krÌ_kr,4.209302326,0.192299424,5,1225,1225,775,775,1225,Replacement,12-740,crooked,croked,wo’‹h,3,Z
colour,1,kVl@R,5,4,NA,5.05,4.08,Noun,French contact,Old French,colour,4.117647059,0.052182281,6,1225,1225,775,775,1225,Coexistence,15-610,color,colour,ble’‹o(h),5,Z
noon,1,nun,3,5.89,2,3.56,2.67,Noun,Latin contact,Latin,nÅçna,4.833333333,0.230602771,4,1225,1225,775,775,1225,Replacement,14-450,noon,mid-dai,middí_g,6,M
flower,1,fl6@R,5,3.11,2,4.5,5,Noun,French contact,Old French,flour,4.117647059,0.104364562,5,1225,1225,775,775,1225,Coexistence,8-570,flower,blosme,blo’‹stm,6,Z
manner,1,m{n@R,5,6.83,4,4.17,1.62,Noun,French contact,French (Anglo-Norman),manere,3.5,0.028830274,6,1225,1225,775,775,1225,Coexistence,17-490,way,wei,wise,4,R
scorpion,1,sk$pj@n,7,7.84,8,3.81,4.84,Noun,French contact,French,scorpion,3.5,0.009610091,8,1225,1225,775,775,1225,Insertion,3-815,scorpion,scorpioun,‘Ÿro’‹wend,7,O
order,1,$d@R,4,6.26,2,5.15,2.79,Noun,French contact,French,ordonner,3.5,0.009610091,8,1225,1225,775,775,1225,Replacement,19-450,command,commaunden,ha’‹tan,5,M
beggar,1,bEg@R,5,7.63,4,3.15,4.59,Noun,French contact,French,Beguinard,3.5,0.00050538,9,1225,1225,775,775,1225,Replacement,11-530,beggar,begger-e,í_lmesmann,9,Z
price,1,pr2s,4,7.35,2,5.28,3.63,Noun,French contact,French (Anglo-Norman),pris,3.5,0.269082562,4,1225,1225,775,775,1225,Insertion,11-870,price,pris,weor‘Ÿ,5,Z
window,1,wInd5,5,4.74,2,4.84,4.86,Noun,Old Norse contact,Old Norse,vindauga,4.209302326,0.019229942,8,1225,1225,775,775,1225,Insertion,7-250,window,windou-e,e’‹agduru,7,M
danger,1,d1n_@R,6,4.61,2,4.75,2.68,Noun,French contact,French (Anglo-Norman),danger,3.5,0.028830274,6,1225,1225,775,775,1225,Replacement,16-540,danger,peril,pleoh,5,R
letter,1,lEt@R,5,4.74,2,4.85,4.7,Noun,French contact,French,lettre,3.5,0.028830274,6,1225,1225,775,775,1225,Insertion,,,,,NA,Z
fig,1,fIg,3,8.06,6,3.48,4.97,Noun,French contact,French,figue,3.5,0.13454128,5,1225,1225,775,775,1225,Insertion,5-750,fig,fige,fi’‹c(í_ppel),8,M
merchant,1,m3J@nt,6,9.8,4,3.78,4.31,Noun,French contact,French (Anglo-Norman),marchand,3.5,0.009610091,8,1225,1225,775,775,1225,Insertion,11-840,merchant,marchaunt,mangere,7,M
city,1,sItI,4,6.56,2,5.4,4.79,Noun,French contact,French (Anglo-Norman),cite,3.5,0.269082562,4,1225,1225,775,775,1225,Coexistence,19-150,city,cite’‹,burg,4,M
oil,1,4l,2,7.33,2,4.98,4.93,Noun,Latin contact,Latin,oleum,4.833333333,0.322843879,5,1225,1225,775,775,1225,Insertion,5-790,oil,oile,ele,3,Z
mule,1,mjul,4,5.65,2,3.26,5,Noun,French contact,French (Anglo-Norman),mul,3.5,0.25947247,3,1225,1225,775,775,1225,Insertion,3-470,mule,mul-e,mu’‹l,3,M
servant,1,s3v@nt,6,7.89,4,4.02,4.64,Noun,French contact,French (Anglo-Norman),servant,3.5,0.009610091,7,1225,1225,775,775,1225,Replacement,19-430,servant,servaunt,‘Ÿe’‹ow(a),5,C
preach,1,priJ,4,7.33,4,3.28,3.37,Verb,French contact,French (Anglo-Norman),prechier,3.5,0.009610091,8,1225,1225,775,775,1225,Insertion,22-220,preach,prechen,bodian,6,M
