ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
35621,oldh1241,Old High German,965,the world,1-1,weralt,,,7412137134239049,5. no evidence for borrowing,0.0,analyzable compound,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,Mann-Alter,noun,,,,,,,,,,,
35622,oldh1241,Old High German,626,the land,1-21,lant,,,76191057575282273,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35623,oldh1241,Old High German,1228,the soil,1-212,bodam,,,74121335492440374,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35624,oldh1241,Old High German,2,the dust,1-213,stoub,,,74121336180369259,5. no evidence for borrowing,0.0,unanalyzable,1.0,Late-West-Germanic,None,Late-West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35625,oldh1241,Old High German,671,the sand,1-215,sant,,,74121339754743897,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35626,oldh1241,Old High German,2118,the mountain or hill,1-22,berg,,,7412134138472211,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35627,oldh1241,Old High German,618,the cliff or precipice,1-222,kleb,,,74121343471431728,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35628,oldh1241,Old High German,652,the plain,1-23,ebanî,,,74121344294385809,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,eban-î [eban-NMLZ],noun,,,,,,,,,,,
35629,oldh1241,Old High German,921,the valley,1-24,tal,,,74121348759852115,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35630,oldh1241,Old High German,622,the island,1-25,isila,,,74121349626297813,1. clearly borrowed,1.0,unanalyzable,1.0,801-900,Latin to Old High German,801-900,,0. No evidence for calquing,,,,Insertion,,,noun,1. Highly integrated,,,,,,,,,Present in pre-contact environment,
35631,oldh1241,Old High German,1155,the cave,1-28,holî,,,7412140247620239,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,hol-NMLZ,noun,,,,,,,,,,,
35632,oldh1241,Old High German,948,the water,1-31,wazzar,,,741214194856875,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35633,oldh1241,Old High German,1474,the sea,1-32,meri,,,74121410230852328,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35634,oldh1241,Old High German,258,calm,1-322,stilli,,,76121111371838715,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35635,oldh1241,Old High German,259,rough(2),1-323,rûh,,,74121414789742690,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,adjective,,,,,,,,,,,
35636,oldh1241,Old High German,1768,the foam,1-324,scûm,,,74121415338082319,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35637,oldh1241,Old High German,624,the lake,1-33,sêo,,,741214176382348,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35638,oldh1241,Old High German,978,the wave,1-35,wella,,,7412142127304779,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35639,oldh1241,Old High German,891,the tide,1-352,gizît,,,74121422885287749,5. no evidence for borrowing,0.0,analyzable compound,0.5,West-Germanic,None,West-Germanic,,,,semantically calqued,,,,ge-Zeit,noun,,,,,,,,,,,
35640,oldh1241,Old High German,1026,the low tide,1-353,ebbunga,,,86111131875844292,5. no evidence for borrowing,0.0,analyzable derived,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,ebben+unga [unga NMLZ],noun,,,,,,,,,,,
35641,oldh1241,Old High German,613,the high tide,1-354,fluot,,,74121425535795441,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35642,oldh1241,Old High German,666,the river or stream,1-36,fluz,,,74121426868710991,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35643,oldh1241,Old High German,1145,the swamp,1-38,sunft,,,74121429333852710,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35644,oldh1241,Old High German,420,the woods or forest,1-41,wald,,,74121431882875243,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35645,oldh1241,Old High German,1803,the wood,1-43,holz,,,74121432138593587,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35646,oldh1241,Old High German,2125,the stone or rock,1-44,stein,,,74121433287230810,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35647,oldh1241,Old High German,1732,the sky,1-51,himil,,,74121435981655734,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35648,oldh1241,Old High German,1343,the sun,1-52,sunna,,,74121436395095607,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35649,oldh1241,Old High German,1313,the moon,1-53,mâno,,,74121437168743742,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35650,oldh1241,Old High German,1430,the star,1-54,sterro,,,74121438498067793,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35651,oldh1241,Old High German,1654,the lightning,1-55,blic,,,74121438102933639,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35652,oldh1241,Old High German,858,the storm,1-58,sturm,,,74121441139433397,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35653,oldh1241,Old High German,1733,the rainbow,1-59,reganbogo,,,74121442803853963,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,regan-bogo [rain-bow],noun,,,,,,,,,,,
35654,oldh1241,Old High German,630,the light,1-61,lioht (1),,,74121443725026712,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35655,oldh1241,Old High German,11,the darkness,1-62,finstarnessi,,,74121447500217842,5. no evidence for borrowing,0.0,analyzable derived,0.5,Old-High-German,None,Old-High-German,,0. No evidence for calquing,,,,,,finstar-nessi [dark-NMLZ],noun,,,,,,,,,,,
35656,oldh1241,Old High German,1388,the shade or shadow,1-63,scato,,,74121448109653877,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35657,oldh1241,Old High German,1977,the dew,1-64,tou,,,7413949429034911,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35658,oldh1241,Old High German,27,the air,1-71,luft,,,7413950305893656,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35659,oldh1241,Old High German,960,the wind,1-72,wint,,,7413952652853448,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35660,oldh1241,Old High German,1489,the cloud,1-73,"wolka(n), wolko",,,7413953156495268,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35661,oldh1241,Old High German,249,the fog,1-74,nebul,,,7413954822173086,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
34309,oldh1241,Old High German,658,the rain,1-75,regan,,,7413955426174422,4. very little evidence for borrowing,0.25,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,only Germanic,,,,,
34799,oldh1241,Old High German,784,the snow,1-76,snêo,,,7413957779409092,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
34893,oldh1241,Old High German,617,the ice,1-77,îs,,,7413958509438039,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35663,oldh1241,Old High German,952,the weather,1-78,wetar,,,7413959746685204,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35664,oldh1241,Old High German,221,the fire,1-81,fiur,,,7413959947731277,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35665,oldh1241,Old High German,889,the flame,1-82,flamma,,,7413100505710145,1. clearly borrowed,1.0,unanalyzable,1.0,1001-1100,Latin to West Germanic,1001-1100,,0. No evidence for calquing,,,,Coexistence,,,noun,1. Highly integrated,,,,,,,,,Present in pre-contact environment,
35666,oldh1241,Old High German,778,the smoke,1-83,rouh,,,7413103683023469,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35668,oldh1241,Old High German,646,the ash,1-84,asca,,,741310464215902,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35669,oldh1241,Old High German,67,the embers,1-841,gluot,,,7413105780524941,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,glow-NMLZ,noun,,,,,,,,,,,
35670,oldh1241,Old High German,141,to burn(1),1-851,brennen,,,74131018996218371,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35671,oldh1241,Old High German,1428,to burn(2),1-852,brinnan,,,741310187469384,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35672,oldh1241,Old High German,737,to light,1-86,zunten,,,74131020230770672,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35673,oldh1241,Old High German,127,to extinguish,1-861,lesken,,,74131026776764521,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35674,oldh1241,Old High German,1133,the match,1-87,zunt(a)ra,,,74131040195657231,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,burn-NMLZ,noun,,,,,,,,,,,
35675,oldh1241,Old High German,1188,the charcoal,1-89,kol(o),,,74131043582084921,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35676,oldh1241,Old High German,683,the person,2-1,mennisco,,,74131045545870043,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,human-NMLZ,noun,,,,,,,,,,,
35677,oldh1241,Old High German,1554,the man,2-21,man,,,74131046353989666,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35678,oldh1241,Old High German,962,the woman,2-22,wîb,,,74131048444425921,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35679,oldh1241,Old High German,2263,male(1),2-23,man(a)lîh,,,74131049384225658,5. no evidence for borrowing,0.0,analyzable derived,0.5,Old-High-German,None,Old-High-German,,0. No evidence for calquing,,,,,,man-ADJ,adjective,,,,,,,,,,,
35680,oldh1241,Old High German,2260,female(1),2-24,wîblîh,,,74131051141691387,5. no evidence for borrowing,0.0,analyzable derived,0.5,Old-High-German,None,Old-High-German,,0. No evidence for calquing,,,,,,woman-ADJ,adjective,,,,,,,,,,,
35681,oldh1241,Old High German,1366,the boy,2-25,knab(b)o,,,7413105337954544,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35682,oldh1241,Old High German,76,the young man,2-251,jungeling,,,74131054487446461,5. no evidence for borrowing,0.0,analyzable derived,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,young-NMLZ,noun,,,,,,,,,,,
35683,oldh1241,Old High German,1646,the girl,2-26,thiorna,,,7423119621454222,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35684,oldh1241,Old High German,77,the young woman,2-261,jungfrouwa,,,74231110875127466,5. no evidence for borrowing,0.0,analyzable compound,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,young-woman,noun,,,,,,,,,,,
35685,oldh1241,Old High German,1304,the child(1),2-27,barn,,,74231114579038785,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35686,oldh1241,Old High German,1289,the baby,2-28,kindilîn,,,74231115490964708,5. no evidence for borrowing,0.0,analyzable derived,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,child-DIM,noun,,,,,,,,,,,
35687,oldh1241,Old High German,1200,the husband,2-31,gomman,,,74231433287151954,5. no evidence for borrowing,0.0,analyzable compound,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,man-man,noun,,,,,,,,,,,
35688,oldh1241,Old High German,1199,the wife,2-32,kwena,,,7423112082878477,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35689,oldh1241,Old High German,203,to marry,2-33,hîwen,,,7423112945717481,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,husband-VBLZ,verb,,,,,,,,,,,
35690,oldh1241,Old High German,1259,the wedding,2-34,brûtlouft,,,74231436220804127,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,bride-walk,noun,,,,,,,,,,,
35691,oldh1241,Old High German,1134,the divorce,2-341,firtrîbunga,,,7423150240953012,5. no evidence for borrowing,0.0,analyzable derived,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,drive away-NMLZ,noun,,,,,,,,,,,
35692,oldh1241,Old High German,1217,the father,2-35,fater,,,7423151153844406,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35693,oldh1241,Old High German,1216,the mother,2-36,muoter,,,7423152676243979,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35694,oldh1241,Old High German,505,the parents,2-37,"altiron, eldiron",,,7423153637744427,5. no evidence for borrowing,0.0,analyzable derived,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,old-COMPAR,noun,,,,,,,,,,,
35695,oldh1241,Old High German,424,the married man,2-38,hî(w)o,,,74231523704389386,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,marry-NMLZ,noun,,,,,,,,,,,
35696,oldh1241,Old High German,426,the married woman,2-39,hî(w)a,,,74231524626006307,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,marry-NMLZ,noun,,,,,,,,,,,
35697,oldh1241,Old High German,1620,the son,2-41,sun,,,74231526783283293,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35698,oldh1241,Old High German,1357,the daughter,2-42,tohter,,,74231527317136290,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35699,oldh1241,Old High German,1801,the child(2),2-43,kind,,,74231537720715468,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35700,oldh1241,Old High German,1262,the brother,2-44,bruoder,,,74231537574060621,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35701,oldh1241,Old High German,1263,the sister,2-45,swester,,,74231540536035620,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35702,oldh1241,Old High German,1005,the twins,2-458,zwiniling,,,74231545926780974,5. no evidence for borrowing,0.0,analyzable derived,0.5,Old-High-German,None,Old-High-German,,0. No evidence for calquing,,,,,,two-NMLZ,noun,,,,,,,,,,,
35703,oldh1241,Old High German,1383,the grandfather,2-46,ano,,,74241119863111702,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35704,oldh1241,Old High German,1496,the grandmother,2-47,ana,,,74241121161695786,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35705,oldh1241,Old High German,1618,the grandson,2-48,enkilîn,,,74241126892915334,5. no evidence for borrowing,0.0,analyzable derived,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,grandfather-DIM,noun,,,,,,,,,,,
35706,oldh1241,Old High German,1619,the granddaughter,2-49,nift(ila),,,7424112743993807,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,nift-DIM,noun,,,,,,,,,,,
35708,oldh1241,Old High German,1984,the mother's brother,2-511,ôheim,,,74241318727002419,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35709,oldh1241,Old High German,1985,the father's brother,2-512,fetiro,,,74241319894973077,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,father-COLL,noun,,,,,,,,,,,
35710,oldh1241,Old High German,171,the mother's sister,2-521,muoma,,,74241325437501228,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35711,oldh1241,Old High German,170,the father's sister,2-522,basa,,,74241324242223968,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35712,oldh1241,Old High German,1063,the nephew,2-53,nefo,,,74241326778583174,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35713,oldh1241,Old High German,1642,the niece,2-54,"nift(a), niftila",,,74241327112671437,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,nift-DIM,noun,,,,,,,,,,,
35714,oldh1241,Old High German,1669,the ancestors,2-56,fordaro,,,74241333186711487,5. no evidence for borrowing,0.0,analyzable derived,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,front-NMLZ,noun,,,,,,,,,,,
35715,oldh1241,Old High German,490,the descendants,2-57,kind,,,74231537720715468,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35716,oldh1241,Old High German,2255,the father-in-law (of a man),2-61,swehur,,,74241343763342711,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35717,oldh1241,Old High German,2254,the father-in-law (of a woman),2-611,swehur,,,74241343763342711,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35718,oldh1241,Old High German,2256,the mother-in-law (of a man),2-62,swigar,,,74241344489551583,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35719,oldh1241,Old High German,2257,the mother-in-law (of a woman),2-621,swigar,,,74241344489551583,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35720,oldh1241,Old High German,2267,the son-in-law (of a man),2-63,eidum,,,74241347206416322,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35721,oldh1241,Old High German,2266,the son-in-law (of a woman),2-631,eidum,,,74241347206416322,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35722,oldh1241,Old High German,2265,the daughter-in-law (of a man),2-64,snora,,,74241349759975543,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35723,oldh1241,Old High German,2264,the daughter-in-law (of a woman),2-641,snora,,,74241349759975543,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35724,oldh1241,Old High German,237,the stepfather,2-71,stioffater,,,74241351974379424,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,stiof-fater [step-father],noun,,,,,,,,,,,
35725,oldh1241,Old High German,236,the stepmother,2-72,stiofmuoter,,,74241352675095493,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,stiof-muoter [step-mother],noun,,,,,,,,,,,
35726,oldh1241,Old High German,1059,the stepson,2-73,stiofsunu,,,74241353900364086,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,stiof-son,noun,,,,,,,,,,,
35727,oldh1241,Old High German,1058,the stepdaughter,2-74,stioftohter,,,74241354684378061,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,stiof-daughter,noun,,,,,,,,,,,
35728,oldh1241,Old High German,1149,the orphan,2-75,weiso,,,74241355373167715,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35729,oldh1241,Old High German,1756,the widow,2-76,wituwa,,,7424135684185005,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35730,oldh1241,Old High German,1981,the widower,2-77,wituwo,,,74241356146057072,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35731,oldh1241,Old High German,1644,the relatives,2-81,nâhisto,,,74241358752852617,5. no evidence for borrowing,0.0,analyzable derived,0.5,Old-High-German,None,Old-High-German,,0. No evidence for calquing,,,,,,near-SUP-NMLZ,noun,,,,,,,,,,,
35732,oldh1241,Old High German,194,the family,2-82,hîwiski,,,7424142281017738,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,husband-COLL,noun,,,,,,,,,,,
35733,oldh1241,Old High German,1209,I,2-91,ih,,,7424144633678241,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,,,,,,,,,,,,
