ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
35900,oldh1241,Old High German,1389,the toe,4-38,zêha,,,74271036535531382,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35901,oldh1241,Old High German,1257,the wing,4-392,"feddah, fettach",,,74271038905456630,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35902,oldh1241,Old High German,1201,the feather,4-393,fedara,,,74271039312002376,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35903,oldh1241,Old High German,1592,the chest,4-4,brust,,,7427104049266030,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35904,oldh1241,Old High German,1402,the breast,4-41,brust,,,7427104049266030,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35905,oldh1241,Old High German,796,the nipple or teat,4-412,tutta,,,74271044417760627,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35906,oldh1241,Old High German,154,the udder,4-42,ûtar,,,74271042806458738,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35907,oldh1241,Old High German,1838,the navel,4-43,"nabulo, nabalo",,,74271047804634180,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,nava-DIM,noun,,,,,,,,,,,
35909,oldh1241,Old High German,1223,the heart,4-44,herza,,,74271048380262890,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35910,oldh1241,Old High German,688,the lung,4-441,lungun(na),,,74271048135462580,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35911,oldh1241,Old High German,1224,the liver,4-45,lebara,,,74271049446295718,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35912,oldh1241,Old High German,489,the kidney,4-451,nioro,,,74271050356204352,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35913,oldh1241,Old High German,1744,the spleen,4-452,milzi,,,74271052538774214,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35914,oldh1241,Old High German,819,the stomach,4-46,mago,,,7427105235929682,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35915,oldh1241,Old High German,1991,the intestines or guts,4-461,tharm,,,74271055565183309,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35916,oldh1241,Old High German,1745,the hip,4-463,huf,,,74271057464402664,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35917,oldh1241,Old High German,834,the buttocks,4-464,arsbelli,,,7427110204586857,5. no evidence for borrowing,0.0,analyzable compound,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,bum-ball,noun,,,,,,,,,,,
35919,oldh1241,Old High German,804,the womb,4-47,wamba,,,742711166431265,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35920,oldh1241,Old High German,797,the testicles,4-49,hôdo,,,7427113322710530,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35921,oldh1241,Old High German,1222,the penis,4-492,gimaht,,,742711581358095,5. no evidence for borrowing,0.0,analyzable compound,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,gi-maht [COLL-might],noun,,,,,,,,,,,
35924,oldh1241,Old High German,1407,to breathe,4-51,âtamôn,,,7427116563377432,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,breath-VBLZ,verb,,,,,,,,,,,
35925,oldh1241,Old High German,1028,to yawn,4-52,"ginên, ginôn",,,7427117713227813,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35926,oldh1241,Old High German,162,to hiccough,4-521,naskô,,,74271127676054138,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35927,oldh1241,Old High German,879,to cough,4-53,huostôn,,,742711283861654,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,cough-VBLZ,verb,,,,,,,,,,,
35928,oldh1241,Old High German,1621,to sneeze,4-54,(h)niosan,,,74271129854153393,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35929,oldh1241,Old High German,126,to perspire,4-55,swizzen,,,74271132138186412,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,sweat-VBLZ,verb,,,,,,,,,,,
35930,oldh1241,Old High German,1440,to spit,4-56,spîwan,,,74271134288914839,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35931,oldh1241,Old High German,1403,to bite,4-58,bîzan,,,742711371793580,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35932,oldh1241,Old High German,319,to lick,4-59,"lecken, leckôn",,,74271147970296870,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35933,oldh1241,Old High German,1585,to sleep,4-61,slâfan,,,74271345957438837,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35934,oldh1241,Old High German,1983,to snore,4-612,gisnarchôn,,,74271346244021,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35935,oldh1241,Old High German,1920,to dream,4-62,troumen,,,74271346569908355,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,dream-VBLZ,verb,,,,,,,,,,,
35936,oldh1241,Old High German,1602,to wake up,4-63,irwahhên,,,74271347410388714,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,ir-wahhên [PREF-wake],verb,,,,,,,,,,,
35937,oldh1241,Old High German,1159,to fart,4-64,ferzan,,,74271349508230591,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35938,oldh1241,Old High German,676,to shit,4-66,biskîzan,,,74271352748403921,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35939,oldh1241,Old High German,1785,to have sex,4-67,samantwist,,,7427149359252077,5. no evidence for borrowing,0.0,analyzable compound,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,together-being,noun,,,,,,,,,,,
35940,oldh1241,Old High German,52,to shiver,4-68,zittarôn,,,74271411597044724,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35941,oldh1241,Old High German,138,to bathe,4-69,badôn,,,74271412247711568,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,bath-VBLZ,verb,,,,,,,,,,,
35942,oldh1241,Old High German,1152,to beget,4-71,(gi)beran,,,74271414313419884,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35943,oldh1241,Old High German,1090,to be born,4-72,giboran werdan,,,74271416677731210,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,born be,verb,,,,,,,,,,,
35944,oldh1241,Old High German,1123,pregnant,4-73,swangar,,,74271418210359363,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35945,oldh1241,Old High German,1087,to conceive,4-732,intfâhan,,,74271419460811311,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,intfâhan [PREF-get],verb,,,,,,,,,,,
35946,oldh1241,Old High German,1422,to be alive,4-74,lebên (1),,,74271420548307409,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35948,oldh1241,Old High German,1494,to die,4-75,sterban,,,74271420590235384,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35950,oldh1241,Old High German,1904,to drown,4-751,irtrinkan,,,74271421838647838,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,ir-drink,verb,,,,,,,,,,,
35951,oldh1241,Old High German,1417,to kill,4-76,tôden,,,74271422969702527,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,dead-VBLZ,verb,,,,,,,,,,,
35952,oldh1241,Old High German,767,the corpse,4-77,lîh(hamo),,,74271423467287769,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35953,oldh1241,Old High German,1719,to bury,4-78,bigraban,,,74271424187371370,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,bi-graban [PREF-dig],verb,,,,,,,,,,,
35954,oldh1241,Old High German,1773,the grave,4-79,grab,,,74271425853749409,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,grave-NMLZ,noun,,,,,,,,,,,
35955,oldh1241,Old High German,785,strong,4-81,starc,,,74271426693175894,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35956,oldh1241,Old High German,1601,weak,4-82,weih,,,76121230532056910,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35957,oldh1241,Old High German,1364,healthy,4-83,gisunt(i),,,74271427869513822,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35958,oldh1241,Old High German,1847,sick/ill,4-84,sioh,,,7427142962623242,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35959,oldh1241,Old High German,1534,the fever,4-841,rito,,,74271430606389678,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35960,oldh1241,Old High German,1957,the goitre/goiter,4-842,kroph,,,74271431312271841,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35961,oldh1241,Old High German,102,the cold,4-843,dampfo,,,74271433590032792,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,steam-POSS,noun,,,,,,,,,,,
35963,oldh1241,Old High German,1109,the wound or sore,4-85,wunta,,,74271435209852262,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,wounded-NMLZ,noun,,,,,,,,,,,
35964,oldh1241,Old High German,1148,the bruise,4-852,blâwî,,,74271436200836210,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,blue-NMLZ,noun,,,,,,,,,,,
35965,oldh1241,Old High German,1903,the swelling,4-853,giswulst,,,74271445234321008,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,swell-NMLZ,noun,,,,,,,,,,,
35966,oldh1241,Old High German,148,the itch,4-854,jukkido,,,74271446352315107,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,itch-NMLZ,noun,,,,,,,,,,,
35968,oldh1241,Old High German,1584,the blister,4-855,blâsa,,,74271447371966981,5. no evidence for borrowing,0.0,analyzable derived,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,blow-NMLZ,noun,,,,,,,,,,,
35969,oldh1241,Old High German,793,the boil,4-856,bul(l)a,,,74271449732024733,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35970,oldh1241,Old High German,1808,the pus,4-857,eitar,,,74271451809426872,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35971,oldh1241,Old High German,497,the scar,4-858,narwa,,,74271452100523142,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35972,oldh1241,Old High German,499,to cure,4-86,heilen,,,74271516729343626,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,undamaged-VBLZ,verb,,,,,,,,,,,
35973,oldh1241,Old High German,597,the physician,4-87,arzât,,,74271517107955193,1. clearly borrowed,1.0,unanalyzable,1.0,801-900,Latin to West Germanic,801-900,,0. No evidence for calquing,,,,Replacement,,,noun,1. Highly integrated,,,,,,,,,Present in pre-contact environment,
35974,oldh1241,Old High German,1372,the medicine,4-88,lâhhan,,,74271545632373662,5. no evidence for borrowing,0.0,analyzable derived,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,doctor+NMLZ,noun,,,,,,,,,,,
35975,oldh1241,Old High German,655,the poison,4-89,lubbi,,,74271547568182159,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35976,oldh1241,Old High German,1757,tired,4-91,muodi,,,74271547405610292,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35977,oldh1241,Old High German,168,to rest,4-912,ruowên,,,74271554422328097,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,rest-VBLZ,verb,,,,,,,,,,,
35978,oldh1241,Old High German,1564,lazy,4-92,trâgi,,,74271555108334348,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35979,oldh1241,Old High German,1125,bald,4-93,kalo,,,74271556974128661,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35980,oldh1241,Old High German,320,lame,4-94,lam,,,7427155735668494,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35981,oldh1241,Old High German,996,deaf,4-95,toub,,,74271557606046032,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35982,oldh1241,Old High German,1666,mute,4-96,stum,,,74271558978523367,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35983,oldh1241,Old High German,1653,blind,4-97,blint,,,74271558302877057,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35984,oldh1241,Old High German,1463,drunk,4-98,trunkan,,,74271559963104480,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,trunk-an [drink-PTCP],adj.,,,,,,,,,,,
35985,oldh1241,Old High German,590,naked,4-99,nackot,,,742716075700493,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35986,oldh1241,Old High German,1336,to eat,5-11,ezzan,,,752815282825362,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35987,oldh1241,Old High German,256,the food,5-12,narunga,,,752816467508439,5. no evidence for borrowing,0.0,analyzable derived,0.5,Old-High-German,None,Old-High-German,,0. No evidence for calquing,,,,,,feed-NMLZ,noun,,,,,,,,,,,
35988,oldh1241,Old High German,269,cooked,5-121,gisotan,,,752818979977924,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,cook-NMLZ,,,,,,,,,,,,
35989,oldh1241,Old High German,1959,raw,5-122,(h)rô,,,75282099351159,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35990,oldh1241,Old High German,178,ripe,5-123,rîfi,,,752820278632635,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35991,oldh1241,Old High German,1958,unripe,5-124,un(h)rîfi,,,752827473575907,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,not-ripe,adj.,,,,,,,,,,,
35992,oldh1241,Old High German,1728,rotten,5-125,fûl,,,752831658131894,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,adj.,,,,,,,,,,,
35993,oldh1241,Old High German,1401,to drink,5-13,trinkan,,,752832470500822,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35994,oldh1241,Old High German,1533,to be hungry,5-14,hungarên,,,752839467191649,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,hunger-VBLZ,verb,,,,,,,,,,,
35995,oldh1241,Old High German,199,the famine,5-141,hungar,,,752841272055722,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
35996,oldh1241,Old High German,847,to be thirsty,5-15,durstên,,,752841907016181,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,thirst-VBLZ,verb,,,,,,,,,,,
35997,oldh1241,Old High German,1421,to suck,5-16,sûgan,,,752842177424462,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35998,oldh1241,Old High German,321,to chew,5-18,kiuwan,,,752843619690899,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
35999,oldh1241,Old High German,129,to choke,5-19,wurgen,,,75291165214379,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
36000,oldh1241,Old High German,1100,to cook,5-21,kohhôn,,,752912416325130,1. clearly borrowed,1.0,unanalyzable,1.0,901-1000,Latin to West Germanic,901-1000,,0. No evidence for calquing,,,,Coexistence,,,verb,1. Highly integrated,,,,,,,,,Present in pre-contact environment,
36001,oldh1241,Old High German,792,to boil,5-22,siodan,,,752935513314693,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
36002,oldh1241,Old High German,2146,to roast or fry,5-23,brâtan,,,752937704345394,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
36003,oldh1241,Old High German,183,to bake,5-24,bahhan,,,752938963776321,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
36004,oldh1241,Old High German,1143,the oven,5-25,"ovan, ofan",,,75293986637433,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
36005,oldh1241,Old High German,1462,the pot,5-26,tuphin,,,752940609442288,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
36006,oldh1241,Old High German,854,the kettle,5-27,kezzil,,,7529421962106,2. probably borrowed,0.75,unanalyzable,1.0,Proto-Germanic,Latin to Proto-Germanic,Proto-Germanic,,0. No evidence for calquing,,,,No information,,,noun,1. Highly integrated,,,,,,,,,No information,
36007,oldh1241,Old High German,31,the pan,5-28,pfanna,,,752943185320749,1. clearly borrowed,1.0,unanalyzable,1.0,West-Germanic,Latin to West Germanic,West-Germanic,,0. No evidence for calquing,,,,Replacement,,,noun,1. Highly integrated,,,,,,,,,Present in pre-contact environment,
36008,oldh1241,Old High German,481,the dish,5-31,scâla,,,752944644530854,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
36009,oldh1241,Old High German,1530,the bowl,5-33,(h)naph,,,752951603861844,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
36010,oldh1241,Old High German,270,the jug/pitcher,5-34,kruog,,,752952507917231,5. no evidence for borrowing,0.0,unanalyzable,1.0,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
36011,oldh1241,Old High German,476,the cup,5-35,(h)naph,,,752951603861844,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
36012,oldh1241,Old High German,1378,the spoon,5-37,leffil,,,752955678598126,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,,,,,,,lick-NMLZ,,,,,,,,,,,,
36013,oldh1241,Old High German,1352,the knife(1),5-38,mezzisahs,,,752957565730856,5. no evidence for borrowing,0.0,analyzable compound,0.5,West-Germanic,None,West-Germanic,,0. No evidence for calquing,,,,,,meal-knife,noun,,,,,,,,,,,
36014,oldh1241,Old High German,272,the tongs,5-391,zanga,,,7521015983447122,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
36015,oldh1241,Old High German,1526,the meal,5-41,gouma,,,7521017199092727,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
36016,oldh1241,Old High German,768,the lunch,5-43,untarn,,,7521023374321054,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-Proto-Germanic,None,Pre-Proto-Germanic,,0. No evidence for calquing,,,,,,,noun,,,,,,,,,,,
36017,oldh1241,Old High German,1833,the supper,5-45,âbandmuos,,,7521025731545619,5. no evidence for borrowing,0.0,analyzable compound,0.5,Pre-Old-High-German,None,Pre-Old-High-German,,0. No evidence for calquing,,,,,,evening-meal,noun,,,,,,,,,,,
36018,oldh1241,Old High German,275,to peel,5-46,skel(l)en,,,752102780539084,5. no evidence for borrowing,0.0,analyzable derived,0.5,Proto-Germanic,None,Proto-Germanic,,0. No evidence for calquing,,,,,,skin-VBLZ,verb,,,,,,,,,,,
36019,oldh1241,Old High German,86,to sieve or to strain,5-47,(h)redan,,,7521028866551394,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Indo-European,None,Proto-Indo-European,,0. No evidence for calquing,,,,,,,verb,,,,,,,,,,,
