ID,Name,Description,Contributors
LUNG_CHOW,LUNG_CHOW,,Annkathrin Wett
LUNG_MING,LUNG_MING,,Annkathrin Wett
LUOCHENG_MULAO,LUOCHENG_MULAO,,André Müller
LVCHUN_TAI,LVCHUN_TAI,,André Müller
MAGUAN_TAI,MAGUAN_TAI,,André Müller
MAK,MAK,,Annkathrin Wett
MANGSHI_TAI,MANGSHI_TAI,,André Müller
MAONAN,MAONAN,,Cecil H. Brown
MENGLIAN_TAI,MENGLIAN_TAI,,André Müller
MULAO,MULAO,,Cecil H. Brown
NINGMING_YONGNAN_ZHUANG,NINGMING_YONGNAN_ZHUANG,,Sebastian Sauppe
NORTHERN_SHAN,NORTHERN_SHAN,,André Müller
NUNG,NUNG,,Cecil H. Brown
ONG_BE,ONG_BE,,Cecil H. Brown
PO_AI,PO_AI,,Annkathrin Wett
PROTO_KAM_SUI,PROTO_KAM_SUI,,Julia Bischoffberger
PROTO_KAM_SUI_2,PROTO_KAM_SUI_2,,Julia Bischoffberger
PROTO_LAKKJA,PROTO_LAKKJA,,Julia Bischoffberger
PROTO_SOUTHERNWESTERN_TAI,PROTO_SOUTHERNWESTERN_TAI,,
PROTO_TAI,PROTO_TAI,,Julia Bischoffberger
QINZHOU_CENTRAL_HONGSHUIHE_ZHUANG,QINZHOU_CENTRAL_HONGSHUIHE_ZHUANG,,Sebastian Sauppe
SAEK,SAEK,,Cecil H. Brown
SAEK_2,SAEK_2,,Annkathrin Wett
SAEK_3,SAEK_3,,Annkathrin Wett
SANDONG_SUI,SANDONG_SUI,,André Müller
SHAN,SHAN,,Søren Wichmann
SHAN_2,SHAN_2,,Annkathrin Wett
SHAN_3,SHAN_3,,Sebastian Sauppe
SHAN_4,SHAN_4,,André Müller
SHANGLIN_CENTRAL_HONGSHUIHE_ZHUANG,SHANGLIN_CENTRAL_HONGSHUIHE_ZHUANG,,Sebastian Sauppe
SHANGSI_YONGNAN_ZHUANG,SHANGSI_YONGNAN_ZHUANG,,Sebastian Sauppe
SHIDONG_BIAO,SHIDONG_BIAO,,Sebastian Sauppe
SHUIQING_SUI,SHUIQING_SUI,,André Müller
SIAMESE,SIAMESE,,Annkathrin Wett
SIAMESE_2,SIAMESE_2,,Annkathrin Wett
SONGKHLA_THAI,SONGKHLA_THAI,,André Müller
SOUTHERN_DONG,SOUTHERN_DONG,,Sebastian Sauppe
SUI,SUI,,Cecil H. Brown
SUI_JUNG_CHIANG,SUI_JUNG_CHIANG,,Annkathrin Wett
SUI_LI_NGAM,SUI_LI_NGAM,,Annkathrin Wett
SUI_PYO,SUI_PYO,,Annkathrin Wett
TAI,TAI,,Annkathrin Wett
TAI_CHIENGMAI,TAI_CHIENGMAI,,Annkathrin Wett
TAI_DAENG,TAI_DAENG,,
TAI_KHUEN,TAI_KHUEN,,
TAI_LEI_PING,TAI_LEI_PING,,Annkathrin Wett
TAI_LUNGCHOW,TAI_LUNGCHOW,,Annkathrin Wett
TAI_LUNGMING,TAI_LUNGMING,,Annkathrin Wett
TAI_NING_MING,TAI_NING_MING,,Annkathrin Wett
TAI_NONG_KHAI,TAI_NONG_KHAI,,Annkathrin Wett
TAI_PING_SIANG,TAI_PING_SIANG,,Annkathrin Wett
TAI_PO_AI,TAI_PO_AI,,
TAI_WESTERN_NUNG,TAI_WESTERN_NUNG,,Annkathrin Wett
TAI_WUMING,TAI_WUMING,,Annkathrin Wett
TAIYANG_AI_CHAM,TAIYANG_AI_CHAM,,Sebastian Sauppe
TAIYANG_AI_CHAM_2,TAIYANG_AI_CHAM_2,,André Müller
TAY,TAY,,André Müller
TEN,TEN,,Annkathrin Wett
TEN_2,TEN_2,,Sebastian Sauppe
THO,THO,,Søren Wichmann
THAI,THAI,,Cecil H. Brown
THAI_2,THAI_2,,Søren Wichmann
THAI_3,THAI_3,,André Müller
TIANZHU_SHIDONG_NORTHERN_DONG,TIANZHU_SHIDONG_NORTHERN_DONG,,Sebastian Sauppe
WANGMO_BOUYEI,WANGMO_BOUYEI,,André Müller
WHITE_THAI,WHITE_THAI,,Søren Wichmann
WHITE_THAI_2,WHITE_THAI_2,,Annkathrin Wett
WHITE_THAI_3,WHITE_THAI_3,,Annkathrin Wett
WU_MING,WU_MING,,Annkathrin Wett
WUDING_TAI,WUDING_TAI,,André Müller
WUMING_YONGBEI_ZHUANG,WUMING_YONGBEI_ZHUANG,,Sebastian Sauppe
WUMING_ZHUANG,WUMING_ZHUANG,,Sebastian Sauppe
XIANAN_MAONAN,XIANAN_MAONAN,,André Müller
YANG,YANG,,Viveka Velupillai and Søren Wichmann
YAY,YAY,,Annkathrin Wett
YAY_2,YAY_2,,Annkathrin Wett
YONGNAN_CENTRAL_HONGSHUIHE_ZHUANG,YONGNAN_CENTRAL_HONGSHUIHE_ZHUANG,,Sebastian Sauppe
YUANJIANG_TAI,YUANJIANG_TAI,,André Müller
YUANYANG_TAI,YUANYANG_TAI,,André Müller
ZHANGLU_DONG,ZHANGLU_DONG,,André Müller
ZHUANG_NORTHERN,ZHUANG_NORTHERN,,
ZHUANG_SOUTHERN,ZHUANG_SOUTHERN,,
PROTO_ZHUANG_TAI,PROTO_ZHUANG_TAI,,Julia Bischoffberger
BATEK_DEQ,BATEK_DEQ,,Julia Bischoffberger
BATEK_NONG,BATEK_NONG,,Julia Bischoffberger
CEQ_WONG,CEQ_WONG,,Søren Wichmann
JAH_HUT,JAH_HUT,,Paul Sidwell and Søren Wichmann
JAHAI,JAHAI,,Paul Sidwell and Søren Wichmann
KENSIW,KENSIW,,Paul Sidwell and Søren Wichmann
KINTAQ,KINTAQ,,Julia Bischoffberger
LANOH,LANOH,,Julia Bischoffberger
MAH_MERI,MAH_MERI,,Julia Bischoffberger
MINTIL,MINTIL,,Julia Bischoffberger
SABUM,SABUM,,Julia Bischoffberger
SEMAI,SEMAI,,Cecil H. Brown
SEMAI_2,SEMAI_2,,Paul Sidwell and Søren Wichmann
SEMAQ_BERI,SEMAQ_BERI,,Julia Bischoffberger
SEMELAI,SEMELAI,,Paul Sidwell and Søren Wichmann
SEMNAM,SEMNAM,,Julia Bischoffberger
TEMIAR,TEMIAR,,Paul Sidwell and Søren Wichmann
TEMOQ,TEMOQ,,Julia Bischoffberger
TONGA,TONGA,,
BAHNAR,BAHNAR,,Cecil H. Brown
BAHNAR_2,BAHNAR_2,,Paul Sidwell and Søren Wichmann
BRAO,BRAO,,Viveka Velupillai and Søren Wichmann
BUNOR,BUNOR,,Annkathrin Wett
CHENG,CHENG,,Viveka Velupillai
CHIL,CHIL,,Annkathrin Wett
CHRAU,CHRAU,,Cecil H. Brown
CHRAU_2,CHRAU_2,,Annkathrin Wett
CUA,CUA,,Paul Sidwell and Søren Wichmann
GAR,GAR,,Annkathrin Wett
JEH,JEH,,Cecil H. Brown
JEH_2,JEH_2,,Paul Sidwell and Søren Wichmann
JRU,JRU,,Paul Sidwell and Søren Wichmann
KOHO_CHIL,KOHO_CHIL,,Annkathrin Wett
KOHO_SRE,KOHO_SRE,,Annkathrin Wett
KUAN,KUAN,,Annkathrin Wett
LOVEN,LOVEN,,Viveka Velupillai and Søren Wichmann
NHAHEUN,NHAHEUN,,Viveka Velupillai
NHAHEUN_2,NHAHEUN_2,,Paul Sidwell and Søren Wichmann
OI,OI,,Viveka Velupillai and Søren Wichmann
PREH,PREH,,Annkathrin Wett
PROTO_MNONG,PROTO_MNONG,,Annkathrin Wett
PROTO_SOUTH_BAHNARIC,PROTO_SOUTH_BAHNARIC,,Annkathrin Wett
PROTO_WEST_BAHNARIC,PROTO_WEST_BAHNARIC,,
RENGAO,RENGAO,,Pamela Brown
ROLOM,ROLOM,,Annkathrin Wett
SAPUAN,SAPUAN,,Søren Wichmann and Viveka Velupillai
SEDANG,SEDANG,,Cecil H. Brown
SRE,SRE,,Paul Sidwell and Søren Wichmann
STIENG,STIENG,,Paul Sidwell and Søren Wichmann
STIENG_2,STIENG_2,,Annkathrin Wett
TAMPUAN,TAMPUAN,,Paul Sidwell and Søren Wichmann
TODRAH_UnnamedInSource,TODRAH_UnnamedInSource,,Søren Wichmann
BRU,BRU,,Paul Sidwell and Søren Wichmann
BRU_WESTERN_UnnamedInSource,BRU_WESTERN_UnnamedInSource,,Søren Wichmann
KATU,KATU,,Paul Sidwell and Søren Wichmann
KATU_EASTERN,KATU_EASTERN,,Pamela Brown
KUI_THAILAND,KUI_THAILAND,,Cecil H. Brown
KUI_THAILAND_2,KUI_THAILAND_2,,Paul Sidwell and Søren Wichmann
KUY,KUY,,Søren Wichmann
NGE,NGE,,Paul Sidwell and Søren Wichmann
NYEU,NYEU,,Annkathrin Wett
PACOH,PACOH,,Paul Sidwell and Søren Wichmann
PROTO_EAST_KATUIC,PROTO_EAST_KATUIC,,
KHASI,KHASI,,Cecil H. Brown
KHASI_2,KHASI_2,,Paul Sidwell and Søren Wichmann
LYNGNGAM,LYNGNGAM,,Tessa de Mol-van Valen
PNAR_JOWAI,PNAR_JOWAI,,Paul Sidwell and Søren Wichmann
WAR_JAINTIA,WAR_JAINTIA,,Paul Sidwell and Søren Wichmann
KHMER,KHMER,,Cecil H. Brown
KHMER_2,KHMER_2,,Paul Sidwell and Søren Wichmann
SURIN,SURIN,,Paul Sidwell and Søren Wichmann
PROTO_MON_KHMER,PROTO_MON_KHMER,,
MON,MON,,Paul Sidwell and Søren Wichmann
MON_2,MON_2,,Søren Wichmann
MON_NONG_DUU,MON_NONG_DUU,,
NYAKUR,NYAKUR,,Cecil H. Brown
NYAKUR_2,NYAKUR_2,,Paul Sidwell and Søren Wichmann
OLD_MON,OLD_MON,,Darja Appelganz
CAR,CAR,,Paul Sidwell and Søren Wichmann
NANCAWRI,NANCAWRI,,Paul Sidwell and Søren Wichmann
TERESSA,TERESSA,,Julia Bischoffberger
BUGAN,BUGAN,,Paul Sidwell and Søren Wichmann
BUGAN_2,BUGAN_2,,André Müller
PALIU,PALIU,,Paul Sidwell and Søren Wichmann
CHONG_H,CHONG_H,,Paul Sidwell and Søren Wichmann
KASONG,KASONG,,Paul Sidwell and Søren Wichmann
PEAR,PEAR,,Søren Wichmann
PEAR_B,PEAR_B,,Paul Sidwell and Søren Wichmann
SAMRE,SAMRE,,
SAOCH,SAOCH,,Julia Bischoffberger
ABIRPARA_MAHALI,ABIRPARA_MAHALI,,Sebastian Sauppe
BIRHOR,BIRHOR,,Tessa de Mol-van Valen
BODOBELGHORIA_SANTALI,BODOBELGHORIA_SANTALI,,Sebastian Sauppe
GATA,GATA,,
HO,HO,,Julia Bischoffberger
HO_2,HO_2,,André Müller
JABRI_SANTALI,JABRI_SANTALI,,Sebastian Sauppe
JUANG,JUANG,,Paul Sidwell and Søren Wichmann
JURAY,JURAY,,Julia Bischoffberger
KHARIA,KHARIA,,Søren Wichmann and Sebastian Sauppe
KODA,KODA,,Julia Bischoffberger
KORKU,KORKU,,Paul Sidwell and Søren Wichmann
KORWA,KORWA,,Julia Bischoffberger
MATINDOR_MAHALI,MATINDOR_MAHALI,,Sebastian Sauppe
MUNDARI,MUNDARI,,Cecil H. Brown
MUNDARI_2,MUNDARI_2,,Paul Sidwell and Søren Wichmann
PACHONDOR_MAHALI,PACHONDOR_MAHALI,,Sebastian Sauppe
PAHARPUR_SANTALI,PAHARPUR_SANTALI,,Sebastian Sauppe
PARENGA,PARENGA,,Julia Bischoffberger
PATICHORA_SANTALI,PATICHORA_SANTALI,,Sebastian Sauppe
RAJARAMPUR_SANTALI,RAJARAMPUR_SANTALI,,Sebastian Sauppe
RASHIDPUR_SANTALI,RASHIDPUR_SANTALI,,Sebastian Sauppe
RAUTNAGAR_SANTALI,RAUTNAGAR_SANTALI,,Sebastian Sauppe
REMO,REMO,,Søren Wichmann
SANTALI,SANTALI,,André Müller
SAVARA,SAVARA,,Julia Bischoffberger
SORA,SORA,,Paul Sidwell and Søren Wichmann
SORA_2,SORA_2,,André Müller
TURI,TURI,,Julia Bischoffberger
AISHUO_WA,AISHUO_WA,,André Müller
AWALAI_WA,AWALAI_WA,,André Müller
BANHONG_WA,BANHONG_WA,,André Müller
BIT,BIT,,Viveka Velupillai and Søren Wichmann
BUMANG,BUMANG,,André Müller
DAMANGNUO_WA,DAMANGNUO_WA,,André Müller
DANAU,DANAU,,Søren Wichmann
DANAW,DANAW,,Paul Sidwell and Søren Wichmann
DAZHAI_WA,DAZHAI_WA,,André Müller
DEANG,DEANG,,Cecil H. Brown
DEANG_2,DEANG_2,,Paul Sidwell and Søren Wichmann
GUANSHUANG_WA,GUANSHUANG_WA,,André Müller
KEMIE,KEMIE,,André Müller
KHANG,KHANG,,Julia Bischoffberger
KHMU,KHMU,,Cecil H. Brown
KHMU_2,KHMU_2,,Paul Sidwell and Søren Wichmann
KSINMUL,KSINMUL,,Cecil H. Brown
KSINMUL_2,KSINMUL_2,,
LAMPANGLAMET,LAMPANGLAMET,,Annkathrin Wett
LAWA_LA_UP,LAWA_LA_UP,,
MAL,MAL,,Paul Sidwell and Søren Wichmann
MANG,MANG,,Paul Sidwell and Søren Wichmann
MASAN_WA,MASAN_WA,,André Müller
MENGGONG_WA,MENGGONG_WA,,André Müller
MLABRI,MLABRI,,Paul Sidwell and Søren Wichmann
MOK,MOK,,Julia Bischoffberger
PALAUNG_UnnamedInSource,PALAUNG_UnnamedInSource,,Søren Wichmann
PLANG,PLANG,,Paul Sidwell and Søren Wichmann
RIANG_BLACK_STRIPED,RIANG_BLACK_STRIPED,,
RIANG_WHITE_STRIPED,RIANG_WHITE_STRIPED,,
RUMAI,RUMAI,,Paul Sidwell and Søren Wichmann
U,U,,Paul Sidwell and Søren Wichmann
WA,WA,,Cecil H. Brown
WA_2,WA_2,,Søren Wichmann
WA_3,WA_3,,Paul Sidwell and Søren Wichmann
WANLENG_WA,WANLENG_WA,,André Müller
WIANG_PA_PAO_LUA,WIANG_PA_PAO_LUA,,Annkathrin Wett
XIYUN_WA,XIYUN_WA,,André Müller
YANCHENG_WA,YANCHENG_WA,,André Müller
ZHONGKE_WA,ZHONGKE_WA,,André Müller
MALIENG,MALIENG,,Paul Sidwell and Søren Wichmann
MUNG_KOI,MUNG_KOI,,Paul Sidwell and Søren Wichmann
PROTO_VIET_MUONG,PROTO_VIET_MUONG,,
RUC,RUC,,Cecil H. Brown
RUC_2,RUC_2,,Paul Sidwell and Søren Wichmann
THAVUNG_SO,THAVUNG_SO,,Paul Sidwell and Søren Wichmann
VIETNAMESE,VIETNAMESE,,Cecil H. Brown
VIETNAMESE_2,VIETNAMESE_2,,Søren Wichmann
VIETNAMESE_3,VIETNAMESE_3,,Paul Sidwell and Søren Wichmann
SHOM_PENG,SHOM_PENG,,André Müller
AKA_BEA,AKA_BEA,,
AKA_BO,AKA_BO,,Søren Wichmann
AKA_CARI,AKA_CARI,,Søren Wichmann
AKA_KEDE,AKA_KEDE,,Søren Wichmann
AKA_KOL,AKA_KOL,,Julia Bischoffberger
AKAR_BALE,AKAR_BALE,,Julia Bischoffberger
GREAT_ANDAMANESE,GREAT_ANDAMANESE,,
OKO_JUWOI,OKO_JUWOI,,Julia Bischoffberger
SOUTH_ANDAMAN,SOUTH_ANDAMAN,,Annkathrin Wett
PROTO_ONGAN,PROTO_ONGAN,,André Müller
JARAWA,JARAWA,,André Müller
ONGE,ONGE,,André Müller
PROTO_AUSTRO_THAI,PROTO_AUSTRO_THAI,,
ATAYAL,ATAYAL,,Viveka Velupillai
BUNUN,BUNUN,,André Müller
CIULI_ATAYAL,CIULI_ATAYAL,,Sebastian Sauppe
HECUO_TAROKO,HECUO_TAROKO,,Sebastian Sauppe
ISKUBUN,ISKUBUN,,Sebastian Sauppe
MAYRINAX_ATAYAL,MAYRINAX_ATAYAL,,Sebastian Sauppe
PARAN_TAROKO,PARAN_TAROKO,,Sebastian Sauppe
PROTO_ATAYALIC,PROTO_ATAYALIC,,Julia Bischoffberger
SEDIQ,SEDIQ,,Cecil H. Brown
SKIKUN_ATAYAL,SKIKUN_ATAYAL,,Sebastian Sauppe
SQULIQ_ATAYAL,SQULIQ_ATAYAL,,Sebastian Sauppe
TAKBANUAZ_BUNUN,TAKBANUAZ_BUNUN,,Sebastian Sauppe
TAKITUDUH_BUNUN,TAKITUDUH_BUNUN,,Sebastian Sauppe
TODA_TAROKO,TODA_TAROKO,,Sebastian Sauppe
TRUKU_TAROKO,TRUKU_TAROKO,,Sebastian Sauppe
PROTO_AUSTRONESIAN,PROTO_AUSTRONESIAN,,André Müller
PROTO_AUSTRONESIAN_2,PROTO_AUSTRONESIAN_2,,André Müller
PROTO_AUSTRONESIAN_3,PROTO_AUSTRONESIAN_3,,Annkathrin Wett
PROTO_AUSTRONESIAN_4,PROTO_AUSTRONESIAN_4,,Julia Bischoffberger
PROTO_AUSTRONESIAN_5,PROTO_AUSTRONESIAN_5,,Julia Bischoffberger
PROTO_CENTRAL_EASTERN_MALAYO_POLYNESIAN,PROTO_CENTRAL_EASTERN_MALAYO_POLYNESIAN,,André Müller
PROTO_MALAYO_POLYNESIAN,PROTO_MALAYO_POLYNESIAN,,
PROTO_MALAYO_POLYNESIAN_2,PROTO_MALAYO_POLYNESIAN_2,,
PROTO_MALAYO_POLYNESIAN_3,PROTO_MALAYO_POLYNESIAN_3,,
PROTO_PHILIPPINE,PROTO_PHILIPPINE,,Annkathrin Wett
PROTO_PHILIPPINE_2,PROTO_PHILIPPINE_2,,Julia Bischoffberger
BUSHI,BUSHI,,
DUSUN_DEYAH,DUSUN_DEYAH,,André Müller
DUSUN_MALANG,DUSUN_MALANG,,André Müller
DUSUN_WITU,DUSUN_WITU,,André Müller
KADORIH,KADORIH,,André Müller
KAPUAS_KAHAYAN,KAPUAS_KAHAYAN,,André Müller
KATINGAN,KATINGAN,,André Müller
LAWANGAN,LAWANGAN,,André Müller
MALAGASY_AMBOSITRA,MALAGASY_AMBOSITRA,,André Müller
MALAGASY_ANTAISAKA,MALAGASY_ANTAISAKA,,André Müller
MALAGASY_ANTAMBAHOAKA,MALAGASY_ANTAMBAHOAKA,,André Müller
MALAGASY_ANTANKARANA,MALAGASY_ANTANKARANA,,
MALAGASY_ANATANKARANA_AMBILOBE,MALAGASY_ANATANKARANA_AMBILOBE,,
MALAGASY_ANATANKARANA_ANTALAHA,MALAGASY_ANATANKARANA_ANTALAHA,,
MALAGASY_ANATANKARANA_VOHEMAR,MALAGASY_ANATANKARANA_VOHEMAR,,
MALAGASY_BARA,MALAGASY_BARA,,André Müller
MALAGASY_BARA_BETROKA,MALAGASY_BARA_BETROKA,,Zarina Molochieva
MALAGASY_BETSIMISARAKA,MALAGASY_BETSIMISARAKA,,André Müller
MALAGASY_FIANARANTSOA,MALAGASY_FIANARANTSOA,,André Müller
MALAGASY_MAHAFALY,MALAGASY_MAHAFALY,,André Müller
MALAGASY_MASIKORO_MIARY,MALAGASY_MASIKORO_MIARY,,
MALAGASY_MERINA,MALAGASY_MERINA,,André Müller
MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST,MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST,,
MALAGASY_PLATEAU_BETSILEO_FIANARANTSOA,MALAGASY_PLATEAU_BETSILEO_FIANARANTSOA,,Zarina Molochieva
MALAGASY_PLATEAU_MERINA_ANTANANARIVO,MALAGASY_PLATEAU_MERINA_ANTANANARIVO,,
MALAGASY_PLATEAU_SIHANAKA_AMBATONDRAZAKA,MALAGASY_PLATEAU_SIHANAKA_AMBATONDRAZAKA,,
MALAGASY_SAKALAVA_1,MALAGASY_SAKALAVA_1,,André Müller
MALAGASY_SAKALAVA_2,MALAGASY_SAKALAVA_2,,André Müller
MALAGASY_SAKALAVA_AMBANJA,MALAGASY_SAKALAVA_AMBANJA,,
MALAGASY_SAKALAVA_MAINTIRANO,MALAGASY_SAKALAVA_MAINTIRANO,,
MALAGASY_SAKALAVA_MAJUNGA,MALAGASY_SAKALAVA_MAJUNGA,,
MALAGASY_SAKALAVA_MORONDAVA,MALAGASY_SAKALAVA_MORONDAVA,,
MALAGASY_SAKALAVA_VEZO_TOLIARA,MALAGASY_SAKALAVA_VEZO_TOLIARA,,Zarina Molochieva
MALAGASY_SIHANAKA,MALAGASY_SIHANAKA,,André Müller
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAIMORO_MANAKARA,MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAIMORO_MANAKARA,,Zarina Molochieva
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAISAKA_VANGAINDRANO,MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAISAKA_VANGAINDRANO,,Zarina Molochieva
MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAMBOHOAKA_MANANJARY,MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAMBOHOAKA_MANANJARY,,Zarina Molochieva
MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO,MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO,,Zarina Molochieva
MALAGASY_SOUTHERN_BETSIMISARAKA_ZAFISIRO_FARAFANGANA,MALAGASY_SOUTHERN_BETSIMISARAKA_ZAFISIRO_FARAFANGANA,,Zarina Molochieva
MALAGASY_TAIMORO,MALAGASY_TAIMORO,,André Müller
MALAGASY_TANDROY_1,MALAGASY_TANDROY_1,,
MALAGASY_TANDROY_2,MALAGASY_TANDROY_2,,
MALAGASY_TANDROY_MAHAFALY_AMBOVOMBE,MALAGASY_TANDROY_MAHAFALY_AMBOVOMBE,,
MALAGASY_TANDROY_MAHAFALY_AMPANIHY,MALAGASY_TANDROY_MAHAFALY_AMPANIHY,,
MALAGASY_TANOSY_TOLAGNARO,MALAGASY_TANOSY_TOLAGNARO,,Zarina Molochieva
MALAGASY_TSIMIHETY,MALAGASY_TSIMIHETY,,André Müller
MALAGASY_TSIMIHETY_MANDRITSARA,MALAGASY_TSIMIHETY_MANDRITSARA,,Zarina Molochieva
MALAGASY_VEZO,MALAGASY_VEZO,,André Müller
MALAGASY_ZAFISORO,MALAGASY_ZAFISORO,,André Müller
MURUNG_SIANG,MURUNG_SIANG,,
NGAJU_BAAMANG,NGAJU_BAAMANG,,André Müller
NGAJU_OLOH_MANGTANGAI,NGAJU_OLOH_MANGTANGAI,,André Müller
NGAJU_PULOPETAK,NGAJU_PULOPETAK,,André Müller
PAKU,PAKU,,André Müller
SAMIHIM,SAMIHIM,,André Müller
SIANG,SIANG,,André Müller
TAWOYAN,TAWOYAN,,André Müller
TUNJUNG,TUNJUNG,,André Müller
IMOROD,IMOROD,,
IRARALAY_IVATAN,IRARALAY_IVATAN,,André Müller
ISAMORONG_IVATAN,ISAMORONG_IVATAN,,André Müller
ITBAYATEN_BATANES_ISLANDS,ITBAYATEN_BATANES_ISLANDS,,Annkathrin Wett
IVASAY_IVATAN,IVASAY_IVATAN,,André Müller
IVATAN_BATANES_ISLANDS,IVATAN_BATANES_ISLANDS,,Annkathrin Wett
YAMI,YAMI,,Sebastian Sauppe
YAMI_2,YAMI_2,,Sebastian Sauppe
AYTA_ABELLEN,AYTA_ABELLEN,,Julia Bischoffberger
BILAAN_KORONADAL,BILAAN_KORONADAL,,Annkathrin Wett
BILAAN_SARANGANI,BILAAN_SARANGANI,,Annkathrin Wett
BOLIANO,BOLIANO,,Julia Bischoffberger
PROTO_SOUTHERN_MINDANAO,PROTO_SOUTHERN_MINDANAO,,André Müller
SAMBAL,SAMBAL,,Julia Bischoffberger
SAMBAL_BOTOLAN,SAMBAL_BOTOLAN,,
TAGABILI,TAGABILI,,Annkathrin Wett
TBOLI_TAGABILI,TBOLI_TAGABILI,,André Müller
TIRURAY,TIRURAY,,Annkathrin Wett
BADA_INDONESIA,BADA_INDONESIA,,Evgenia Korovina
BALAESANG,BALAESANG,,Zarina Molochieva
BANGGAI,BANGGAI,,André Müller
BAREE,BAREE,,André Müller
BATU_ATAS,BATU_ATAS,,André Müller and Mark Donohue
BOANO,BOANO,,Zarina Molochieva
BONERATE,BONERATE,,André Müller
BUSOA,BUSOA,,André Müller and Mark Donohue
DAA,DAA,,André Müller and Mark Donohue
DAMPELAS,DAMPELAS,,Zarina Molochieva
DESA_WALI,DESA_WALI,,André Müller and Mark Donohue
DONDO,DONDO,,Zarina Molochieva
KADATUA,KADATUA,,André Müller and Mark Donohue
KAIMBULAWA,KAIMBULAWA,,André Müller and Mark Donohue
KAMARU,KAMARU,,André Müller and Mark Donohue
KAMBOA,KAMBOA,,André Müller and Mark Donohue
KAPONTORI,KAPONTORI,,André Müller and Mark Donohue
KODEOHA,KODEOHA,,Annkathrin Wett
KORONI,KORONI,,Annkathrin Wett
KULISUSU,KULISUSU,,Annkathrin Wett
KUMBEWAHA,KUMBEWAHA,,André Müller and Mark Donohue
LAIYOLO,LAIYOLO,,Julia Bischoffberger
LASALIMU,LASALIMU,,André Müller and Mark Donohue
LAUJE,LAUJE,,Zarina Molochieva
LAUJE_AMPIBABO,LAUJE_AMPIBABO,,
LAWELE,LAWELE,,André Müller and Mark Donohue
LIABUKA,LIABUKA,,André Müller and Mark Donohue
MASIRI,MASIRI,,André Müller and Mark Donohue
MATO_NO_UWE,MATO_NO_UWE,,André Müller and Mark Donohue
MOMA,MOMA,,Evgenia Korovina
MORI_ATAS,MORI_ATAS,,Annkathrin Wett
MORI_BAWAH,MORI_BAWAH,,André Müller
MORI_BAWAH_WATU,MORI_BAWAH_WATU,,Annkathrin Wett
MORONENE,MORONENE,,Annkathrin Wett
MORONENE_TOKOTUA,MORONENE_TOKOTUA,,Annkathrin Wett
MUNA,MUNA,,André Müller and Mark Donohue
PADOE,PADOE,,Annkathrin Wett
PASARWAJO,PASARWAJO,,André Müller and Mark Donohue
PENDAU,PENDAU,,Zarina Molochieva
PROTO_BUNGKU_TOLAKI,PROTO_BUNGKU_TOLAKI,,
RAHAMBUU,RAHAMBUU,,Annkathrin Wett
RAMPI,RAMPI,,Julia Bischoffberger
SARUDU,SARUDU,,Julia Bischoffberger
SEDOA,SEDOA,,Evgenia Korovina
SINDUE_TAWAILI,SINDUE_TAWAILI,,Evgenia Korovina
TAJE_PETAPA,TAJE_PETAPA,,
TAJE_TANAMPEDAGI,TAJE_TANAMPEDAGI,,
TAJIO,TAJIO,,Zarina Molochieva
TALOKI,TALOKI,,Annkathrin Wett
TARA,TARA,,Evgenia Korovina
TOPOIYO,TOPOIYO,,Julia Bischoffberger
TODANGA,TODANGA,,André Müller and Mark Donohue
TOLAKI,TOLAKI,,Annkathrin Wett
TOLAKI_ASERA,TOLAKI_ASERA,,Annkathrin Wett
TOLAKI_KONAWE,TOLAKI_KONAWE,,Annkathrin Wett
TOLAKI_LAIWUI,TOLAKI_LAIWUI,,Annkathrin Wett
TOLAKI_MEKONGGA,TOLAKI_MEKONGGA,,Annkathrin Wett
TOLAKI_WIWIRANO,TOLAKI_WIWIRANO,,Annkathrin Wett
TOMADINO,TOMADINO,,Annkathrin Wett
TOMINI,TOMINI,,Zarina Molochieva
TOTOLI,TOTOLI,,Zarina Molochieva
TUKANG_BESI_NORTHERN,TUKANG_BESI_NORTHERN,,Mark Donohue and Viveka Velupillai
TUKANG_BESI_SOUTHERN,TUKANG_BESI_SOUTHERN,,Mark Donohue and Viveka Velupillai
UMA,UMA,,Mark Donohue and Viveka Velupillai
WABHULA,WABHULA,,André Müller and Mark Donohue
WARU,WARU,,Annkathrin Wett
WARU_LALOMERUI,WARU_LALOMERUI,,Annkathrin Wett
WASUAMBA,WASUAMBA,,André Müller and Mark Donohue
WAWONII,WAWONII,,
WAWONII_MENUI,WAWONII_MENUI,,
WOLIO,WOLIO,,André Müller and Mark Donohue
WOTU,WOTU,,Julia Bischoffberger
KAPAMPANGAN,KAPAMPANGAN,,Cecil H. Brown
SINAUNA,SINAUNA,,Sebastian Sauppe
