ID,Name,Description,Contributors
MEEN,MEEN,,André Müller
MESENGO,MESENGO,,André Müller
MURLE,MURLE,,André Müller
MURSI,MURSI,,André Müller
NARIM_LARIM,NARIM_LARIM,,Darja Appelganz
SURI_CHAI,SURI_CHAI,,Darja Appelganz
TENNET,TENNET,,Darja Appelganz
TIRMA,TIRMA,,André Müller
ZILMAMU,ZILMAMU,,André Müller
ASSANGORI,ASSANGORI,,Julia Bischoffberger
MARARIT,MARARIT,,Julia Bischoffberger
MIISIIRII_TAMA,MIISIIRII_TAMA,,Tessa de Mol-van Valen
TEMEIN,TEMEIN,,Viveka Velupillai
FUR,FUR,,Zarina Molochieva
DISOHA,DISOHA,,André Müller
GUMUZ,GUMUZ,,André Müller
SESE,SESE,,André Müller
CENTRAL_KOMA,CENTRAL_KOMA,,André Müller
GULE,GULE,,Julia Bischoffberger
GWAMA,GWAMA,,Viveka Velupillai
KOMA,KOMA,,Julia Bischoffberger
LANGA,LANGA,,André Müller
NORTHERN_KOMA,NORTHERN_KOMA,,André Müller
SOUTHERN_KOMA,SOUTHERN_KOMA,,André Müller
UDUK,UDUK,,André Müller
ILIT,ILIT,,André Müller
KUNAMA,KUNAMA,,André Müller
KIBET,KIBET,,Helen Geyer
MABA_CHAD,MABA_CHAD,,Helen Geyer
MASALIT,MASALIT,,Helen Geyer
RUNGA,RUNGA,,Helen Geyer
BERIA,BERIA,,André Müller
BERTI,BERTI,,Julia Bischoffberger
BILMA_KANURI,BILMA_KANURI,,Tessa de Mol-van Valen
DAZAGA,DAZAGA,,Julia Bischoffberger
KANEMBU,KANEMBU,,Julia Bischoffberger
KANURI,KANURI,,
MANGA_KANURI,MANGA_KANURI,,
TEDAGA,TEDAGA,,Julia Bischoffberger
SHABO,SHABO,,André Müller
DENDI,DENDI,,Annkathrin Wett
DJENNE_CHIINI,DJENNE_CHIINI,,Annkathrin Wett
KORANDJE,KORANDJE,,Julia Bischoffberger
KOROBORO_SENNI,KOROBORO_SENNI,,Annkathrin Wett
KOYRA_CHIINI,KOYRA_CHIINI,,Annkathrin Wett
TADAKSAHAK,TADAKSAHAK,,Zarina Molochieva
TASAWAQ,TASAWAQ,,Zarina Molochieva
TONDI_SONGWAY_KIINI,TONDI_SONGWAY_KIINI,,Annkathrin Wett
ZARMA,ZARMA,,Søren Wichmann
BEJA,BEJA,,André Müller
BEJA_2,BEJA_2,,Julia Bischoffberger
AYT_SEGHROUCHEN,AYT_SEGHROUCHEN,,André Müller
AWJILAH,AWJILAH,,Zarina Molochieva
BENI_SNOUS_WESTERN_ALGERIAN_BERBER,BENI_SNOUS_WESTERN_ALGERIAN_BERBER,,
CHENOUA,CHENOUA,,Tessa de Mol-van Valen
FIGUIG,FIGUIG,,Zarina Molochieva
FOQAHA,FOQAHA,,Zarina Molochieva
GHADAMES,GHADAMES,,Zarina Molochieva
GHADAMES_2,GHADAMES_2,,Julia Bischoffberger
GHOMARA,GHOMARA,,Zarina Molochieva
JEBEL_NEFUSA,JEBEL_NEFUSA,,André Müller
KABYLE,KABYLE,,Julia Bischoffberger
KABYLE_GREATER_KABYLIA_AT_MANGELLAT,KABYLE_GREATER_KABYLIA_AT_MANGELLAT,,
NAFUSI,NAFUSI,,Zarina Molochieva
OUARGLA_BERBER,OUARGLA_BERBER,,
SENED,SENED,,Tessa de Mol-van Valen
SENHAJA_DE_SRAIR,SENHAJA_DE_SRAIR,,Zarina Molochieva
SENHAYI,SENHAYI,,André Müller
SIWA_BERBER,SIWA_BERBER,,Annkathrin Wett
SIWI,SIWI,,Julia Bischoffberger
TAMAHAQ_TAHAGGART,TAMAHAQ_TAHAGGART,,Zarina Molochieva
TAMAHAQ_TAHAGGART_2,TAMAHAQ_TAHAGGART_2,,Julia Bischoffberger
TAMAJEQ_TAYART_AIR,TAMAJEQ_TAYART_AIR,,
TAMASHEQ,TAMASHEQ,,Zarina Molochieva
TAMAZIGHT_CENTRAL_ATLAS_AYT_IZDEG,TAMAZIGHT_CENTRAL_ATLAS_AYT_IZDEG,,
TAMAZIGHT_CENTRAL_ATLAS_AYT_NDHIR,TAMAZIGHT_CENTRAL_ATLAS_AYT_NDHIR,,
TAMAZIGHT_CENTRAL_ATLAS_NTIFA,TAMAZIGHT_CENTRAL_ATLAS_NTIFA,,
TARIFIT_GUELAIA,TARIFIT_GUELAIA,,
TARIFIT_BENI_IZNASSEN,TARIFIT_BENI_IZNASSEN,,
TASHELHIT_IDA_USEMLAL,TASHELHIT_IDA_USEMLAL,,
TAZNATIT,TAZNATIT,,Tessa de Mol-van Valen
TETSERRET,TETSERRET,,Zarina Molochieva
TUMZABT,TUMZABT,,
WARGLA,WARGLA,,André Müller
ZENAGA,ZENAGA,,Zarina Molochieva
ZENAGA_2,ZENAGA_2,,Julia Bischoffberger
BIRAYLE,BIRAYLE,,André Müller
ONGOTA,ONGOTA,,
AFADE,AFADE,,Julia Bischoffberger
BACAMA_MULYEN,BACAMA_MULYEN,,André Müller
BACAMA,BACAMA,,André Müller
BANA,BANA,,Zarina Molochieva
BATA_MALABU,BATA_MALABU,,Julia Bischoffberger
BATA_ZUMU,BATA_ZUMU,,Julia Bischoffberger
BAZZA,BAZZA,,André Müller
BOGA,BOGA,,André Müller
BUDUMA,BUDUMA,,Zarina Molochieva
BURA,BURA,,André Müller
CIBAK,CIBAK,,André Müller
CINENI,CINENI,,André Müller
CUVOK,CUVOK,,Julia Bischoffberger
DABA,DABA,,André Müller
DABA_DKX,DABA_DKX,,Tessa de Mol-van Valen
DGHWEDE,DGHWEDE,,Viveka Velupillai
FALI_BAGIRA,FALI_BAGIRA,,André Müller
FALI_GILI,FALI_GILI,,André Müller
FALI_KIRIYA,FALI_KIRIYA,,André Müller
FALI_MUCHELLA,FALI_MUCHELLA,,André Müller
FUTU,FUTU,,André Müller
GAANDA_GABIN,GAANDA_GABIN,,André Müller
GAANDA,GAANDA,,André Müller
GAVA,GAVA,,André Müller
GAVAR,GAVAR,,Tessa de Mol-van Valen
GHYE,GHYE,,André Müller
GIDAR,GIDAR,,Julia Bischoffberger
GLAVDA,GLAVDA,,André Müller
GUDE,GUDE,,André Müller
GUDU,GUDU,,André Müller
HDI,HDI,,Agustina Carrizo
HILDI,HILDI,,André Müller
HOLMA,HOLMA,,Julia Bischoffberger
HUBA,HUBA,,André Müller
HWANA,HWANA,,André Müller
HYA,HYA,,Tessa de Mol-van Valen
JIMI_CAMEROON,JIMI_CAMEROON,,Sebastian Sauppe
JINA,JINA,,
KAMALE,KAMALE,,André Müller
KILBA,KILBA,,Viveka Velupillai
KIRYA-KONZEL,KIRYA-KONZEL,,Tessa de Mol-van Valen
LAGWAN,LAGWAN,,
LAMANG_HITKALANCHI,LAMANG_HITKALANCHI,,Julia Bischoffberger
MADA_CAMEROON,MADA_CAMEROON,,Annkathrin Wett
MAFA,MAFA,,André Müller
MAKARY_KOTOKO,MAKARY_KOTOKO,,Annkathrin Wett
MALGBE,MALGBE,,Julia Bischoffberger
MARGI,MARGI,,André Müller
MATAL,MATAL,,Tessa de Mol-van Valen
MBARA,MBARA,,Julia Bischoffberger
MBUKO,MBUKO,,
MEFELE,MEFELE,,Tessa de Mol-van Valen
MOFU_GUDUR,MOFU_GUDUR,,
MOLOKO,MOLOKO,,Annkathrin Wett
MSER,MSER,,Julia Bischoffberger
MUNJUK,MUNJUK,,Annkathrin Wett
MUSGU_B,MUSGU_B,,Annkathrin Wett
MUSGU_D_PLUS_RD,MUSGU_D_PLUS_RD,,
MUSGU_K,MUSGU_K,,Annkathrin Wett
MUSGU_O,MUSGU_O,,Annkathrin Wett
MUSGU_R,MUSGU_R,,Annkathrin Wett
MUYANG,MUYANG,,Julia Bischoffberger
NGGWAHYI,NGGWAHYI,,André Müller
NKAFA,NKAFA,,André Müller
NORTH_MOFU,NORTH_MOFU,,Tessa de Mol-van Valen
NORTHERN_GIZIGA,NORTHERN_GIZIGA,,Tessa de Mol-van Valen
NZANYI,NZANYI,,André Müller
PODOKO,PODOKO,,Annkathrin Wett
PROTO_BIU-MANDARA,PROTO_BIU-MANDARA,,
PSIKYE,PSIKYE,,
PUTAI,PUTAI,,André Müller
SHARWA,SHARWA,,Sebastian Sauppe
SUKUR,SUKUR,,Julia Bischoffberger
TERA_PIDLIMDI,TERA_PIDLIMDI,,André Müller
TERA,TERA,,Viveka Velupillai
TSUVAN,TSUVAN,,Sebastian Sauppe
VAME,VAME,,Annkathrin Wett
VEMGO_MABAS,VEMGO_MABAS,,Julia Bischoffberger
WAMDIU,WAMDIU,,André Müller
WANDALA,WANDALA,,André Müller
WUZLAM,WUZLAM,,Julia Bischoffberger
ZIZILIVAKAN,ZIZILIVAKAN,,André Müller
ZULGO,ZULGO,,Annkathrin Wett
AWNGI,AWNGI,,André Müller
AWNGI_2,AWNGI_2,,André Müller
BILIN,BILIN,,André Müller
BILIN_2,BILIN_2,,André Müller
KEMANT,KEMANT,,André Müller
KEMANT_2,KEMANT_2,,André Müller
PROTO_AGAW,PROTO_AGAW,,André Müller
XAMTANGA,XAMTANGA,,André Müller
XAMTANGA_2,XAMTANGA_2,,André Müller
PROTO_CHADIC,PROTO_CHADIC,,Julia Bischoffberger
PROTO_CUSHITIC,PROTO_CUSHITIC,,Julia Bischoffberger
PROTO_EAST_CUSHITIC,PROTO_EAST_CUSHITIC,,Julia Bischoffberger
DAHALO,DAHALO,,André Müller
DAHALO_2,DAHALO_2,,André Müller
MAJI,MAJI,,André Müller
NAO,NAO,,André Müller
SHEKO,SHEKO,,André Müller
BAREIN,BAREIN,,Julia Bischoffberger
BIDIYA,BIDIYA,,Viveka Velupillai
BIRGIT,BIRGIT,,Julia Bischoffberger
DANGALEAT,DANGALEAT,,Julia Bischoffberger
GABRI,GABRI,,Julia Bischoffberger
KAJAKSE,KAJAKSE,,Søren Wichmann
KERA,KERA,,Julia Bischoffberger
LELE_CHAD,LELE_CHAD,,Tessa de Mol-van Valen
MABIRE,MABIRE,,Julia Bischoffberger
MAWA_CHAD,MAWA_CHAD,,Tessa de Mol-van Valen
MIGAMA,MIGAMA,,Annkathrin Wett
MOGUM,MOGUM,,Julia Bischoffberger
MOKILKO,MOKILKO,,Annkathrin Wett
MUBI,MUBI,,Søren Wichmann
NANCERE,NANCERE,,Tessa de Mol-van Valen
NDAM,NDAM,,Tessa de Mol-van Valen
SABA,SABA,,Julia Bischoffberger
SOKORO,SOKORO,,Julia Bischoffberger
SOMRAI,SOMRAI,,Julia Bischoffberger
TUMAK,TUMAK,,Julia Bischoffberger
UBI,UBI,,Julia Bischoffberger
COPTIC,COPTIC,,André Müller
LATE_EGYPTIAN,LATE_EGYPTIAN,,
MIDDLE_EGYPTIAN,MIDDLE_EGYPTIAN,,
GEDEO,GEDEO,,André Müller
GEDEO_2,GEDEO_2,,André Müller
HADIYYA,HADIYYA,,André Müller
HADIYYA_2,HADIYYA_2,,André Müller
KAMBAATA,KAMBAATA,,André Müller
KAMBAATA_2,KAMBAATA_2,,André Müller
LIBIDO,LIBIDO,,André Müller
PROTO_HIGHLAND_EAST_CUSHITIC,PROTO_HIGHLAND_EAST_CUSHITIC,,
SIDAMO,SIDAMO,,André Müller
SIDAMO_2,SIDAMO_2,,André Müller
AFAR,AFAR,,André Müller
AFAR_2,AFAR_2,,André Müller
ARBORE,ARBORE,,André Müller
ARBORE_2,ARBORE_2,,André Müller
AWEER,AWEER,,Tessa de Mol-van Valen
BAISO,BAISO,,André Müller
BAISO_2,BAISO_2,,André Müller
BOON,BOON,,Zarina Molochieva
BORANA_OROMO,BORANA_OROMO,,André Müller
BORANA_OROMO_2,BORANA_OROMO_2,,André Müller
BURJI,BURJI,,André Müller
BURJI_2,BURJI_2,,André Müller
BUSSA,BUSSA,,André Müller
BUSSA_2,BUSSA_2,,André Müller
DAASANACH,DAASANACH,,André Müller
DAASANACH_2,DAASANACH_2,,André Müller
EASTERN_OROMO,EASTERN_OROMO,,André Müller
EASTERN_OROMO_2,EASTERN_OROMO_2,,Julia Bischoffberger
EL_MOLO,EL_MOLO,,André Müller
GARRE,GARRE,,Tessa de Mol-van Valen
GAWWADA,GAWWADA,,Viveka Velupillai
GAWWADA_2,GAWWADA_2,,André Müller
GIDOLE,GIDOLE,,André Müller
GIDOLE_2,GIDOLE_2,,André Müller
GOBEZE,GOBEZE,,André Müller
KOMSO,KOMSO,,André Müller
KOMSO_2,KOMSO_2,,André Müller
MAAY,MAAY,,Agustina Carrizo
MECHA_OROMO,MECHA_OROMO,,André Müller
MOGOGODO,MOGOGODO,,André Müller
ORMA,ORMA,,André Müller
PROTO_SAM,PROTO_SAM,,Julia Bischoffberger
RENDILLE,RENDILLE,,André Müller
RENDILLE_2,RENDILLE_2,,André Müller
SAHO,SAHO,,André Müller
SAHO_2,SAHO_2,,André Müller
SOMALI,SOMALI,,Cecil H. Brown
SOMALI_2,SOMALI_2,,André Müller
TSAMAI,TSAMAI,,André Müller
TSAMAI_2,TSAMAI_2,,André Müller
TUNNI,TUNNI,,Julia Bischoffberger
WERIZE,WERIZE,,André Müller
W_OROMO,W_OROMO,,
HERDE,HERDE,,Søren Wichmann
MARBA,MARBA,,Søren Wichmann
MASANA_POGO,MASANA_POGO,,André Müller
MASANA,MASANA,,André Müller
MESME,MESME,,André Müller
MUSEY,MUSEY,,André Müller
PEVE_LAME,PEVE_LAME,,André Müller
PEVE_PALA,PEVE_PALA,,André Müller
BASKETO,BASKETO,,André Müller
BENCHO,BENCHO,,André Müller
CHARA,CHARA,,Julia Bischoffberger
DACHE,DACHE,,André Müller
DORZE,DORZE,,André Müller
GANZA,GANZA,,Julia Bischoffberger
GIDICHO,GIDICHO,,André Müller
GOFA,GOFA,,Tessa de Mol-van Valen
HOZO,HOZO,,Søren Wichmann
JANJERO,JANJERO,,André Müller
KACHAMA,KACHAMA,,André Müller
KEFA,KEFA,,André Müller
KEFA_2,KEFA_2,,Julia Bischoffberger
KOYRA,KOYRA,,André Müller
KULLO,KULLO,,André Müller
MALE_ETHIOPIA,MALE_ETHIOPIA,,
MELO,MELO,,Tessa de Mol-van Valen
MOCHA,MOCHA,,
MOCHA_2,MOCHA_2,,André Müller
NORTHERN_MAO,NORTHERN_MAO,,André Müller
OYDA,OYDA,,André Müller
SEZE,SEZE,,Julia Bischoffberger
SHE,SHE,,André Müller
SHINASSHA,SHINASSHA,,Søren Wichmann
SHINASSHA_2,SHINASSHA_2,,André Müller
SOUTHERN_MAO,SOUTHERN_MAO,,André Müller
WELAMO,WELAMO,,André Müller
WOLAYTTA,WOLAYTTA,,Søren Wichmann
ZAYSE,ZAYSE,,André Müller
ZERGULLA,ZERGULLA,,André Müller
ACHAEMENID_ARAMAIC,ACHAEMENID_ARAMAIC,,André Müller
AKKADIAN,AKKADIAN,,André Müller
AKKADIAN_2,AKKADIAN_2,,André Müller
AMEDYA_ARAMAIC,AMEDYA_ARAMAIC,,André Müller
AMHARIC,AMHARIC,,Cecil H. Brown
AMHARIC_2,AMHARIC_2,,André Müller
AMHARIC_3,AMHARIC_3,,Julia Bischoffberger
ARABIC_CYPRIOT_SPOKEN,ARABIC_CYPRIOT_SPOKEN,,Julia Bischoffberger
ARABIC_GULF_SPOKEN,ARABIC_GULF_SPOKEN,,Zarina Molochieva
ARABIC_LIBYAN_SPOKEN,ARABIC_LIBYAN_SPOKEN,,Agustina Carrizo
ARABIC_NORTH_LEVANTINE_SPOKEN,ARABIC_NORTH_LEVANTINE_SPOKEN,,Julia Bischoffberger
ARABIC_QURANIC,ARABIC_QURANIC,,Julia Bischoffberger
ARABIC_SUDANESE_SPOKEN,ARABIC_SUDANESE_SPOKEN,,Agustina Carrizo
ARAMAIC,ARAMAIC,,André Müller
ARAMAIC_ANCIENT,ARAMAIC_ANCIENT,,Viveka Velupillai
ARGOBBA,ARGOBBA,,Dmitry Egorov and Cecil H. Brown and Søren Wichmann
ASSYRIAN_NEO-ARAMAIC,ASSYRIAN_NEO-ARAMAIC,,
BAHRAIN_ARABIC,BAHRAIN_ARABIC,,Tessa de Mol-van Valen
BIBLICAL_HEBREW,BIBLICAL_HEBREW,,
CAIRO_ARABIC,CAIRO_ARABIC,,Annkathrin Wett
CHAHA,CHAHA,,André Müller
CHRISTIAN_PALESTINIAN,CHRISTIAN_PALESTINIAN,,André Müller
CLASSICAL_ARABIC,CLASSICAL_ARABIC,,Annkathrin Wett
CLASSICAL_MANDAEAN,CLASSICAL_MANDAEAN,,Tessa de Mol-van Valen
CLASSICAL_MANDAIC,CLASSICAL_MANDAIC,,Darja Appelganz
CLASSICAL_SYRIAC,CLASSICAL_SYRIAC,,André Müller
DAHALIK,DAHALIK,,Tessa de Mol-van Valen
DAMASCUS_ARABIC,DAMASCUS_ARABIC,,Annkathrin Wett
DELLYS,DELLYS,,Søren Wichmann
DHOFARI_ARABIC,DHOFARI_ARABIC,,Tessa de Mol-van Valen
EASTERN_EGYPTIAN_BEDAWI_ARABIC,EASTERN_EGYPTIAN_BEDAWI_ARABIC,,Tessa de Mol-van Valen
ETHIOPIC,ETHIOPIC,,Søren Wichmann
GAFAT,GAFAT,,Dmitry Egorov and Cecil H. Brown
GEEZ,GEEZ,,André Müller
GEEZ_2,GEEZ_2,,André Müller
GEEZ_3,GEEZ_3,,Julia Bischoffberger
GETO,GETO,,André Müller
HADRAMI_ARABIC,HADRAMI_ARABIC,,Tessa de Mol-van Valen
HARARI,HARARI,,Dmitry Egorov and Cecil H. Brown
HARARI_2,HARARI_2,,Julia Bischoffberger
HARSUSI,HARSUSI,,Zarina Molochieva
HEBREW,HEBREW,,Viveka Velupillai
HERTEVIN,HERTEVIN,,Zarina Molochieva
HOBYOT,HOBYOT,,André Müller
HULAULA,HULAULA,,Tessa de Mol-van Valen
INNEMOR,INNEMOR,,Dmitry Egorov
IRAQ_MUSLIM_BAGHDAD_ARABIC,IRAQ_MUSLIM_BAGHDAD_ARABIC,,Annkathrin Wett
JILU,JILU,,Annkathrin Wett
JUDEO_IRAQI_ARABIC,JUDEO_IRAQI_ARABIC,,Tessa de Mol-van Valen
JUDEO_MOROCCAN_ARABIC,JUDEO_MOROCCAN_ARABIC,,
JUDEO_TRIPOLITANIAN_ARABIC,JUDEO_TRIPOLITANIAN_ARABIC,,Tessa de Mol-van Valen
JUDEO_TUNISIAN_ARABIC,JUDEO_TUNISIAN_ARABIC,,Tessa de Mol-van Valen
JUDEO_YEMENI_ARABIC,JUDEO_YEMENI_ARABIC,,
KOY_SANJAQ_SURAT,KOY_SANJAQ_SURAT,,Tessa de Mol-van Valen
KUWAITI_ARABIC,KUWAITI_ARABIC,,André Müller
LISHAN_DIDAN,LISHAN_DIDAN,,André Müller
LISHANA_DENI,LISHANA_DENI,,Tessa de Mol-van Valen
MALTESE,MALTESE,,André Müller
MALTESE_ARABIC,MALTESE_ARABIC,,Annkathrin Wett
MALULA,MALULA,,André Müller
MEHRI,MEHRI,,Zarina Molochieva
MEHRI_2,MEHRI_2,,Julia Bischoffberger
MESMES,MESMES,,André Müller
MESMES_2,MESMES_2,,
MESQAN,MESQAN,,Dmitry Egorov
MLAHSO,MLAHSO,,Zarina Molochieva
MODERN_MANDAIC,MODERN_MANDAIC,,
MOROCCAN_ARABIC,MOROCCAN_ARABIC,,André Müller
MOROCCAN_ARABIC_2,MOROCCAN_ARABIC_2,,Annkathrin Wett
NAJDI_ARABIC,NAJDI_ARABIC,,Tessa de Mol-van Valen
NEO_ARAMAIC,NEO_ARAMAIC,,Tessa de Mol-van Valen
NEO_MANDAIC_KHORRAMSHAHR,NEO_MANDAIC_KHORRAMSHAHR,,
NIGERIAN_ARABIC,NIGERIAN_ARABIC,,Annkathrin Wett
NORTH_MESOPOTAMIAN_ARABIC,NORTH_MESOPOTAMIAN_ARABIC,,Tessa de Mol-van Valen
OGADEN_ARABIC,OGADEN_ARABIC,,André Müller
PALESTINIAN_ARABIC,PALESTINIAN_ARABIC,,Annkathrin Wett
PHOENICIAN,PHOENICIAN,,André Müller
PROTO_SEMITIC,PROTO_SEMITIC,,Julia Bischoffberger
SABEAN,SABEAN,,André Müller
SAN_ANDRES_ARABIC_1,SAN_ANDRES_ARABIC_1,,André Müller
SAN_ANDRES_ARABIC_2,SAN_ANDRES_ARABIC_2,,André Müller
SAN_ANDRES_ARABIC_3,SAN_ANDRES_ARABIC_3,,André Müller
SAURI,SAURI,,Zarina Molochieva
SHEHRI,SHEHRI,,Julia Bischoffberger
SILTE,SILTE,,Julia Bischoffberger
SODDO,SODDO,,Dmitry Egorov and Cecil H. Brown
SOQOTRI,SOQOTRI,,Zarina Molochieva
SOQOTRI_2,SOQOTRI_2,,Julia Bischoffberger
SOUKHNE_SYRIAN_ARABIC,SOUKHNE_SYRIAN_ARABIC,,Annkathrin Wett
STANDARD_ARABIC,STANDARD_ARABIC,,
SUDANESE_ARABIC,SUDANESE_ARABIC,,André Müller
SYRIAN_ARABIC,SYRIAN_ARABIC,,André Müller
SYRIAC,SYRIAC,,Søren Wichmann
SYRIAC_2,SYRIAC_2,,Julia Bischoffberger
TAJIKI_ARABIC,TAJIKI_ARABIC,,Tessa de Mol-van Valen
TIGRE,TIGRE,,André Müller
TIGRE_2,TIGRE_2,,André Müller
TIGRIGNA,TIGRIGNA,,Julia Bischoffberger
TIGRINYA,TIGRINYA,,André Müller
TIGRINYA_2,TIGRINYA_2,,André Müller
TRIPOLI_JEWISH_ARABIC,TRIPOLI_JEWISH_ARABIC,,André Müller
TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,,
TUROYO,TUROYO,,Zarina Molochieva
UGARITIC,UGARITIC,,André Müller
URMI,URMI,,André Müller
WALANI_SILTE,WALANI_SILTE,,André Müller
WESTERN_NEO_ARAMAIC,WESTERN_NEO_ARAMAIC,,
YEMEN_SANAANI_ARABIC,YEMEN_SANAANI_ARABIC,,Annkathrin Wett
ZWAY,ZWAY,,Dmitry Egorov and Cecil H. Brown
ARI,ARI,,Søren Wichmann
BANNA,BANNA,,André Müller
DIME,DIME,,André Müller
GAYIL,GAYIL,,Tessa de Mol-van Valen
AASAX,AASAX,,Darja Appelganz
ALAGWA,ALAGWA,,Søren Wichmann
BURUNGE,BURUNGE,,Zarina Molochieva
INNER_MBUGU_BUMBULI,INNER_MBUGU_BUMBULI,,Annkathrin Wett
IRAQW,IRAQW,,Cecil H. Brown
IRAQW_2,IRAQW_2,,André Müller
KWADZA,KWADZA,,Søren Wichmann
NORMAL_MBUGU,NORMAL_MBUGU,,Annkathrin Wett
PROTO_SOUTH_CUSHITIC,PROTO_SOUTH_CUSHITIC,,Julia Bischoffberger
PROTO_WEST_RIFT,PROTO_WEST_RIFT,,Julia Bischoffberger
ANGAS,ANGAS,,Viveka Velupillai
ARABISHI,ARABISHI,,Viveka Velupillai
BADE,BADE,,
BEELE,BEELE,,Julia Bischoffberger
BOGHOM,BOGHOM,,André Müller
BOLE,BOLE,,André Müller
BOLE_2,BOLE_2,,Julia Bischoffberger
CIWOGAI,CIWOGAI,,Julia Bischoffberger
DASS_DWAT,DASS_DWAT,,André Müller
DERA,DERA,,André Müller
DIRI,DIRI,,Julia Bischoffberger
DUHWA,DUHWA,,Julia Bischoffberger
DYARIM,DYARIM,,André Müller
FYER,FYER,,Julia Bischoffberger
GALAMBU,GALAMBU,,Søren Wichmann
GARAKU,GARAKU,,Viveka Velupillai
GEJI,GEJI,,André Müller
GERA,GERA,,André Müller
GERA_2,GERA_2,,Søren Wichmann
GERUMA,GERUMA,,Søren Wichmann
GITATA,GITATA,,Viveka Velupillai
GOEMAI,GOEMAI,,André Müller
GURUNTUM-MBAARU,GURUNTUM-MBAARU,,
GWAGWA,GWAGWA,,Viveka Velupillai
HAUSA,HAUSA,,Cecil H. Brown
HAUSA_2,HAUSA_2,,Søren Wichmann
HAUSA_3,HAUSA_3,,Julia Bischoffberger
JIMI,JIMI,,Viveka Velupillai
KANO,KANO,,Viveka Velupillai
KAREKARE,KAREKARE,,André Müller
KARIYA,KARIYA,,Julia Bischoffberger
KARSHI,KARSHI,,Viveka Velupillai
KIR_BALAR,KIR_BALAR,,Tessa de Mol-van Valen
KIRFI,KIRFI,,Søren Wichmann
KOFYAR,KOFYAR,,Viveka Velupillai
KUBI,KUBI,,Tessa de Mol-van Valen
KULERE,KULERE,,Julia Bischoffberger
KWAAMI,KWAAMI,,
MANGAS,MANGAS,,Tessa de Mol-van Valen
MBURKU,MBURKU,,Julia Bischoffberger
MISHIP,MISHIP,,André Müller
MIYA,MIYA,,André Müller
MONTOL,MONTOL,,Julia Bischoffberger
MUNDAT,MUNDAT,,Julia Bischoffberger
MUPUN,MUPUN,,Annkathrin Wett
MWAGHAVUL,MWAGHAVUL,,André Müller
NGAMO,NGAMO,,André Müller
NGIZIM,NGIZIM,,Cecil H. Brown
NIMBIA,NIMBIA,,Viveka Velupillai
PAANCI,PAANCI,,Viveka Velupillai
PERO,PERO,,André Müller
PERO_2,PERO_2,,Annkathrin Wett
POLCI_BULI,POLCI_BULI,,André Müller
POLCI_ZUL,POLCI_ZUL,,André Müller
POLCI,POLCI,,André Müller
RON_BOKKOS,RON_BOKKOS,,
RON_DAFFO_BUTURA,RON_DAFFO_BUTURA,,
RON_MANGAR,RON_MANGAR,,
RON_MONGUNA,RON_MONGUNA,,
SAYA,SAYA,,André Müller
SHA,SHA,,Julia Bischoffberger
SIRI,SIRI,,Julia Bischoffberger
TALA,TALA,,Tessa de Mol-van Valen
TAMBAS,TAMBAS,,Julia Bischoffberger
TANGALE,TANGALE,,André Müller
TESHENAWA,TESHENAWA,,Julia Bischoffberger
WARJI,WARJI,,André Müller
YIWOM,YIWOM,,Julia Bischoffberger
ZUMBUN,ZUMBUN,,Julia Bischoffberger
BASQUE,BASQUE,,Cecil H. Brown
ETRUSCAN,ETRUSCAN,,André Müller
ALBANIAN_GHEG,ALBANIAN_GHEG,,
ALBANIAN,ALBANIAN,,Annkathrin Wett
ALBANIAN_TOSK,ALBANIAN_TOSK,,André Müller
HITTITE,HITTITE,,Viveka Velupillai
PALAIC,PALAIC,,André Müller
ARMENIAN_CLASSICAL,ARMENIAN_CLASSICAL,,Darja Appelganz
EASTERN_ARMENIAN,EASTERN_ARMENIAN,,Cecil H. Brown
LOMAVREN,LOMAVREN,,Tessa de Mol-van Valen
WESTERN_ARMENIAN,WESTERN_ARMENIAN,,
LATVIAN,LATVIAN,,Cecil H. Brown
LITHUANIAN,LITHUANIAN,,Cecil H. Brown
OLD_PRUSSIAN,OLD_PRUSSIAN,,
BRETON,BRETON,,André Müller
CORNISH,CORNISH,,André Müller
GAELIC_SCOTTISH,GAELIC_SCOTTISH,,André Müller
IRISH_GAELIC,IRISH_GAELIC,,
MANX,MANX,,Pamela Brown
OLD_IRISH,OLD_IRISH,,
PROTO_CELTIC,PROTO_CELTIC,,Julia Bischoffberger
WELSH,WELSH,,André Müller
AFRIKAANS,AFRIKAANS,,André Müller
ALSATIAN,ALSATIAN,,André Müller
BAVARIAN_GERMAN,BAVARIAN_GERMAN,,Tessa de Mol-van Valen
BERNESE_GERMAN,BERNESE_GERMAN,,Viveka Velupillai
BRABANTIC,BRABANTIC,,André Müller
CIMBRIAN,CIMBRIAN,,Matthias Urban
DANISH,DANISH,,Viveka Velupillai
DUTCH,DUTCH,,André Müller
EASTERN_FRISIAN,EASTERN_FRISIAN,,André Müller and Helen Geyer
ENGLISH,ENGLISH,,Cecil H. Brown
FAROESE,FAROESE,,André Müller
FRANS_VLAAMS,FRANS_VLAAMS,,André Müller
FRISIAN_WESTERN,FRISIAN_WESTERN,,André Müller
GJESTAL_NORWEGIAN,GJESTAL_NORWEGIAN,,
GOTHIC,GOTHIC,,André Müller
GRONINGS,GRONINGS,,Tessa de Mol-van Valen
