ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code
PAIPAI,Paipai,,29.72,-115.12,paip1241,ppi
PROTO_YUMAN,Proto Yuman,,,,,
TIPAI,Tipai,,32.17,-116.5,kumi1248,dih
WALAPAI,Walapai,,35.5,-113.75,hava1248,yuf
YAVAPAI,Yavapai,,34.0,-113.33,hava1248,yuf
YUMA,Yuma,,32.83,-114.33,quec1382,yum
KARANKAWA,Karankawa,,28.0,-97.0,kara1289,zkk
KAROK,Karok,,41.67,-123.0,karo1304,kyh
WASHO,Washo,,39.25,-120.0,wash1253,was
WAPPO,Wappo,,38.5,-122.5,wapp1239,wao
YUKI,Yuki,,39.67,-123.5,yuki1243,yuk
SALINAN,Salinan,,36.0,-121.0,sali1253,sln
ESSELEN,Esselen,,36.25,-121.75,esse1238,esq
CHUMASH_BARBARENO,Chumash Barbareno,,34.5,-120.25,barb1263,boi
CRUZENYO,Cruzenyo,,34.02,-119.72,cruz1243,crz
INESENYO,Inesenyo,,34.67,-120.25,ines1240,inz
OBISPENYO,Obispenyo,,35.16,-120.4,obis1242,obi
PROTO_CHUMASHAN,Proto Chumashan,,,,,
VENTURENYO,Venturenyo,,34.16,-119.17,vent1242,veo
PROTO_OTO_MANGUEAN,Proto Oto Manguean,,,,,
AMUZGO,Amuzgo,,16.83,-98.0,guer1243,amu
CHIAPANEC,Chiapanec,,17.07,-92.73,chia1262,cip
CHOROTEGA,Chorotega,,11.07,-85.63,moni1237,mom
MANGUE,Mangue,,13.53,-85.17,moni1237,mom
JONAZ_DE_1776,Jonaz De 1776,,21.67,-100.5,chic1272,pei
CHINANTEC_COMALTEPEC,Chinantec Comaltepec,,17.58,-96.42,coma1246,cco
CHINANTEC_OJITLAN,Chinantec Ojitlan,,18.07,-96.38,ojit1237,chj
CHINANTEC_PALANTLA,Chinantec Palantla,,18.83,-96.74,pala1351,cpa
CHINANTEC_QUIOTEPEC,Chinantec Quiotepec,,17.58,-96.67,quio1240,chq
CHINANTEC_SAN_FELIPE_USILA,Chinantec San Felipe Usila,,17.92,-96.5,usil1237,cuc
CHINANTEC_SOCHIAPAN,Chinantec Sochiapan,,17.75,-96.67,soch1239,cso
LEALAO_CHINANTEC,Lealao Chinantec,,17.33,-95.92,leal1235,cle
CHINANTEC_TEPETOTUTLA,Chinantec Tepetotutla,,17.83,-96.5,tepe1279,cnt
MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN,Matlatzinca San Francisco Oxtotilpan,,19.03,-100.05,sanf1262,mat
MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN_2,Matlatzinca San Francisco Oxtotilpan 2,,19.03,-100.05,sanf1262,mat
OCUILTECO,Ocuilteco,,18.92,-99.67,atzi1235,ocu
CHALCATONGO_MIXTEC,Chalcatongo Mixtec,,17.05,-97.57,sanm1295,mig
CUICATEC,Cuicatec,,17.83,-96.83,tepe1280,cux
JICALTEPEC_MIXTEC,Jicaltepec Mixtec,,16.33,-98.0,pino1237,mio
MIXTEC_ALCOZAUCA,Mixtec Alcozauca,,17.33,-98.42,alco1235,xta
MIXTEC_CHAYUCO,Mixtec Chayuco,,16.42,-97.83,chay1249,mih
MIXTEC_NORTHERN_TLAXIACO,Mixtec Northern Tlaxiaco,,17.35,-97.68,nort2985,xtn
MIXTEC_PENYOLES,Mixtec Penyoles,,17.08,-96.92,peno1244,mil
MIXTECO_DE_SAN_JUAN_COLORADO,Mixteco De San Juan Colorado,,16.5,-98.0,sanj1281,mjc
MIXTECO_DE_YOSONDUA,Mixteco De Yosondua,,16.92,-97.58,yoso1239,mpm
TRIQUI_CHICAHUAXTLA,Triqui Chicahuaxtla,,17.17,-97.83,chic1273,trs
TRIQUI_COPALA,Triqui Copala,,17.17,-97.92,copa1237,trc
TRIQUI_SAN_MARTIN_ITUNYOSO,Triqui San Martin Itunyoso,,17.07,-97.9,sanm1298,trq
YOSONDUA_MIXTEC,Yosondua Mixtec,,16.92,-97.58,yoso1239,mpm
MAZAHUA,Mazahua,,19.35,-99.9,cent2144,maz
MAZAHUA_CENTRAL,Mazahua Central,,19.42,-99.92,cent2144,maz
OTOMI_ACAMBAY,Otomi Acambay,,20.08,-100.08,quer1236,otq
OTOMI_DE_1776,Otomi De 1776,,21.33,-99.67,mezq1235,ote
OTOMI_DE_EL_BAILE,Otomi De El Baile,,21.05,-99.3,east2556,otm
OTOMI_DE_IXTENCO,Otomi De Ixtenco,,19.08,-97.92,ixte1237,otz
OTOMI_DE_SAN_ANDRES_CUEXCONTITLAN,Otomi De San Andres Cuexcontitlan,,19.58,-99.67,esta1236,ots
OTOMI_MEZQUITAL,Otomi Mezquital,,20.17,-99.17,mezq1235,ote
OTOMI_QUERETARO,Otomi Queretaro,,20.08,-100.08,quer1236,otq
OTOMI_TEMOAYA,Otomi Temoaya,,19.42,-99.5,temo1245,ott
OTOMI_TOLUCA,Otomi Toluca,,19.58,-99.67,esta1236,ots
TEMASCALCINGO_MAZAHUA,Temascalcingo Mazahua,,19.92,-100.0,cent2144,maz
CENTRAL_PAME,Central Pame,,21.47,-99.44,cent2145,pbs
PAME_DE_JILIAPAN_1958,Pame De Jiliapan 1958,,20.97,-99.33,sout2999,pmz
PAME_DE_JILIAPAN_1767,Pame De Jiliapan 1767,,20.97,-99.33,sout2999,pmz
PAME_DE_PALUCA_1958,Pame De Paluca 1958,,21.05,-99.3,sout2999,pmz
PAME_MERIDIONAL,Pame Meridional,,20.97,-99.33,sout2999,pmz
TAMASOPO_PAME,Tamasopo Pame,,21.92,-99.4,nort2984,pmq
CHOCHO_OCOTLAN,Chocho Ocotlan,,17.67,-97.42,choc1279,coz
CHOCHOTEC,Chochotec,,17.67,-97.42,choc1279,coz
HUAUTLA_DE_JIMENEZ,Huautla De Jimenez,,18.25,-96.83,huau1238,mau
IXCATEC,Ixcatec,,17.83,-97.17,ixca1245,ixc
JALAPA_DE_DIAZ,Jalapa De Diaz,,18.08,-96.5,jala1237,maj
MAZATEC_CHIQUIHUITLAN,Mazatec Chiquihuitlan,,17.75,-96.92,chiq1250,maq
MAZATLAN_DE_FLORES,Mazatlan De Flores,,18.0,-96.92,maza1296,vmz
POPOLOCA_DE_SAN_VICENTE_COYOTEPEC,Popoloca De San Vicente Coyotepec,,18.25,-97.83,coyo1236,pbf
POPOLOCA_METZONTLA,Popoloca Metzontla,,18.17,-97.5,mezo1235,pbe
POPOLOCA_SAN_JUAN_ATZINGO,Popoloca San Juan Atzingo,,18.17,-96.42,sanj1285,poe
PROTO_MAZATEC,Proto Mazatec,,17.7,-96.87,,
SAN_BARTOLOME_AYAUTLA,San Bartolome Ayautla,,18.02,-96.73,ayau1235,vmy
SAN_JERONIMO_TECOATL,San Jeronimo Tecoatl,,18.17,-96.92,sanj1286,maa
SAN_JUAN_CHIQUIHUITLAN,San Juan Chiquihuitlan,,17.75,-96.92,chiq1250,maq
SAN_LORENZO_CUAUNECUILTITLA,San Lorenzo Cuaunecuiltitla,,18.0,-96.92,maza1296,vmz
SAN_MIGUEL_SOYOLTEPEC,San Miguel Soyoltepec,,18.25,-96.33,soya1237,vmp
SAN_PEDRO_IXCATLAN,San Pedro Ixcatlan,,18.17,-96.58,ixca1246,mzi
PROTO_POPOTECAN,Proto Popotecan,,,,,
AZOYU_TLAPANEC,Azoyu Tlapanec,,17.08,-99.0,azoy1236,tpc
MEPHAA_ACATEPEC,Mephaa Acatepec,,17.08,-99.0,acat1239,tpx
SUBTIABA,Subtiaba,,12.44,-86.88,subt1250,sut
TEOCUITLAPA_MEPHAA,Teocuitlapa Mephaa,,17.35,-98.93,acat1239,tpx
TLACOAPA_MEPHAA,Tlacoapa Mephaa,,17.57,-99.48,tlac1237,tpl
TLAPANEC_MALINALTEPEC,Tlapanec Malinaltepec,,17.27,-98.52,mali1285,tcf
ALOAPAM_ZAPOTEC,Aloapam Zapotec,,17.42,-96.68,aloa1235,zaq
AMATLAN_ZAPOTEC,Amatlan Zapotec,,16.18,-96.58,amat1238,zpo
AYOQUESCO_ZAPOTEC,Ayoquesco Zapotec,,16.67,-96.83,ayoq1235,zaf
CAJONOS_ZAPOTEC,Cajonos Zapotec,,17.15,-96.23,cajo1238,zad
CHATINO_TATALTEPEC,Chatino Tataltepec,,16.31,-97.54,tata1258,cta
CHATINO_WESTERN_HIGHLAND,Chatino Western Highland,,16.25,-97.38,west2644,ctp
CHOAPAN_ZAPOTEC,Choapan Zapotec,,17.58,-95.75,choa1237,zpc
COATLAN_LOXICHA_ZAPOTEC,Coatlan Loxicha Zapotec,,16.07,-96.78,sanb1241,zpx
ISTHMUS_ZAPOTEC,Isthmus Zapotec,,16.42,-95.0,isth1244,zai
LACHIXIO_ZAPOTEC,Lachixio Zapotec,,16.52,-97.0,lach1249,zpl
OCOTLAN_ZAPOTEC,Ocotlan Zapotec,,17.7,-97.32,ocot1244,zac
PROTO_CHATINO,Proto Chatino,,17.07,-96.72,,
PROTO_ZAPOTECAN,Proto Zapotecan,,,,,
QUIOQUITANI_QUIERI_ZAPOTEC,Quioquitani Quieri Zapotec,,16.35,-96.17,quio1241,ztq
SAN_PEDRO_QUIATONI_ZAPOTEC,San Pedro Quiatoni Zapotec,,17.8,-98.23,sanp1261,zpf
SANTA_INES_YATZECHI_ZAPOTEC,Santa Ines Yatzechi Zapotec,,16.83,-96.67,sant1447,zpn
SANTA_MARIA_QUIEGOLANI_ZAPOTEC,Santa Maria Quiegolani Zapotec,,16.17,-96.08,sant1451,zpi
TEXMELUCAN_ZAPOTEC,Texmelucan Zapotec,,16.5,-97.17,texm1235,zpz
TILQUIAPAN_ZAPOTEC,Tilquiapan Zapotec,,16.78,-96.58,tilq1235,zts
XANAGUIA_ZAPOTEC,Xanaguia Zapotec,,16.1,-96.28,xana1235,ztg
YARENI_ZAPOTEC,Yareni Zapotec,,17.38,-96.62,yare1249,zae
ZACATEPEC_CHATINO,Zacatepec Chatino,,16.17,-97.33,zaca1242,ctz
ZAPOTEC_1578,Zapotec 1578,,17.05,-96.72,,
ZAPOTEC_LOXICHA,Zapotec Loxicha,,16.0,-96.6,loxi1235,ztp
ZAPOTEC_MITLA,Zapotec Mitla,,16.8,-96.25,mitl1236,zaw
ZAPOTEC_MIXTEPEC,Zapotec Mixtepec,,16.33,-96.33,mixt1426,zpm
ZAPOTEC_SAN_LUCAS_QUIAVINI,Zapotec San Lucas Quiavini,,16.9,-96.47,sanj1284,zab
ZAPOTEC_SIERRA_DE_JUAREZ,Zapotec Sierra De Juarez,,17.5,-96.58,sier1250,zaa
ZAPOTEC_SOUTHERN_RINCON,Zapotec Southern Rincon,,17.3,-96.38,sout3004,zsr
ZAPOTEC_YALALAG,Zapotec Yalalag,,17.17,-96.17,yala1267,zpu
ZAPOTEC_YATZACHI,Zapotec Yatzachi,,17.21,-96.21,yatz1235,zav
ZAPOTEC_ZOOGOCHO,Zapotec Zoogocho,,17.25,-96.25,zoog1238,zpq
PUREPECHA,Purepecha,,19.5,-101.67,pure1242,tsz
PURHEPECHA,Purhepecha,,19.5,-101.67,pure1242,tsz
PURHEPECHA_2,Purhepecha 2,,19.5,-101.67,pure1242,tsz
TARASCAN,Tarascan,,19.5,-101.67,pure1242,tsz
PROTO_TOTO_ZOQUEAN,Proto Toto Zoquean,,,,,
PAPANTLA_TOTONAC,Papantla Totonac,,20.33,-97.33,papa1238,top
PROTO_TOTONACAN,Proto Totonacan,,,,,
TEPEHUA_HUEHUETLA,Tepehua Huehuetla,,20.83,-98.17,hueh1236,tee
TEPEHUA_PISA_FLORES,Tepehua Pisa Flores,,20.58,-98.0,pisa1237,tpp
TEPEHUA_TLACHICHILCO,Tepehua Tlachichilco,,20.63,-98.2,tlac1235,tpt
TOTONAC_COATEPEC,Totonac Coatepec,,19.5,-97.0,,
TOTONAC_COYUTLA,Totonac Coyutla,,19.92,-97.42,high1243,tos
TOTONAC_FILOMENA_MATA,Totonac Filomena Mata,,20.18,-97.7,filo1235,tlp
TOTONAC_HIGHLAND,Totonac Highland,,19.92,-97.42,high1243,tos
TOTONAC_MISANTLA,Totonac Misantla,,19.92,-96.92,yecu1235,tlc
TOTONAC_OLINTLA,Totonac Olintla,,20.01,-97.68,,
TOTONAC_OZELONACAXTLA,Totonac Ozelonacaxtla,,20.07,-97.62,,
TOTONAC_TEJERIA,Totonac Tejeria,,20.52,-97.88,,
TOTONAC_UPPER_NEXACA,Totonac Upper Nexaca,,20.23,-97.82,uppe1275,tku
XICOTEPEC_TOTONAC,Xicotepec Totonac,,20.42,-97.83,xico1235,too
CUITLATEC,Cuitlatec,,17.5,-101.0,,qpb
HIGHLAND_TEQUISTLATEC,Highland Tequistlatec,,16.25,-95.75,high1242,chd
OAXACA_CHONTAL,Oaxaca Chontal,,16.0,-95.75,lowl1260,clo
AYUTLA_MIXE,Ayutla Mixe,,17.02,-96.07,tlah1239,mxp
CHIAPAS_ZOQUE,Chiapas Zoque,,17.0,-93.25,copa1236,zoc
LOWLAND_MIXE,Lowland Mixe,,16.92,-95.67,coat1238,mco
MARIA_CHIMALAPA,Maria Chimalapa,,16.9,-94.68,chim1300,zoh
MIGUEL_CHIMALAPA,Miguel Chimalapa,,16.71,-94.75,chim1300,zoh
NORTH_HIGHLAND_MIXE,North Highland Mixe,,17.25,-96.0,toto1305,mto
OLUTA_POPOLUCA,Oluta Popoluca,,17.95,-95.0,olut1240,plo
PROTO_MIXE_ZOQUE,Proto Mixe Zoque,,16.5,-94.17,,
SOUTH_HIGHLAND_MIXE,South Highland Mixe,,17.08,-96.17,tlah1239,mxp
SAYULA_POPOLUCA,Sayula Popoluca,,17.83,-95.0,sayu1241,pos
SOTEAPAN_ZOQUE,Soteapan Zoque,,18.33,-95.17,high1276,poi
TAPACHULTEC,Tapachultec,,14.9,-92.28,tapa1260,qcs
TEXISTEPEC_ZOQUE,Texistepec Zoque,,17.9,-94.82,texi1237,poq
ULTERIOR_MIXE_C,Ulterior Mixe C,,17.22,-96.03,,
ZOQUE_FRANCISCO_LEON,Zoque Francisco Leon,,17.33,-93.25,fran1266,zos
ZOQUE_RAYON,Zoque Rayon,,17.08,-93.0,rayo1235,zor
HUAVE,Huave,,16.22,-95.0,sanm1287,huv
HUAVE_2,Huave 2,,16.22,-95.0,sanm1287,huv
PROTO_HUAVEAN,Proto Huavean,,,,,
SAN_FRANCISCO_DEL_MAR_HUAVE,San Francisco Del Mar Huave,,16.25,-94.5,sanf1258,hue
ACATECO_SAN_MIGUEL_ACATAN,Acateco San Miguel Acatan,,15.33,-91.67,west2635,knj
AGUACATEC,Aguacatec,,15.42,-91.33,agua1252,agu
AGUACATECO_AGUACATAN,Aguacateco Aguacatan,,15.42,-91.33,agua1252,agu
CENTRAL_QUICHE,Central Quiche,,15.0,-91.42,kich1262,quc
CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA,Central Quiche Santa Maria Chiquimula,,15.03,-91.33,kich1262,quc
CHICOMUCELTEC,Chicomuceltec,,15.5,-92.25,chic1271,cob
CHOL_TILA,Chol Tila,,17.4,-92.48,chol1282,ctu
CHOLTI,Cholti,,15.5,-89.0,,qjt
CHOL_TUMBALA,Chol Tumbala,,17.75,-92.5,chol1282,ctu
CHONTAL_TABASCO,Chontal Tabasco,,18.17,-92.58,taba1266,chf
CHORTI,Chorti,,14.83,-89.25,chor1273,caa
CHORTI_JOCOTAN,Chorti Jocotan,,14.81,-89.38,chor1273,caa
CHUJ,Chuj,,15.92,-91.58,chuj1250,cac
CHUJ_SAN_MATEO_IXTATAN,Chuj San Mateo Ixtatan,,15.83,-91.48,chuj1250,cac
EASTERN_KEKCHI_CAHABON,Eastern Kekchi Cahabon,,15.56,-89.82,kekc1242,kek
EASTERN_QUICHE_RABINAL,Eastern Quiche Rabinal,,15.08,-90.33,achi1256,acr
HUASTEC,Huastec,,22.08,-99.33,huas1242,hus
ITZAJ,Itzaj,,17.0,-89.83,itza1241,itz
IXIL_CHAJUL,Ixil Chajul,,15.5,-91.0,ixil1251,ixl
JACALTEC,Jacaltec,,15.67,-91.67,popt1235,jac
JACALTECO_WESTERN,Jacalteco Western,,15.83,-91.83,popt1235,jac
JAKALTEKO_EASTERN,Jakalteko Eastern,,15.67,-91.67,popt1235,jac
KEKCHI,Kekchi,,16.0,-89.83,kekc1242,kek
KICHE,Kiche,,15.0,-91.42,kich1262,quc
KICHEE_ALDEA_ARGUETA_SOLOLA,Kichee Aldea Argueta Solola,,14.78,-91.5,kich1262,quc
KICHEE_CHICHICASTENANGO,Kichee Chichicastenango,,15.0,-91.08,kich1262,quc
KICHEE_CANTEL,Kichee Cantel,,14.78,-91.5,kich1262,quc
KICHEE_CUBULCO,Kichee Cubulco,,15.17,-90.5,kich1262,quc
KICHEE_CUNEN_1,Kichee Cunen 1,,15.83,-91.0,kich1262,quc
KICHEE_CUNEN_2,Kichee Cunen 2,,15.83,-91.0,kich1262,quc
KICHEE_JOYABAJ_1,Kichee Joyabaj 1,,15.0,-90.87,kich1262,quc
KICHEE_JOYABAJ_2,Kichee Joyabaj 2,,15.0,-90.87,kich1262,quc
KICHEE_MOMOSTENANGO,Kichee Momostenango,,14.78,-91.5,kich1262,quc
KICHEE_NAHUALA_1,Kichee Nahuala 1,,14.78,-91.5,kich1262,quc
KICHEE_NAHUALA_2,Kichee Nahuala 2,,14.78,-91.5,kich1262,quc
KICHEE_RABINAL,Kichee Rabinal,,15.08,-90.33,achi1256,acr
KICHEE_SAMAYAC_1,Kichee Samayac 1,,14.78,-91.5,kich1262,quc
KICHEE_SAMAYAC_2,Kichee Samayac 2,,14.78,-91.5,kich1262,quc
KICHEE_SAN_ANTONIO_ILOTENANGO,Kichee San Antonio Ilotenango,,15.0,-91.42,kich1262,quc
KICHEE_SAN_JOSE_CHIQUILAJA_QUETZ,Kichee San Jose Chiquilaja Quetz,,14.78,-91.5,kich1262,quc
KICHEE_SAN_MIGUEL_CHICAJ,Kichee San Miguel Chicaj,,15.0,-91.08,kich1262,quc
KICHEE_SANTA_CLARA_LA_LAGUNA,Kichee Santa Clara La Laguna,,14.78,-91.5,kich1262,quc
KICHEE_SANTA_CRUZ_DE_EL_QUICHE,Kichee Santa Cruz De El Quiche,,15.0,-91.42,kich1262,quc
KICHEE_SANTA_LUCIA_UTATLAN,Kichee Santa Lucia Utatlan,,14.78,-91.5,kich1262,quc
KICHEE_SANTA_MARIA_CHIQUIMULA_1,Kichee Santa Maria Chiquimula 1,,15.0,-91.42,kich1262,quc
KICHEE_SANTA_MARIA_CHIQUIMULA_2,Kichee Santa Maria Chiquimula 2,,15.0,-91.42,kich1262,quc
KICHEE_TOTONICAPAN_1,Kichee Totonicapan 1,,15.0,-91.42,kich1262,quc
KICHEE_TOTONICAPAN_2,Kichee Totonicapan 2,,15.0,-91.42,kich1262,quc
KICHEE_ZACUALPA,Kichee Zacualpa,,15.0,-91.08,kich1262,quc
KICHEE_ZUNIL,Kichee Zunil,,14.78,-91.5,kich1262,quc
LACANDON,Lacandon,,17.0,-91.5,laca1243,lac
MAM_CABRICAN,Mam Cabrican,,15.42,-91.83,mamm1241,mam
MAM_CAJOLA,Mam Cajola,,15.42,-91.83,mamm1241,mam
MAM_CONSEPCION_CHIQUIRICHAPA,Mam Consepcion Chiquirichapa,,15.42,-91.83,mamm1241,mam
MAM_NORTHERN,Mam Northern,,15.0,-91.83,mamm1241,mam
MAM_SAN_GASPAR_IXCHIL,Mam San Gaspar Ixchil,,15.42,-91.83,mamm1241,mam
MAM_SAN_ILDEFONSO_IXTAHUACAN,Mam San Ildefonso Ixtahuacan,,15.0,-91.83,mamm1241,mam
MAM_SAN_JUAN_ATITLAN,Mam San Juan Atitlan,,15.42,-91.83,mamm1241,mam
MAM_SAN_JUAN_OSTUNCALCO,Mam San Juan Ostuncalco,,15.42,-91.83,mamm1241,mam
MAM_SAN_MARTIN_SACATEPEQUEZ,Mam San Martin Sacatepequez,,15.42,-91.83,mamm1241,mam
MAM_SAN_MIGUEL_SIGUILA,Mam San Miguel Siguila,,15.42,-91.83,mamm1241,mam
MAM_SAN_PEDRO_NECTA,Mam San Pedro Necta,,15.42,-91.83,mamm1241,mam
MAM_SAN_RAFAEL_PETZAL,Mam San Rafael Petzal,,15.0,-91.83,mamm1241,mam
MAM_SAN_SEBASTIAN_H,Mam San Sebastian H,,15.0,-91.83,mamm1241,mam
MAM_SANTA_BARBARA,Mam Santa Barbara,,15.42,-91.83,mamm1241,mam
MAM_SANTIAGO_CHIMALTENANGO,Mam Santiago Chimaltenango,,15.42,-91.83,mamm1241,mam
MAM_TACANA_1,Mam Tacana 1,,15.3,-92.13,mamm1241,mam
MAM_TACANA_2,Mam Tacana 2,,15.3,-92.13,mamm1241,mam
MAM_TACANA_3,Mam Tacana 3,,15.3,-92.13,mamm1241,mam
MAM_TECTITAN,Mam Tectitan,,15.42,-92.08,tekt1235,ttc
MAM_TODOS_SANTOS_CUCHUMATAN_1,Mam Todos Santos Cuchumatan 1,,15.5,-91.5,mamm1241,mam
MAM_TODOS_SANTOS_CUCHUMATAN_2,Mam Todos Santos Cuchumatan 2,,15.5,-91.5,mamm1241,mam
MAM_TODOS_SANTOS_CUCHUMATAN_3,Mam Todos Santos Cuchumatan 3,,15.5,-91.5,mamm1241,mam
MAYA_YUCATAN,Maya Yucatan,,20.0,-89.0,yuca1254,yua
MAYA_YUCATECA,Maya Yucateca,,20.0,-89.0,yuca1254,yua
MOCHO,Mocho,,15.37,-92.23,moch1257,mhc
MOPAN,Mopan,,16.58,-88.67,mopa1243,mop
MOPAN_SAN_LUIS_PETEN,Mopan San Luis Peten,,16.19,-89.44,mopa1243,mop
NORTHERN_CAKCHIQUEL_SAN_MARTIN_JILOTEPEQUE,Northern Cakchiquel San Martin Jilotepeque,,14.79,-90.79,kaqc1270,cak
NORTHERN_CAKCHIQUEL_TECPAN,Northern Cakchiquel Tecpan,,14.76,-90.99,kaqc1270,cak
NORTHERN_MAM_SAN_ILDEFONSO_IXTAHUACAN,Northern Mam San Ildefonso Ixtahuacan,,15.42,-91.83,mamm1241,mam
POCOMAM_EASTERN,Pocomam Eastern,,14.67,-90.5,poqo1253,poc
POCOMAM_SAN_LUIS_JILOTEPEQUE,Pocomam San Luis Jilotepeque,,14.65,-89.73,poqo1253,poc
POQOMCHI_WESTERN,Poqomchi Western,,15.42,-90.5,poqo1254,poh
PROTO_CHOLAN,Proto Cholan,,15.55,-89.05,,
PROTO_GREATER_QANJOBALAN,Proto Greater Qanjobalan,,15.38,-91.72,,
PROTO_GREATER_QUICHEAN,Proto Greater Quichean,,14.84,-90.84,,
PROTO_GREATER_TZELTALAN,Proto Greater Tzeltalan,,15.58,-89.08,,
PROTO_HUASTECAN,Proto Huastecan,,15.55,-92.3,,
PROTO_MAMEAN,Proto Mamean,,15.55,-91.05,,
PROTO_MAYA,Proto Maya,,,,,
PROTO_MAYAN,Proto Mayan,,17.0,-89.83,,
PROTO_TZELTALAN,Proto Tzeltalan,,16.66,-93.65,,
PROTO_YUCATECAN_MAYAN,Proto Yucatecan Mayan,,20.05,-89.05,,
QANJOBAL_SANTA_EULALIA,Qanjobal Santa Eulalia,,15.83,-91.83,qanj1241,kjb
QUICHE,Quiche,,15.0,-91.42,kich1262,quc
SACAPULTECO_SACAPULAS_CENTRO,Sacapulteco Sacapulas Centro,,15.27,-91.08,saca1238,quv
SIPAKAPENSE,Sipakapense,,15.2,-91.56,sipa1247,qum
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,Southern Cakchiquel San Andres Itzapa,,14.62,-90.84,kaqc1270,cak
SOUTHERN_MAM_SAN_JUAN_OSTUNCALCO,Southern Mam San Juan Ostuncalco,,15.42,-91.83,mamm1241,mam
TECO_TECTITAN,Teco Tectitan,,15.42,-92.08,tekt1235,ttc
TOJOLABAL,Tojolabal,,16.33,-91.5,tojo1241,toj
TZELTAL_OXCHUC,Tzeltal Oxchuc,,16.85,-92.42,tzel1254,tzh
TZELTAL_BACHAJON,Tzeltal Bachajon,,16.92,-92.0,tzel1254,tzh
TZOTZIL_HUIXTAN,Tzotzil Huixtan,,16.35,-92.5,tzot1259,tzo
TZOTZIL_SAN_ANDRES,Tzotzil San Andres,,16.35,-92.5,tzot1259,tzo
TZOTZIL_VENUSTIANO_CARRANZA,Tzotzil Venustiano Carranza,,16.35,-92.5,tzot1259,tzo
TZOTZIL_ZINACANTAN_1600,Tzotzil Zinacantan 1600,,16.75,-92.7,,
TZUTUJIL_SAN_JUAN_LA_LAGUNA,Tzutujil San Juan La Laguna,,14.7,-91.28,tzut1248,tzj
TZUTUJIL_SANTIAGO_ATITLAN,Tzutujil Santiago Atitlan,,14.63,-91.23,tzut1248,tzj
TZUTUJIL_WESTERN,Tzutujil Western,,14.67,-91.33,tzut1248,tzj
USPANTEKO,Uspanteko,,15.45,-90.75,uspa1245,usp
HUASTEC_VERACRUZ,Huastec Veracruz,,21.33,-98.25,huas1242,hus
WESTERN_CAKCHIQUEL_PATZUN,Western Cakchiquel Patzun,,14.68,-91.02,kaqc1270,cak
WESTERN_KEKCHI_SAN_JUAN_CHAMELCO,Western Kekchi San Juan Chamelco,,15.43,-90.33,kekc1242,kek
WESTERN_POCOMAM_SAN_CRISTOBAL_VERAPAZ,Western Pocomam San Cristobal Verapaz,,15.38,-90.4,poqo1253,poc
WESTERN_QUICHE_MOMOSTENANGO,Western Quiche Momostenango,,14.04,-91.41,kich1262,quc
WESTERN_QUICHE_SANTA_CATARINA_IXTAHUACAN,Western Quiche Santa Catarina Ixtahuacan,,14.8,-91.36,kich1262,quc
WESTERN_QUICHE_TOTONICAPAN,Western Quiche Totonicapan,,14.91,-91.36,kich1262,quc
ZINACANTAN_TZOTZIL,Zinacantan Tzotzil,,16.35,-92.5,tzot1259,tzo
JICAQUE,Jicaque,,14.67,-87.0,toll1241,jic
PROTO_JICAQUE,Proto Jicaque,,,,,
XINCA,Xinca,,14.2,-89.78,xinc1247,xin
LENCA_EL_SALVADOR,Lenca El Salvador,,13.72,-88.12,lenc1244,len
LENCA_HONDURAS,Lenca Honduras,,14.11,-87.83,lenc1244,len
CACAOPERA,Cacaopera,,13.0,-88.5,caca1247,ccr
MISKITO,Miskito,,14.0,-83.67,misk1235,miq
ULWA,Ulwa,,13.0,-84.5,ulwa1239,ulw
DAMANA,Damana,,11.0,-73.5,mala1522,mbp
IKA,Ika,,10.67,-73.75,arhu1242,arh
KOGUI,Kogui,,11.0,-73.83,cogu1240,kog
PROTO_CHIBCHAN,Proto Chibchan,,,,,
CHIBCHA,Chibcha,,5.0,-74.0,chib1270,chb
TUNEBO,Tunebo,,6.75,-72.25,cent2150,tuf
CHIMILA,Chimila,,10.0,-74.0,chim1309,cbg
DORASQUE,Dorasque,,7.0,-83.0,,qbn
BUGLERE_MURIRE,Buglere Murire,,8.5,-81.25,bugl1243,sab
GUAYMI,Guaymi,,8.67,-82.0,ngab1239,gym
NGABERE_MOVE,Ngabere Move,,9.75,-83.42,ngab1239,gym
CUNA,Cuna,,8.0,-77.33,bord1248,kvn
KUNA_YALA_SAN_BLAS,Kuna Yala San Blas,,9.23,-78.22,sanb1242,cuk
BARI_COLUMBIA,Bari Columbia,,9.0,-73.0,bari1297,mot
COLOMBIAN_BARI,Colombian Bari,,7.9,-72.5,bari1297,mot
VENEZUELAN_BARI,Venezuelan Bari,,9.84,-72.25,bari1297,mot
PECH,Pech,,15.0,-85.5,pech1241,pay
MELEKU_JAIKA,Meleku Jaika,,10.75,-84.75,male1297,gut
RAMA,Rama,,11.75,-83.75,rama1270,rma
BORUCA,Boruca,,8.83,-83.25,boru1252,brn
BRIBRI,Bribri,,9.42,-83.0,brib1243,bzd
CABECAR_CHIRIPO,Cabecar Chiripo,,9.75,-83.42,cabe1245,cjp
