ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code
SILA,Sila,,12.33,21.75,dars1235,dau
AKA,Aka,,11.17,33.83,akaa1242,soh
INGASSANA,Ingassana,,11.5,34.0,gaam1241,tbi
MOLO,Molo,,10.92,34.0,molo1257,zmo
IK,Ik,,3.75,34.17,ikkk1242,ikx
IK_2,Ik 2,,3.75,34.17,ikkk1242,ikx
NYANGI,Nyangi,,3.42,33.58,nyan1313,nyp
PROTO_KULIAK,Proto Kuliak,,,,,
TEPES,Tepes,,2.58,34.75,sooo1256,teu
NARA,Nara,,15.08,37.58,nara1262,nrb
ACHOLI,Acholi,,3.0,32.67,acol1236,ach
ACHOLI_2,Acholi 2,,3.0,32.67,acol1236,ach
ADHOLA,Adhola,,0.67,34.0,adho1243,adh
ALUR,Alur,,2.42,31.25,alur1250,alz
ANYUAK,Anyuak,,8.0,33.5,anua1242,anu
BARI_SUDAN,Bari Sudan,,5.83,31.67,bari1284,bfa
BURUN,Burun,,10.75,34.0,buru1301,bdi
CAMUS,Camus,,0.52,36.08,samb1315,saq
DATOOGA_DIALECT_2,Datooga Dialect 2,,-4.33,35.33,dato1239,tcc
DATOOGA_DIALECT_3,Datooga Dialect 3,,-4.33,35.33,dato1239,tcc
DATOOGA_DIALECT_4,Datooga Dialect 4,,-4.33,35.33,dato1239,tcc
DATOOGA_DIALECT_5,Datooga Dialect 5,,-4.33,35.33,dato1239,tcc
DATOOGA_DIALECT_6,Datooga Dialect 6,,-4.33,35.33,dato1239,tcc
DINKA_NORTHEASTERN,Dinka Northeastern,,8.5,28.0,nort2815,dip
DINKA_NORTHWESTERN,Dinka Northwestern,,9.67,29.0,nort2816,diw
DINKA_SOUTH_CENTRAL,Dinka South Central,,6.83,30.0,sout2833,dib
DINKA_SOUTHEASTERN,Dinka Southeastern,,7.0,32.0,sout2834,dks
DONGOTONO,Dongotono,,4.67,33.25,dong1294,ddd
ENDO,Endo,,1.08,35.58,mark1255,enb
GIUR,Giur,,8.0,28.0,luwo1239,lwo
JUMJUM,Jumjum,,10.58,34.0,jumj1238,jum
KAKWA,Kakwa,,3.92,30.25,kakw1240,keo
KALENJIN,Kalenjin,,0.5,35.27,kips1239,sgc
KARIMOJONG,Karimojong,,3.0,34.17,kara1483,kdj
KEIYO,Keiyo,,0.51,35.23,keiy1238,eyo
KUKU,Kuku,,3.75,31.77,bari1284,bfa
KUMAN_UGANDA,Kuman Uganda,,1.75,33.21,kuma1275,kdi
LANGO,Lango,,2.17,33.0,lang1324,laj
LOKOYA,Lokoya,,4.33,32.0,loko1254,lky
LUO,Luo,,-0.5,34.75,luok1236,luo
MAASAI,Maasai,,-3.0,36.0,masa1300,mas
MABAAN,Mabaan,,9.75,33.75,maba1273,mfz
MONDARI,Mondari,,5.75,31.5,mand1425,mqu
MOSIRO,Mosiro,,-5.43,37.19,mosi1247,mwy
NANDI,Nandi,,0.25,35.0,nand1266,niq
NANDI_2,Nandi 2,,0.25,35.0,nand1266,niq
NGYEPU,Ngyepu,,3.85,31.82,bari1284,bfa
NORTH_TUGEN,North Tugen,,0.25,35.92,tuge1241,tuy
NUER,Nuer,,8.33,32.0,nuer1246,nus
NYANGATOM,Nyangatom,,4.92,35.83,nyan1315,nnj
NYANGATOM_2,Nyangatom 2,,4.92,35.83,nyan1315,nnj
NYANGGWARA,Nyanggwara,,5.1,30.08,bari1284,bfa
OMOTIK,Omotik,,-1.33,35.5,omot1239,omt
ONGAMO,Ongamo,,-3.03,37.47,ngas1238,nsg
PARI,Pari,,5.0,32.5,pari1256,lkr
POKOT,Pokot,,1.5,35.5,poko1263,pko
PROTO_EASTERN_NILOTIC,Proto Eastern Nilotic,,,,,
PROTO_LOTUKO_MAA,Proto Lotuko Maa,,,,,
PROTO_MAA,Proto Maa,,0.0,36.0,,
PROTO_ONGAMO_MAA,Proto Ongamo Maa,,0.0,36.0,,
PROTO_SOUTHERN_NILOTIC,Proto Southern Nilotic,,,,,
PROTO_TESO_LOTUKO_MAA,Proto Teso Lotuko Maa,,,,,
REK,Rek,,8.75,29.0,sout2832,dik
SABAOT,Sabaot,,1.0,34.75,saba1262,spy
SAMPUR,Sampur,,0.5,36.17,samb1315,saq
SHILLUK,Shilluk,,9.67,31.75,shil1265,shk
SHILLUK_2,Shilluk 2,,9.67,31.75,shil1265,shk
SOGOO,Sogoo,,-0.75,35.92,okie1245,oki
TESO,Teso,,1.83,33.8,teso1249,teo
TOPOSA,Toposa,,5.16,34.22,topo1242,toq
TURKANA,Turkana,,3.0,35.5,turk1308,tuv
BIRKED,Birked,,16.07,25.47,birk1242,brk
DAIR,Dair,,12.5,30.58,dair1239,drb
DILLING,Dilling,,12.0,29.58,dill1242,dil
EL_HUGEIRAT,El Hugeirat,,11.95,28.59,elhu1238,elh
KADARU,Kadaru,,12.17,30.25,kada1282,kdu
KARKO,Karko,,12.05,29.21,kark1256,kko
KENZI,Kenzi,,24.09,32.9,kenu1243,xnz
MEIDOB_NUBIAN,Meidob Nubian,,15.08,26.25,mido1240,mei
NOBIIN,Nobiin,,21.0,31.0,nobi1240,fia
NUBIAN_OF_DONGOLA,Nubian Of Dongola,,18.25,30.75,dong1288,dgl
OLD_NUBIAN,Old Nubian,,23.0,33.0,oldn1245,onw
PROTO_NILE_NUBIAN,Proto Nile Nubian,,,,,
PROTO_NUBIAN,Proto Nubian,,,,,
UNCUNWEE,Uncunwee,,12.0,31.0,ghul1238,ghl
WALI_SUDAN,Wali Sudan,,11.86,29.12,wali1262,wll
AFITTI,Afitti,,12.47,30.75,afit1238,aft
AMA_AFRICA,Ama Africa,,12.17,29.33,amas1236,nyi
BAALE,Baale,,6.2,35.2,kaci1244,koe
DIDINGA,Didinga,,4.05,33.05,didi1258,did
KWEGU,Kwegu,,7.0,36.08,kweg1241,xwg
MEEN,Meen,,5.0,37.0,meen1242,mym
MESENGO,Mesengo,,6.75,35.0,maja1242,mpe
MURLE,Murle,,6.5,33.5,murl1244,mur
MURSI,Mursi,,5.58,36.08,murs1242,muz
NARIM_LARIM,Narim Larim,,4.26,33.46,nari1240,loh
SURI_CHAI,Suri Chai,,5.33,35.33,suri1267,suq
TENNET,Tennet,,4.42,32.5,tenn1246,tex
TIRMA,Tirma,,5.75,35.25,suri1267,suq
ZILMAMU,Zilmamu,,6.2,35.2,kaci1244,koe
ASSANGORI,Assangori,,13.75,21.5,assa1269,sjg
MARARIT,Mararit,,14.08,21.5,mara1396,mgb
MIISIIRII_TAMA,Miisiirii Tama,,13.5,22.0,tama1331,tma
TEMEIN,Temein,,11.92,29.42,nucl1339,teq
FUR,Fur,,13.5,25.0,furr1244,fvr
DISOHA,Disoha,,12.42,35.42,gumu1244,guk
GUMUZ,Gumuz,,12.5,35.83,gumu1244,guk
SESE,Sese,,12.5,35.5,gumu1244,guk
CENTRAL_KOMA,Central Koma,,8.75,33.75,komo1258,xom
GULE,Gule,,11.5,33.42,gule1241,gly
GWAMA,Gwama,,9.5,34.17,kwam1249,kmq
KOMA,Koma,,8.75,33.75,komo1258,xom
LANGA,Langa,,8.33,33.92,opuu1239,lgn
NORTHERN_KOMA,Northern Koma,,9.5,34.17,kwam1249,kmq
SOUTHERN_KOMA,Southern Koma,,8.5,33.75,komo1258,xom
UDUK,Uduk,,8.23,34.42,uduk1239,udu
ILIT,Ilit,,14.5,36.92,kuna1268,kun
KUNAMA,Kunama,,14.5,37.0,kuna1268,kun
KIBET,Kibet,,11.5,21.0,kibe1241,kie
MABA_CHAD,Maba Chad,,13.75,20.83,maba1277,mde
MASALIT,Masalit,,13.33,22.0,nucl1440,mls
RUNGA,Runga,,10.33,21.0,rung1258,rou
BERIA,Beria,,15.17,24.0,zagh1240,zag
BERTI,Berti,,14.57,25.85,bert1249,byt
BILMA_KANURI,Bilma Kanuri,,19.1,13.07,bilm1238,bms
DAZAGA,Dazaga,,16.0,15.0,daza1242,dzg
KANEMBU,Kanembu,,14.0,15.0,kane1243,kbl
KANURI,Kanuri,,12.0,13.0,cent2050,knc
MANGA_KANURI,Manga Kanuri,,14.0,10.0,mang1399,kby
TEDAGA,Tedaga,,20.0,19.0,teda1241,tuq
SHABO,Shabo,,7.58,35.42,shab1252,sbf
DENDI,Dendi,,11.75,3.25,dend1243,ddn
DJENNE_CHIINI,Djenne Chiini,,13.83,2.17,zarm1239,dje
KORANDJE,Korandje,,29.5,-3.0,kora1291,kcy
KOROBORO_SENNI,Koroboro Senni,,16.0,0.0,koyr1242,ses
KOYRA_CHIINI,Koyra Chiini,,17.0,-3.0,koyr1240,khq
TADAKSAHAK,Tadaksahak,,15.52,2.13,tada1238,dsq
TASAWAQ,Tasawaq,,16.51,7.01,tasa1240,twq
TONDI_SONGWAY_KIINI,Tondi Songway Kiini,,14.33,0.2,humb1243,hmb
ZARMA,Zarma,,13.83,2.17,zarm1239,dje
BEJA,Beja,,18.0,36.0,beja1238,bej
BEJA_2,Beja 2,,18.0,36.0,beja1238,bej
AYT_SEGHROUCHEN,Ayt Seghrouchen,,33.33,-4.67,cent2194,tzm
AWJILAH,Awjilah,,29.0,21.0,awji1241,auj
BENI_SNOUS_WESTERN_ALGERIAN_BERBER,Beni Snous Western Algerian Berber,,34.62,-1.64,tari1263,rif
CHENOUA,Chenoua,,36.59,2.2,chen1266,cnu
FIGUIG,Figuig,,32.5,-1.5,cent2194,tzm
FOQAHA,Foqaha,,27.83,16.35,sawk1238,swn
GHADAMES,Ghadames,,30.13,9.5,ghad1239,gha
GHADAMES_2,Ghadames 2,,30.13,9.5,ghad1239,gha
GHOMARA,Ghomara,,35.31,-4.96,ghom1257,gho
JEBEL_NEFUSA,Jebel Nefusa,,31.86,11.79,nafu1238,jbn
KABYLE,Kabyle,,36.05,5.0,kaby1243,kab
KABYLE_GREATER_KABYLIA_AT_MANGELLAT,Kabyle Greater Kabylia At Mangellat,,36.05,5.0,kaby1243,kab
NAFUSI,Nafusi,,32.0,12.0,nafu1238,jbn
OUARGLA_BERBER,Ouargla Berber,,31.92,5.33,taga1278,oua
SENED,Sened,,34.47,9.44,sene1271,sds
SENHAJA_DE_SRAIR,Senhaja De Srair,,34.91,-4.56,senh1238,sjs
SENHAYI,Senhayi,,34.45,-4.18,senh1238,sjs
SIWA_BERBER,Siwa Berber,,29.17,25.5,siwi1239,siz
SIWI,Siwi,,29.17,25.5,siwi1239,siz
TAMAHAQ_TAHAGGART,Tamahaq Tahaggart,,23.0,6.0,taha1241,thv
TAMAHAQ_TAHAGGART_2,Tamahaq Tahaggart 2,,23.0,6.0,taha1241,thv
TAMAJEQ_TAYART_AIR,Tamajeq Tayart Air,,16.0,8.0,taya1257,thz
TAMASHEQ,Tamasheq,,14.05,-0.25,tama1365,taq
TAMAZIGHT_CENTRAL_ATLAS_AYT_IZDEG,Tamazight Central Atlas Ayt Izdeg,,33.2,-4.4,cent2194,tzm
TAMAZIGHT_CENTRAL_ATLAS_AYT_NDHIR,Tamazight Central Atlas Ayt Ndhir,,33.2,-4.4,cent2194,tzm
TAMAZIGHT_CENTRAL_ATLAS_NTIFA,Tamazight Central Atlas Ntifa,,33.2,-4.4,cent2194,tzm
TARIFIT_GUELAIA,Tarifit Guelaia,,34.5,-4.0,tari1263,rif
TARIFIT_BENI_IZNASSEN,Tarifit Beni Iznassen,,34.05,-4.0,tari1263,rif
TASHELHIT_IDA_USEMLAL,Tashelhit Ida Usemlal,,29.53,-9.61,tach1250,shi
TAZNATIT,Taznatit,,29.11,0.02,tazn1238,grr
TETSERRET,Tetserret,,15.45,6.27,tawa1286,ttq
TUMZABT,Tumzabt,,32.05,3.05,tumz1238,mzb
WARGLA,Wargla,,31.95,5.32,taga1278,oua
ZENAGA,Zenaga,,17.33,-16.0,zena1248,zen
ZENAGA_2,Zenaga 2,,17.33,-16.0,zena1248,zen
BIRAYLE,Birayle,,5.33,37.33,bira1253,bxe
ONGOTA,Ongota,,5.33,37.33,bira1253,bxe
AFADE,Afade,,11.33,15.33,afad1236,aal
BACAMA_MULYEN,Bacama Mulyen,,9.5,12.0,baca1246,bcy
BACAMA,Bacama,,9.4,11.65,baca1246,bcy
BANA,Bana,,10.25,13.35,bana1305,bcw
BATA_MALABU,Bata Malabu,,10.0,12.67,bata1314,bta
BATA_ZUMU,Bata Zumu,,10.0,12.67,bata1314,bta
BAZZA,Bazza,,10.5,13.26,kamw1239,hig
BOGA,Boga,,11.0,12.8,boga1251,bvw
BUDUMA,Buduma,,13.05,14.05,budu1265,bdm
BURA,Bura,,10.5,12.25,bura1292,bwr
CIBAK,Cibak,,11.16,12.76,ciba1236,ckl
CINENI,Cineni,,11.1,13.78,cine1238,cie
CUVOK,Cuvok,,10.67,14.0,cuvo1236,cuv
DABA,Daba,,10.17,13.75,nucl1683,dbq
DABA_DKX,Daba Dkx,,10.17,13.75,maza1304,dkx
DGHWEDE,Dghwede,,11.0,13.67,dghw1239,dgh
FALI_BAGIRA,Fali Bagira,,10.4,13.3,fali1285,fli
FALI_GILI,Fali Gili,,10.33,13.55,kamw1239,hig
FALI_KIRIYA,Fali Kiriya,,10.45,13.35,kamw1239,hig
FALI_MUCHELLA,Fali Muchella,,10.5,13.4,fali1285,fli
FUTU,Futu,,10.4,13.3,kamw1239,hig
GAANDA_GABIN,Gaanda Gabin,,10.3,12.3,gaan1243,gqa
GAANDA,Gaanda,,10.33,12.58,gaan1243,gqa
GAVA,Gava,,11.23,13.8,gudu1252,gdf
GAVAR,Gavar,,10.56,13.82,gava1241,gou
GHYE,Ghye,,10.5,13.5,kamw1239,hig
GIDAR,Gidar,,10.0,14.0,gida1247,gid
GLAVDA,Glavda,,11.24,13.9,glav1244,glw
GUDE,Gude,,10.42,13.42,gude1246,gde
GUDU,Gudu,,9.91,12.53,gudu1250,gdu
HDI,Hdi,,11.87,13.72,hdii1240,xed
HILDI,Hildi,,10.27,13.27,marg1266,mfm
HOLMA,Holma,,10.0,13.17,holm1250,hod
HUBA,Huba,,10.33,13.17,huba1236,hbb
HWANA,Hwana,,10.42,12.83,hwan1240,hwo
HYA,Hya,,10.48,13.53,hyaa1239,hya
JIMI_CAMEROON,Jimi Cameroon,,10.25,13.5,jimi1254,jim
JINA,Jina,,11.33,14.92,jina1244,jia
KAMALE,Kamale,,10.62,13.55,kamw1239,hig
KILBA,Kilba,,10.33,13.17,huba1236,hbb
KIRYA-KONZEL,Kirya-konzel,,10.18,13.18,kiry1234,fkk
LAGWAN,Lagwan,,11.5,14.83,lagw1237,kot
LAMANG_HITKALANCHI,Lamang Hitkalanchi,,11.02,13.74,lama1288,hia
MADA_CAMEROON,Mada Cameroon,,10.83,14.17,mada1293,mxu
MAFA,Mafa,,11.0,13.9,mafa1239,maf
MAKARY_KOTOKO,Makary Kotoko,,12.5,14.5,mpad1242,mpi
MALGBE,Malgbe,,12.42,14.83,malg1250,mxf
MARGI,Margi,,11.0,13.0,marg1265,mrt
MATAL,Matal,,10.93,14.05,mata1306,mfh
MBARA,Mbara,,11.0,15.42,mbar1260,mpk
MBUKO,Mbuko,,10.77,14.17,mbuk1243,mqb
MEFELE,Mefele,,10.68,13.82,mefe1242,mfj
MOFU_GUDUR,Mofu Gudur,,10.5,14.0,mofu1248,mif
MOLOKO,Moloko,,10.75,14.25,molo1266,mlw
MSER,Mser,,12.0,15.0,mser1242,kqx
MUNJUK,Munjuk,,10.83,14.92,musg1254,mug
MUSGU_B,Musgu B,,10.83,14.92,musg1254,mug
MUSGU_D_PLUS_RD,Musgu D Plus Rd,,10.83,14.92,musg1254,mug
MUSGU_K,Musgu K,,10.83,14.92,musg1254,mug
MUSGU_O,Musgu O,,10.83,14.92,musg1254,mug
MUSGU_R,Musgu R,,10.83,14.92,musg1254,mug
MUYANG,Muyang,,10.83,14.25,muya1243,muy
NGGWAHYI,Nggwahyi,,10.58,12.92,nggw1242,ngx
NKAFA,Nkafa,,10.54,13.32,kamw1239,hig
NORTH_MOFU,North Mofu,,10.68,14.11,nort3046,mfk
NORTHERN_GIZIGA,Northern Giziga,,10.33,14.17,nort3047,gis
NZANYI,Nzanyi,,10.2,13.3,nzan1240,nja
PODOKO,Podoko,,11.0,14.08,park1239,pbi
PROTO_BIU-MANDARA,Proto Biu-mandara,,11.0,14.0,,
PSIKYE,Psikye,,10.58,13.67,psik1239,kvj
PUTAI,Putai,,11.02,12.75,puta1243,mfl
SHARWA,Sharwa,,10.15,13.57,shar1249,swq
SUKUR,Sukur,,10.88,13.67,suku1272,syk
TERA_PIDLIMDI,Tera Pidlimdi,,11.1,12.0,tera1251,ttr
TERA,Tera,,11.0,11.83,tera1251,ttr
TSUVAN,Tsuvan,,10.17,13.63,tsuv1243,tsh
VAME,Vame,,10.93,14.22,vame1236,mlr
VEMGO_MABAS,Vemgo Mabas,,10.97,13.73,vemg1240,vem
WAMDIU,Wamdiu,,10.7,13.17,marg1266,mfm
WANDALA,Wandala,,11.5,13.75,wand1278,mfi
WUZLAM,Wuzlam,,10.95,14.12,wuzl1236,udl
ZIZILIVAKAN,Zizilivakan,,10.25,13.52,zizi1238,ziz
ZULGO,Zulgo,,10.83,14.08,zulg1242,gnd
AWNGI,Awngi,,10.83,36.67,awng1244,awn
AWNGI_2,Awngi 2,,10.83,36.67,awng1244,awn
BILIN,Bilin,,15.75,38.5,bili1260,byn
BILIN_2,Bilin 2,,15.75,38.5,bili1260,byn
KEMANT,Kemant,,12.67,37.42,qima1242,ahg
KEMANT_2,Kemant 2,,12.67,37.42,qima1242,ahg
PROTO_AGAW,Proto Agaw,,12.92,37.86,,
XAMTANGA,Xamtanga,,12.42,38.83,xamt1239,xan
XAMTANGA_2,Xamtanga 2,,12.42,38.83,xamt1239,xan
PROTO_CHADIC,Proto Chadic,,,,,
PROTO_CUSHITIC,Proto Cushitic,,,,,
PROTO_EAST_CUSHITIC,Proto East Cushitic,,,,,
DAHALO,Dahalo,,-2.33,40.5,daha1245,dal
DAHALO_2,Dahalo 2,,-2.33,40.5,daha1245,dal
MAJI,Maji,,6.16,36.5,dizi1235,mdx
NAO,Nao,,6.92,36.33,nayi1243,noz
SHEKO,Sheko,,7.0,35.25,shek1245,she
BAREIN,Barein,,11.0,18.0,bare1279,bva
BIDIYA,Bidiya,,11.92,18.75,bidi1241,bid
BIRGIT,Birgit,,12.0,20.0,birg1239,btf
DANGALEAT,Dangaleat,,12.17,18.33,dang1274,daa
GABRI,Gabri,,9.33,16.67,gabr1253,gab
KAJAKSE,Kajakse,,12.25,20.83,kaja1254,ckq
KERA,Kera,,9.83,15.08,kera1255,ker
LELE_CHAD,Lele Chad,,9.08,15.58,lele1276,lln
MABIRE,Mabire,,11.65,18.6,mabi1242,muj
MAWA_CHAD,Mawa Chad,,11.75,18.3,mawa1270,mcw
MIGAMA,Migama,,12.17,19.83,miga1249,mmy
MOGUM,Mogum,,11.58,18.58,mogu1251,mou
MOKILKO,Mokilko,,11.92,18.08,muku1242,moz
MUBI,Mubi,,12.75,19.67,mubi1246,mub
NANCERE,Nancere,,9.32,16.13,nanc1253,nnc
NDAM,Ndam,,9.79,17.33,ndam1251,ndm
SABA,Saba,,11.33,18.42,saba1276,saa
SOKORO,Sokoro,,11.5,17.67,soko1263,sok
SOMRAI,Somrai,,9.67,16.67,somr1248,sor
TUMAK,Tumak,,9.5,17.33,tuma1260,tmc
UBI,Ubi,,11.83,18.55,ubii1238,ubi
COPTIC,Coptic,,26.0,32.0,copt1239,cop
LATE_EGYPTIAN,Late Egyptian,,29.85,31.25,,
MIDDLE_EGYPTIAN,Middle Egyptian,,25.7,32.65,,
GEDEO,Gedeo,,6.35,38.38,gede1246,drs
GEDEO_2,Gedeo 2,,6.35,38.38,gede1246,drs
HADIYYA,Hadiyya,,7.25,38.0,hadi1240,hdy
HADIYYA_2,Hadiyya 2,,7.25,38.0,hadi1240,hdy
KAMBAATA,Kambaata,,7.4,37.75,kamb1316,ktb
KAMBAATA_2,Kambaata 2,,7.4,37.75,kamb1316,ktb
LIBIDO,Libido,,8.0,38.42,libi1250,liq
PROTO_HIGHLAND_EAST_CUSHITIC,Proto Highland East Cushitic,,7.05,38.44,,
SIDAMO,Sidamo,,6.75,38.3,sida1246,sid
SIDAMO_2,Sidamo 2,,6.75,38.3,sida1246,sid
AFAR,Afar,,12.0,42.0,afar1241,aar
AFAR_2,Afar 2,,12.0,42.0,afar1241,aar
ARBORE,Arbore,,5.0,36.75,arbo1245,arv
ARBORE_2,Arbore 2,,5.0,36.75,arbo1245,arv
AWEER,Aweer,,-1.4,41.23,awee1242,bob
BAISO,Baiso,,6.25,37.75,bais1246,bsw
BAISO_2,Baiso 2,,6.25,37.75,bais1246,bsw
BOON,Boon,,3.0,45.0,boon1242,bnl
BORANA_OROMO,Borana Oromo,,4.5,38.5,bora1271,gax
BORANA_OROMO_2,Borana Oromo 2,,4.5,38.5,bora1271,gax
BURJI,Burji,,5.5,37.83,burj1242,bji
BURJI_2,Burji 2,,5.5,37.83,burj1242,bji
BUSSA,Bussa,,5.75,37.25,buss1239,dox
BUSSA_2,Bussa 2,,5.75,37.25,buss1239,dox
DAASANACH,Daasanach,,4.67,36.33,daas1238,dsh
DAASANACH_2,Daasanach 2,,4.67,36.33,daas1238,dsh
EASTERN_OROMO,Eastern Oromo,,9.0,42.0,east2652,hae
EASTERN_OROMO_2,Eastern Oromo 2,,9.0,42.0,east2652,hae
EL_MOLO,El Molo,,2.75,36.75,elmo1238,elo
GARRE,Garre,,2.3,44.69,garr1259,gex
GAWWADA,Gawwada,,5.5,37.25,gaww1239,gwd
GAWWADA_2,Gawwada 2,,5.5,37.25,gaww1239,gwd
GIDOLE,Gidole,,5.58,37.42,dira1242,gdl
GIDOLE_2,Gidole 2,,5.58,37.42,dira1242,gdl
GOBEZE,Gobeze,,5.47,37.47,gaww1239,gwd
KOMSO,Komso,,5.42,37.58,kons1243,kxc
KOMSO_2,Komso 2,,5.42,37.58,kons1243,kxc
MAAY,Maay,,4.0,44.0,maay1238,ymm
MECHA_OROMO,Mecha Oromo,,8.73,35.0,west2721,gaz
MOGOGODO,Mogogodo,,0.5,37.0,yaak1241,muu
ORMA,Orma,,-2.0,39.5,orma1241,orc
PROTO_SAM,Proto Sam,,2.33,37.98,,
RENDILLE,Rendille,,2.0,37.5,rend1243,rel
RENDILLE_2,Rendille 2,,2.0,37.5,rend1243,rel
SAHO,Saho,,14.75,39.75,saho1246,ssy
SAHO_2,Saho 2,,14.75,39.75,saho1246,ssy
SOMALI,Somali,,3.0,45.0,soma1255,som
SOMALI_2,Somali 2,,3.0,45.0,soma1255,som
TSAMAI,Tsamai,,5.42,37.03,tsam1247,tsb
TSAMAI_2,Tsamai 2,,5.42,37.03,tsam1247,tsb
TUNNI,Tunni,,2.25,44.33,tunn1238,tqq
WERIZE,Werize,,5.75,37.25,gaww1239,gwd
W_OROMO,W Oromo,,9.0,37.0,west2721,gaz
HERDE,Herde,,9.25,15.0,herd1236,hed
MARBA,Marba,,9.5,15.92,marb1239,mpg
MASANA_POGO,Masana Pogo,,10.25,15.25,masa1322,mcn
MASANA,Masana,,10.5,15.5,masa1322,mcn
MESME,Mesme,,9.25,15.67,mesm1239,zim
MUSEY,Musey,,9.75,15.33,muse1242,mse
PEVE_LAME,Peve Lame,,9.0,14.5,peve1243,lme
PEVE_PALA,Peve Pala,,9.36,14.9,peve1243,lme
BASKETO,Basketo,,6.42,36.58,bask1236,bst
BENCHO,Bencho,,7.0,35.75,benc1235,bcq
CHARA,Chara,,6.64,36.42,char1269,cra
DACHE,Dache,,6.7,37.05,gamo1243,gmv
DORZE,Dorze,,6.25,37.58,dorz1235,doz
GANZA,Ganza,,10.25,35.17,ganz1246,gza
GIDICHO,Gidicho,,6.33,38.08,koor1239,kqy
GOFA,Gofa,,6.58,37.14,gofa1235,gof
HOZO,Hozo,,9.42,34.5,hozo1236,hoz
JANJERO,Janjero,,7.83,37.33,yems1235,jnj
KACHAMA,Kachama,,5.92,37.42,kach1284,kcx
KEFA,Kefa,,7.25,36.25,kafa1242,kbr
KEFA_2,Kefa 2,,7.25,36.25,kafa1242,kbr
KOYRA,Koyra,,5.83,37.83,koor1239,kqy
KULLO,Kullo,,6.75,37.08,dawr1236,dwr
MALE_ETHIOPIA,Male Ethiopia,,6.0,36.92,male1284,mdy
MELO,Melo,,6.54,36.81,melo1242,mfx
MOCHA,Mocha,,7.58,35.5,shek1244,moy
MOCHA_2,Mocha 2,,7.58,35.5,shek1244,moy
NORTHERN_MAO,Northern Mao,,9.92,34.5,bamb1262,myf
OYDA,Oyda,,6.08,36.83,oyda1235,oyd
SEZE,Seze,,9.58,34.67,seze1235,sze
SHE,She,,7.07,35.8,benc1235,bcq
SHINASSHA,Shinassha,,10.42,36.17,boro1277,bwo
SHINASSHA_2,Shinassha 2,,10.42,36.17,boro1277,bwo
SOUTHERN_MAO,Southern Mao,,8.67,34.5,anfi1235,myo
WELAMO,Welamo,,6.83,37.75,wola1242,wal
WOLAYTTA,Wolaytta,,6.83,37.75,wola1242,wal
ZAYSE,Zayse,,5.92,37.33,zays1235,zay
ZERGULLA,Zergulla,,5.9,37.3,zays1235,zay
ACHAEMENID_ARAMAIC,Achaemenid Aramaic,,32.54,44.42,jewi1240,tmr
AKKADIAN,Akkadian,,33.1,44.1,akka1240,akk
AKKADIAN_2,Akkadian 2,,33.1,44.1,akka1240,akk
AMEDYA_ARAMAIC,Amedya Aramaic,,37.1,43.5,assy1241,aii
AMHARIC,Amharic,,10.0,38.0,amha1245,amh
AMHARIC_2,Amharic 2,,10.0,38.0,amha1245,amh
AMHARIC_3,Amharic 3,,10.0,38.0,amha1245,amh
ARABIC_CYPRIOT_SPOKEN,Arabic Cypriot Spoken,,35.25,33.5,cypr1248,acy
ARABIC_GULF_SPOKEN,Arabic Gulf Spoken,,26.0,49.0,gulf1241,afb
ARABIC_LIBYAN_SPOKEN,Arabic Libyan Spoken,,32.0,22.0,liby1240,ayl
ARABIC_NORTH_LEVANTINE_SPOKEN,Arabic North Levantine Spoken,,33.75,36.0,nort3139,apc
ARABIC_QURANIC,Arabic Quranic,,25.0,42.0,stan1318,arb
ARABIC_SUDANESE_SPOKEN,Arabic Sudanese Spoken,,15.55,32.53,suda1236,apd
ARAMAIC,Aramaic,,36.0,43.0,chal1275,cld
ARAMAIC_ANCIENT,Aramaic Ancient,,35.0,37.0,,
ARGOBBA,Argobba,,10.17,40.08,argo1244,agj
ASSYRIAN_NEO-ARAMAIC,Assyrian Neo-aramaic,,36.0,41.0,assy1241,aii
BAHRAIN_ARABIC,Bahrain Arabic,,26.0,50.5,baha1259,abv
BIBLICAL_HEBREW,Biblical Hebrew,,31.47,35.13,anci1244,hbo
CAIRO_ARABIC,Cairo Arabic,,30.0,31.0,egyp1253,arz
CHAHA,Chaha,,8.0,37.5,seba1251,sgw
CHRISTIAN_PALESTINIAN,Christian Palestinian,,31.9,35.2,west2763,amw
CLASSICAL_ARABIC,Classical Arabic,,25.0,42.0,stan1318,arb
CLASSICAL_MANDAEAN,Classical Mandaean,,36.12,49.57,clas1253,myz
CLASSICAL_MANDAIC,Classical Mandaic,,31.0,48.5,clas1253,myz
CLASSICAL_SYRIAC,Classical Syriac,,37.15,38.8,clas1252,syc
DAHALIK,Dahalik,,15.73,40.08,daha1247,dlk
DAMASCUS_ARABIC,Damascus Arabic,,33.75,36.0,nort3139,apc
DELLYS,Dellys,,34.5,3.0,alge1239,arq
DHOFARI_ARABIC,Dhofari Arabic,,17.08,54.49,dhof1235,adf
EASTERN_EGYPTIAN_BEDAWI_ARABIC,Eastern Egyptian Bedawi Arabic,,29.67,33.61,east2690,avl
ETHIOPIC,Ethiopic,,14.12,38.72,geez1241,gez
GAFAT,Gafat,,10.6,37.0,gafa1240,gft
GEEZ,Geez,,14.12,38.72,geez1241,gez
