item	n_trials	err	rt	sd	rtz	n_used
renchant	21	0.095238095	803.7894737	226.0918149	0.022790907	19
rourais	24	0.083333333	903.3636364	357.7413997	0.261134354	22
palcauvecre	21	0	781.95	259.7179594	-0.148073485	20
hausprit	21	0.047619048	653.45	90.99767204	-0.732972956	20
loinreur	24	0.041666667	726.4782609	124.5774201	-0.30689489	23
blieu	20	0	681.25	119.0280263	-0.506411628	20
ébascat	19	0	825.5	251.9281527	0.260903402	18
éporze	22	0	752.9090909	168.8947007	-0.3209793	22
vivail	21	0.19047619	856.8823529	295.1281252	0.234712863	17
proclats	21	0.047619048	784.9	218.2743083	-0.170053757	20
émativeilte	23	0	808.6521739	216.6871664	0.056842521	23
fueux	22	0.272727273	839.2666667	158.7848799	0.04242867	15
pautiteur	22	0	834.4285714	269.2080183	0.144791334	21
jeuta	21	0.047619048	813.3	213.0409153	0.031140097	20
internu	23	0.130434783	805.6842105	149.1840968	0.067361928	19
fisande	22	0	817.2272727	203.5758737	-0.195361394	22
anudre	20	0	661.9	139.8190184	-0.692960324	20
nourrieux	24	0.208333333	873	190.1064717	0.630121182	18
replicoup	23	0	743.6086957	191.1845227	-0.097312854	23
tenvinant	22	0	833.3636364	209.6381339	-0.012657548	22
étenvoya	21	0.095238095	849.9444444	147.7332541	0.314689856	18
remante	20	0.1	872.6470588	272.8174621	0.24779778	17
aridez	19	0.210526316	835.9333333	162.9121002	0.117729264	15
ragame	24	0	739.3333333	160.2003275	-0.314282828	24
tititaient	19	0.210526316	824.8333333	303.2565171	0.288269618	12
fonctalais	22	0	847.2727273	228.4438416	0.154810118	22
deriteint	23	0	851.2608696	233.3608632	0.423207002	23
intiments	23	0.391304348	959.1	151.2734463	1.515686159	10
trourander	23	0	866	222.2985298	0.185960592	23
jada	24	0.041666667	768.0434783	172.8492455	-0.281274225	23
friments	24	0.458333333	1008.230769	264.1092431	0.800875484	13
avertin	16	0	790.875	266.3320922	-0.294289852	16
trapaure	21	0.095238095	817.8947368	281.5127577	0.136029002	19
réjouprès	22	0	886.952381	246.5488747	0.376062896	21
tourcontait	21	0	851.5238095	209.9477599	0.166323286	21
pasel	21	0	672.0952381	132.6472407	-0.69673121	21
notére	21	0.142857143	814.7222222	253.3731973	0.18544347	18
mignes	19	0.052631579	852.5555556	199.8140966	0.245377987	18
cogore	24	0.041666667	757.1818182	168.3201701	-0.295938549	22
saumé	22	0.227272727	857.75	177.8821707	0.393774863	16
perrecte	21	0.047619048	754.65	177.1586488	-0.354111518	20
prolicent	21	0	822.2380952	184.4873721	-0.108198578	21
agnité	23	0.043478261	901	321.2888109	0.375946317	21
garcotions	21	0	934.3333333	295.6283703	0.588857163	21
asparme	23	0.130434783	808.0526316	329.517235	0.051063981	19
pésime	21	0.047619048	730.35	137.8814422	-0.41926741	20
simique	21	0.142857143	901.8888889	239.3023903	0.467859344	18
chabanse	24	0	643.3043478	103.1717169	-0.555808432	23
renvaient	23	0.217391304	1102.3125	199.8862072	1.724259741	16
péta	24	0.666666667	853.5	185.8732287	0.304052669	8
parganiers	22	0	934.5454545	295.5570571	0.484157843	22
exismandroit	23	0.043478261	864.9090909	260.5640236	0.49586088	22
prosonter	21	0	831.5238095	229.9946997	0.149452904	21
carpoute	22	0.090909091	778.6	214.3770412	-0.153602693	20
billé	23	0.217391304	868.2222222	199.5119208	0.444674992	18
foumolait	20	0	798.85	211.8326735	-0.067198027	20
êdait	22	0	831.6818182	271.7515298	0.149560202	22
stice	22	0.045454545	747.3333333	185.5746031	-0.339322112	21
cachantiait	23	0.130434783	1029.222222	379.9664932	0.69598682	18
catile	22	0	681.7272727	148.0791879	-0.690513458	22
lourséser	23	0	809.3333333	153.4878931	-0.093722406	21
rueur	23	0.565217391	1065.666667	136.6382084	1.604624524	9
osseaux	24	0.333333333	1009.923077	318.8943037	1.039414867	13
suxe	19	0.052631579	750.7647059	111.5961074	-0.233145633	17
setème	21	0	745.4285714	196.0988453	-0.259912315	21
apenrée	19	0.105263158	786.1333333	191.8142206	-0.260471669	15
recessez	25	0.68	1200	295.8732837	1.906003546	7
altrainait	21	0.142857143	928.75	303.4524674	0.824345945	16
descluverfants	21	0	803.047619	246.7925194	-0.042539575	21
autoisasait	23	0.043478261	806.0909091	169.3218713	0.318149012	22
croinément	21	0	843.6666667	148.6594542	0.184579941	21
averluvoyer	22	0.045454545	761.3333333	145.0463144	-0.224112919	21
sièreula	20	0	745.95	270.16963	-0.384858107	20
persulte	21	0	780.5714286	208.7902228	-0.067087744	21
prelons	22	0.045454545	839.6190476	202.2568852	0.167121579	21
ferpectait	20	0.1	871.3333333	218.7058191	0.040203026	18
vulterre	20	0	847.15	275.8692053	-0.079951786	20
noda	20	0.05	697.2105263	178.5719833	-0.620832692	19
désote	23	0.130434783	736.35	137.2210184	-0.273054445	20
battoinu	23	0	741.7391304	210.8793747	-0.257552953	23
plamotatrez	22	0.045454545	784.6190476	184.6579205	-0.222770691	21
tueborte	21	0.047619048	756.3684211	224.5761961	-0.306721325	19
kied	21	0	862.5714286	250.4443194	0.116041136	21
renvrit	24	0.041666667	868.7727273	225.2775921	0.330795729	22
seutiez	22	0.045454545	789	217.4709176	-0.141474336	21
aneur	22	0.045454545	733.9047619	207.8429467	-0.276083874	21
moncontion	19	0.052631579	772.2222222	182.1755958	0.030835871	18
sourdresprès	23	0	836.9545455	267.8929206	0.068105214	22
stieuvre	23	0	658.8181818	188.9153593	-0.768771597	22
échocha	22	0.136363636	877.3529412	188.1574943	0.524724056	17
desposins	20	0	874.4444444	274.5902235	0.369816789	18
pronade	23	0.086956522	716.2	186.1331159	-0.349254977	20
asaseau	19	0	689.2631579	199.272522	-0.514743801	19
sadidict	23	0	829.4090909	270.8998513	-0.030888742	22
lagne	24	0.083333333	737.0909091	122.1193441	-0.191315291	22
raimacuvec	22	0	741.3333333	215.2882564	-0.540688095	21
filtoisir	24	0.083333333	770.047619	172.6332749	-0.232698081	21
lurice	21	0	704.6190476	149.1728783	-0.590240633	21
apleme	22	0	787.0909091	307.9186518	-0.260235566	22
denifets	25	0	737.9130435	157.40247	-0.380796504	23
vesanliquin	21	0	697.9047619	232.6301581	-0.564738142	21
brouettion	20	0.05	754.6470588	162.1869836	-0.292570499	17
rensant	24	0.083333333	774.0454545	158.2494948	-0.249358843	22
roulip	21	0	686.6666667	114.1180675	-0.728414946	21
rouprémité	22	0	774.3181818	211.6912366	-0.177449091	22
étutilait	23	0.130434783	928.1578947	303.5944413	0.874572346	19
prétourvers	23	0.043478261	904.6190476	215.3361271	0.181224883	21
teltavise	25	0.04	702.625	200.1353482	-0.544273908	24
porcotice	20	0	897.1	231.8277264	0.104553877	20
disussé	24	0.041666667	900.5454545	287.1164899	0.200106872	22
cantait	22	0.181818182	866.4375	228.0476467	0.624342705	16
divité	21	0.523809524	1218.6	364.4421003	1.185262471	10
porvagarple	19	0.052631579	854.0555556	248.1042172	0.243184722	18
viblier	21	0.142857143	883.8888889	224.5905788	0.167658672	18
mongarlait	20	0	848.35	209.5298685	0.360985642	20
nommènent	22	0.636363636	1189.333333	403.5743632	1.421637975	6
schouple	23	0	682.3913043	97.04860035	-0.63217682	23
tapornus	22	0.045454545	760.4761905	184.2898855	-0.208002495	21
vermenra	24	0	828.375	266.2076359	-0.063467309	24
charridaitroles	21	0	926.5238095	254.6473285	0.390670561	21
atertait	23	0.130434783	853.7	228.6712418	0.207718908	20
essous	21	0.047619048	789.5	172.6311858	-0.167667316	20
vraimons	24	0.125	868.2380952	213.6868982	-0.071192867	21
somième	18	0.055555556	938.4375	353.858723	0.51163877	16
tadusais	22	0.090909091	876.6	256.1657358	0.365621097	20
interie	24	0.041666667	758.6363636	219.4685237	-0.201219394	22
trouprolévec	21	0	724.4285714	232.9411023	-0.447712924	21
macoupaseau	22	0.045454545	798.1904762	191.1529804	-0.11356408	21
delatabait	22	0.045454545	1019.45	346.3825805	0.921660748	20
prolige	23	0.173913043	924.2631579	301.9731118	0.48001824	19
lieusible	21	0.285714286	875.0666667	321.4706089	0.29253958	15
arnée	22	0.136363636	889	183.0509947	0.538843104	19
carverme	22	0.136363636	974.5789474	278.8588484	0.733541185	19
deine	22	0.090909091	728.3157895	208.8835541	-0.484668195	19
servers	20	0.05	867	192.9101691	0.340023633	19
ansenfaitre	24	0	731.7916667	138.515414	-0.356524799	24
salfaut	22	0.136363636	701.6315789	180.9389739	-0.468207932	19
haisencidomte	21	0	734.4285714	193.0123238	-0.308266951	21
tanéte	22	0	721.4545455	143.3556109	-0.465962046	22
queltrarir	19	0	805.9473684	232.2758116	-0.020934484	19
dux	22	0.045454545	760.6666667	198.1300919	-0.104089658	21
raverne	24	0.125	858.8571429	212.5622934	0.432099864	21
letitigne	22	0.045454545	893.4285714	304.0864304	0.494434625	21
ferconrer	23	0	784.6190476	254.3284247	-0.345143254	21
parpisant	21	0.047619048	872.4	232.5941575	0.080370258	20
austienles	21	0	824.2	216.8151286	-0.059340344	20
réfaitice	23	0.043478261	908.0909091	239.4529299	0.738319958	22
algalopiers	21	0	783.3809524	247.5985614	-0.090909579	21
rilons	19	0	949.2222222	287.7066634	0.63920965	18
literriodroits	22	0.045454545	837.05	279.7036919	0.034584293	20
airer	24	0.375	891.2	264.5678957	0.712379093	15
conquition	20	0.1	878.5294118	276.6618237	0.574126959	17
iverdes	21	0.047619048	714.55	149.0367228	-0.547037888	20
intuasaient	24	0.083333333	958.4285714	271.7810831	0.557680056	21
exprétre	23	0	987.3478261	260.6336001	0.795371299	23
brouné	24	0.041666667	761.7727273	173.6819567	0.073177553	22
potersurprès	23	0.043478261	780.1818182	165.4939609	-0.130105294	22
dalé	18	0.222222222	812.7142857	130.9670708	0.130417354	14
insonres	21	0.047619048	814.45	327.098967	0.176262464	20
martourme	22	0.090909091	831.5	287.9434687	0.038570829	18
avage	25	0.16	743.0952381	119.86113	-0.339579243	21
protaitrait	21	0	964.75	374.8210626	0.997126292	20
cair	23	0.086956522	727	171.4969387	-0.234756655	21
lontice	25	0.04	741.625	223.0907034	-0.474007707	24
faimencé	23	0.130434783	782.85	142.9156081	0.00609489	20
antière	20	0.2	855.6666667	306.5158273	0.535971016	15
belire	24	0.208333333	732.8947368	169.2676693	-0.406241946	19
restire	19	0.105263158	829.9411765	188.3830773	0.253868618	17
arridée	22	0.454545455	941.5	237.8882473	0.165304616	12
exerter	22	0.318181818	851.2666667	222.3586121	0.446906529	15
psa	22	0	787.2272727	226.3052999	-0.075046956	22
galechots	20	0.05	834.4736842	258.7060469	0.019463677	19
pimane	21	0.095238095	724.2631579	263.7193041	-0.410370307	19
pensetent	24	0.208333333	990.7368421	288.6389213	1.285489444	19
mêlase	22	0.454545455	979.2727273	284.6032645	1.133647168	11
faitisait	24	0	956.6666667	255.104014	0.935529443	24
homlu	22	0	701.2727273	201.3935219	-0.566749213	22
perplise	22	0	755.7727273	169.0688594	0.023089322	22
depis	24	0.708333333	702	163.0460058	-0.10362754	6
trottrocumantras	22	0	851.3333333	213.8923405	0.119106103	21
bousorplides	23	0.043478261	840.8181818	241.3911342	0.231181531	22
sauportir	24	0	830.5416667	228.1342052	0.045733736	24
afrayé	18	0.222222222	908.9230769	149.0248646	0.803567867	13
apales	18	0.055555556	736.3529412	186.9444908	-0.222825248	17
cervais	24	0.083333333	941.9	297.2096372	0.639103476	20
donticoup	23	0	738.9565217	227.686283	-0.352820505	23
titope	19	0	758.0555556	282.1254356	-0.333536341	18
voucortants	21	0	806.1904762	163.880328	0.035374925	21
autroce	20	0.1	901.5555556	291.9412153	0.388401201	18
oblités	21	0.238095238	888.9333333	204.6695827	0.522900393	15
amaisait	21	0.19047619	1011.4375	343.7215867	0.799652302	16
faimices	19	0	660.1578947	130.7955415	-0.633521033	19
sertonbout	21	0	777.8095238	208.8386025	-0.341776571	21
voiditait	23	0	847.5217391	217.978287	0.168371887	23
métame	19	0.105263158	815.0588235	205.6001795	-0.062484026	17
destat	23	0	765.173913	185.7472995	-0.415484925	23
bloin	22	0	717.5	162.1030683	-0.433510632	22
inveres	23	0.304347826	849.7333333	301.8276392	0.336962811	15
groubia	22	0	787.5909091	205.3073559	0.081730376	22
râce	22	0.909090909	1122.5	34.64823228	3.266417014	2
dousorments	19	0	850.6315789	281.2000495	0.186395247	19
repouiller	24	0.208333333	897.375	139.8059965	0.664130071	16
houenne	23	0.130434783	803.1	231.534674	-0.244227161	20
éprévrataient	21	0.047619048	1005.473684	302.4000971	1.150071584	19
remandé	22	0.318181818	905.8571429	161.6948014	0.311008292	14
foufibéte	23	0.043478261	740.4090909	234.6691002	-0.160257015	22
chanton	23	0.391304348	1025.615385	274.1245272	1.276382653	13
mantramier	21	0	819.047619	234.234813	0.034167046	21
chermiment	24	0.125	883.7142857	262.0929497	0.450986197	21
atutervait	24	0	835.6666667	194.1625645	-0.056648591	24
banse	20	0.1	686.3333333	91.49027592	-0.304932775	18
jeuteur	22	0.227272727	757.125	153.7894123	-0.130458203	16
castrareur	25	0.4	1001.6	329.5984137	0.808728272	15
blasurme	22	0	780.2272727	219.4568906	-0.101023958	22
bourprovie	24	0	745.4347826	182.1821831	-0.30041907	23
délifeuches	21	0	847.4285714	215.2950467	0.2274331	21
bouré	24	0.708333333	914.8571429	116.3864662	1.626651756	7
senjeteux	19	0.052631579	728.5	200.5689701	-0.563452244	18
rotile	23	0.217391304	840.3888889	231.0021999	0.320049581	18
reticale	21	0.095238095	816.6842105	254.5658729	0.082325686	19
ulendé	23	0.043478261	682.3636364	158.0965785	-0.503720967	22
jalà	21	0.095238095	632.4736842	90.57984104	-0.715661154	19
moutait	20	0.25	813.8571429	172.9414561	0.050497041	14
huratote	17	0	691.6470588	154.8539397	-0.529465375	17
adant	22	0.045454545	718.952381	171.2479127	-0.425721972	21
gagnantour	24	0	760.4583333	287.3797638	-0.061900523	24
gâtivant	20	0.1	852.3529412	208.279242	0.545498934	17
camportigeais	22	0	930.2857143	251.6120313	0.545484234	21
blaule	23	0	737.3913043	184.7422625	-0.439038908	23
soulais	22	0.818181818	623.6666667	99.52051715	-1.00962614	3
auparrassant	23	0.130434783	1042.894737	263.0240578	1.254242412	19
intrisé	23	0.086956522	902.0952381	369.5318531	0.508960936	21
révité	24	0.208333333	901.6111111	250.5643369	0.536788799	18
congive	24	0.25	812.8333333	203.4881844	0.257905393	18
alpimame	22	0.090909091	760.05	281.1308882	-0.049044786	20
remutionté	25	0.04	939.4347826	387.1303311	0.692312765	23
retroutait	23	0.391304348	1019.166667	332.101527	1.08064805	12
rils	20	0.05	753	178.3990533	-0.172076078	19
coutact	24	0.125	851.4	242.8249098	0.294810786	20
sinsard	22	0	703.3636364	208.483994	-0.290073817	22
contier	22	0.045454545	846.95	269.5423949	-0.042378027	20
étatons	21	0.380952381	843.4166667	177.3237708	0.47352653	12
malsadait	23	0	858.3809524	229.8855098	0.236150912	21
garraféles	22	0.090909091	765.6	270.4527199	-0.168585693	20
falait	22	0.636363636	765.2857143	125.7096049	0.395745665	7
aclére	24	0.041666667	766.6086957	241.1579526	-0.123854269	23
prestait	24	0.375	1058.5	232.674335	1.765236344	14
sogeroureau	24	0	749	175.1479894	-0.263961478	23
bienque	24	0.041666667	779.9565217	234.120497	-0.01721918	23
serproles	23	0.043478261	811.7727273	177.7065349	-0.021086814	22
jotier	24	0.041666667	772	219.420725	-0.119317547	23
perprément	23	0.086956522	997.9473684	338.1897025	0.667822367	19
porçait	23	0.086956522	870.7619048	258.6365993	0.499542209	21
reléreils	21	0	883.95	264.7104625	0.260467699	20
égage	24	0.25	850.4444444	244.3416659	0.552558396	18
prériveil	23	0	822.173913	229.2948979	0.102680724	23
aptament	23	0	722.8571429	196.2239246	-0.170383657	21
atriocha	23	0	900.4782609	310.377903	0.409983152	23
gartaité	22	0	815.3181818	267.8649956	-0.026949134	22
consinévant	21	0.095238095	934.5789474	275.3711265	0.92517439	19
resenques	21	0	744.8	200.9903376	-0.36945345	20
trasivec	21	0	715.1	149.8314492	-0.45889013	20
puparre	24	0	750.8695652	236.8264237	-0.3346998	23
comose	22	0	803.5909091	288.1485495	-0.080348616	22
tratoiron	20	0	707.85	181.6217223	-0.455897401	20
tougné	21	0.047619048	717.3	120.879714	-0.20087276	20
tation	20	0.05	786.3333333	193.9187216	0.014537612	18
chancère	21	0.142857143	759.3888889	120.0167336	-0.078892773	18
sortion	24	0.208333333	812.5789474	231.9979204	0.263926909	19
ouge	21	0	658.0952381	88.12769415	-0.771951218	21
dénires	21	0.142857143	791.1764706	283.8666578	-0.122069889	17
anometé	21	0	812.2380952	198.8624914	-0.101836654	21
dévautipauce	20	0	823.55	238.98568	0.030810225	20
prolée	23	0.130434783	783.25	179.670422	0.232444001	20
pauvitiension	21	0	851.952381	199.3849232	0.057702715	21
pournuyeudire	19	0	861.3157895	215.5025271	0.070380828	19
gliffe	21	0.476190476	834.3636364	235.6010495	0.223677938	11
ragarre	24	0.083333333	774.5	127.2843648	0.035432259	22
doucises	23	0.086956522	756.0952381	186.004813	-0.112587802	21
récarreilsais	23	0.043478261	945.047619	341.0443485	0.809851024	21
pleité	21	0	731.8095238	127.832163	-0.342574571	21
touble	24	0.375	927.3333333	211.0635201	0.847231069	15
poiradre	19	0.052631579	792.3125	241.9792605	0.062970112	16
recipotions	23	0.130434783	952.3888889	270.1882	0.72638673	18
dépoir	23	0.173913043	909.9473684	217.9233998	0.533619138	19
altelé	25	0.16	930.5789474	229.9466885	0.797687989	19
louce	22	0	767.7619048	160.453702	-0.391093549	21
cersier	22	0.363636364	860.7142857	217.607773	0.419413774	14
regarait	24	0.291666667	980.6	151.2055366	1.062420355	15
ariez	22	0.090909091	827.55	201.8716307	0.342484981	20
héneriat	20	0	837.25	254.5979028	0.113749844	20
nomer	22	0.545454545	779.2	174.8038901	0.020767562	10
traconsion	20	0	800.6315789	291.1090308	-0.297053444	19
faise	22	0.045454545	869.7142857	270.9935687	0.193890291	21
cerlé	23	0.260869565	907.0625	345.6816394	0.295033511	16
achires	24	0.125	819.2380952	230.2033676	0.047791688	21
remuque	19	0.105263158	834.7058824	244.4206836	0.315546576	17
ausquiem	22	0.045454545	707.2380952	156.7373296	-0.543355997	21
cettercesse	24	0	788.4583333	221.4515315	0.061601316	24
ritéce	21	0	746.0952381	186.4826814	-0.40779593	21
deral	22	0	681.1818182	198.6256676	-0.501763368	22
dotives	22	0.090909091	716.6	167.3167183	-0.244078525	20
cocer	24	0.125	797.1904762	237.1382759	-0.192058337	21
marnilions	23	0	824.826087	179.2057355	0.175896214	23
nitibres	22	0	806.9545455	219.178874	-0.014181869	22
courdentit	20	0	753.85	158.1885201	-0.109787776	20
dechere	23	0	798.6363636	259.9416684	-0.013458517	22
altome	22	0	853.7142857	219.4914902	0.050108882	21
fations	21	0.19047619	858.0588235	172.3486548	0.294588877	17
chetimames	21	0.047619048	796.35	299.3605949	-0.218498238	20
élitait	23	0.260869565	1003.176471	283.9051856	0.941295953	17
écratereils	20	0.1	993.5555556	315.2991525	0.822713981	18
gaute	21	0.047619048	714.6842105	163.6130437	-0.484016027	19
bortetes	21	0	806.1904762	253.2881006	-0.02696516	21
claresait	23	0.130434783	966.75	333.2612181	0.505939303	20
gauparneux	21	0	814.7142857	194.9595196	-0.01592094	21
ilices	22	0.045454545	832.8571429	256.3219237	0.089819515	21
pidée	22	0.136363636	741.3888889	112.1989509	-0.407793627	18
atigeais	20	0	735.1052632	258.4958402	-0.333665095	19
acels	22	0	703.3181818	137.2229282	-0.447537388	22
coutraigré	24	0.083333333	946.7727273	266.4140944	0.87936701	22
senneteurs	21	0.095238095	810.4736842	225.1158636	-0.053122258	19
blique	23	0.086956522	818.047619	205.5306489	0.061660837	21
troutermais	18	0	886.3888889	248.3342479	0.508386987	18
gimislors	22	0.045454545	741.7142857	178.883242	-0.369783825	21
bouserver	21	0.095238095	879.4736842	154.4964467	0.648291385	19
reracourons	25	0	809.0416667	216.5657806	0.247546045	24
surapades	21	0	814.047619	192.2442395	-0.120391989	21
heusants	21	0.047619048	773.05	175.6049619	0.007675542	20
quittorpait	21	0	798.5238095	219.8309849	-0.041762396	21
drescoutiger	23	0.043478261	843.2272727	240.8241666	0.215823572	22
